x_grid,mc_smooth,theory,diff,rel_diff
9.999990133958865934e-01,nan,1.269342448409486376e+07,nan,nan
9.999990125511913908e-01,nan,1.267094378115217015e+07,nan,nan
9.999990117061348105e-01,nan,1.264851183585570566e+07,nan,nan
9.999990108607168526e-01,nan,1.262612851937188767e+07,nan,nan
9.999990100149374062e-01,nan,1.260379370619427040e+07,nan,nan
9.999990091687964711e-01,nan,1.258150727119290642e+07,nan,nan
9.999990083222941584e-01,nan,1.255926908961311728e+07,nan,nan
9.999990074754303571e-01,nan,1.253707903997033276e+07,nan,nan
9.999990066282050671e-01,nan,1.251493698956811242e+07,nan,nan
9.999990057806183996e-01,nan,1.249284282633940130e+07,nan,nan
9.999990049326703545e-01,nan,1.247079642122552358e+07,nan,nan
9.999990040843607098e-01,nan,1.244879764846270531e+07,nan,nan
9.999990032356897984e-01,nan,1.242684639126098715e+07,nan,nan
9.999990023866572875e-01,nan,1.240494252173166350e+07,nan,nan
9.999990015372633989e-01,nan,1.238308592378663830e+07,nan,nan
9.999990006875080217e-01,nan,1.236127647596928850e+07,nan,nan
9.999989998373912670e-01,nan,1.233951405152683146e+07,nan,nan
9.999989989869130236e-01,nan,1.231779853259287775e+07,nan,nan
9.999989981360734026e-01,nan,1.229612979881707951e+07,nan,nan
9.999989972848722930e-01,nan,1.227450773301569559e+07,nan,nan
9.999989964333096948e-01,nan,1.225293220993254147e+07,nan,nan
9.999989955813857190e-01,nan,1.223140311310532503e+07,nan,nan
9.999989947291002546e-01,nan,1.220992032361218520e+07,nan,nan
9.999989938764533015e-01,nan,1.218848372288531624e+07,nan,nan
9.999989930234449709e-01,nan,1.216709319548151270e+07,nan,nan
9.999989921700752626e-01,nan,1.214574862075162120e+07,nan,nan
9.999989913163439548e-01,nan,1.212444987842550687e+07,nan,nan
9.999989904622513803e-01,nan,1.210319685961219855e+07,nan,nan
9.999989896077972062e-01,nan,1.208198943648077548e+07,nan,nan
9.999989887529816546e-01,nan,1.206082750081404112e+07,nan,nan
9.999989878978047253e-01,nan,1.203971093646835350e+07,nan,nan
9.999989870422661964e-01,nan,1.201863961947800964e+07,nan,nan
9.999989861863662899e-01,nan,1.199761344259625860e+07,nan,nan
9.999989853301050058e-01,nan,1.197663229070994258e+07,nan,nan
9.999989844734822331e-01,nan,1.195569604634571448e+07,nan,nan
9.999989836164979717e-01,nan,1.193480459239794873e+07,nan,nan
9.999989827591523328e-01,nan,1.191395782287781686e+07,nan,nan
9.999989819014452053e-01,nan,1.189315561328648403e+07,nan,nan
9.999989810433767001e-01,nan,1.187239785828859545e+07,nan,nan
9.999989801849467064e-01,nan,1.185168444213381410e+07,nan,nan
9.999989793261552240e-01,nan,1.183101524943344481e+07,nan,nan
9.999989784670023640e-01,nan,1.181039017577275448e+07,nan,nan
9.999989776074880155e-01,nan,1.178980909846111387e+07,nan,nan
9.999989767476122893e-01,nan,1.176927191636621952e+07,nan,nan
9.999989758873750745e-01,nan,1.174877851014542952e+07,nan,nan
9.999989750267763711e-01,nan,1.172832877137137018e+07,nan,nan
9.999989741658162901e-01,nan,1.170792259191730246e+07,nan,nan
9.999989733044947204e-01,nan,1.168755985611703806e+07,nan,nan
9.999989724428117732e-01,nan,1.166724045910880156e+07,nan,nan
9.999989715807673374e-01,nan,1.164696428590268642e+07,nan,nan
9.999989707183614129e-01,nan,1.162673123225774989e+07,nan,nan
9.999989698555941109e-01,nan,1.160654118644248135e+07,nan,nan
9.999989689924653202e-01,nan,1.158639403707282245e+07,nan,nan
9.999989681289751520e-01,nan,1.156628968340465240e+07,nan,nan
9.999989672651234951e-01,nan,1.154622800953267142e+07,nan,nan
9.999989664009103496e-01,nan,1.152620891018941812e+07,nan,nan
9.999989655363358265e-01,nan,1.150623228039802797e+07,nan,nan
9.999989646713998148e-01,nan,1.148629800782911852e+07,nan,nan
9.999989638061024255e-01,nan,1.146640598814261518e+07,nan,nan
9.999989629404435476e-01,nan,1.144655611728609912e+07,nan,nan
9.999989620744231811e-01,nan,1.142674828390968591e+07,nan,nan
9.999989612080414370e-01,nan,1.140698238711305708e+07,nan,nan
9.999989603412982042e-01,nan,1.138725831619389355e+07,nan,nan
9.999989594741935939e-01,nan,1.136757597084608860e+07,nan,nan
9.999989586067274949e-01,nan,1.134793524351317063e+07,nan,nan
9.999989577389000184e-01,nan,1.132833602946771123e+07,nan,nan
9.999989568707109422e-01,nan,1.130877822179861553e+07,nan,nan
9.999989560021605994e-01,nan,1.128926172385986522e+07,nan,nan
9.999989551332486570e-01,nan,1.126978642436998524e+07,nan,nan
9.999989542639753370e-01,nan,1.125035222231054865e+07,nan,nan
9.999989533943406395e-01,nan,1.123095901694032364e+07,nan,nan
9.999989525243444533e-01,nan,1.121160670041835867e+07,nan,nan
9.999989516539867784e-01,nan,1.119229517261107638e+07,nan,nan
9.999989507832677260e-01,nan,1.117302433365933038e+07,nan,nan
9.999989499121871850e-01,nan,1.115379407909721695e+07,nan,nan
9.999989490407451553e-01,nan,1.113460430721479096e+07,nan,nan
9.999989481689417481e-01,nan,1.111545491659833305e+07,nan,nan
9.999989472967768522e-01,nan,1.109634580612939410e+07,nan,nan
9.999989464242505788e-01,nan,1.107727687498381920e+07,nan,nan
9.999989455513628167e-01,nan,1.105824802263072878e+07,nan,nan
9.999989446781135660e-01,nan,1.103925914883161150e+07,nan,nan
9.999989438045029377e-01,nan,1.102031015363929607e+07,nan,nan
9.999989429305309319e-01,nan,1.100140093978851475e+07,nan,nan
9.999989420561973263e-01,nan,1.098253140312296338e+07,nan,nan
9.999989411815023432e-01,nan,1.096370144696129858e+07,nan,nan
9.999989403064459825e-01,nan,1.094491097488571517e+07,nan,nan
9.999989394310281332e-01,nan,1.092615988600602932e+07,nan,nan
9.999989385552487953e-01,nan,1.090744807974153198e+07,nan,nan
9.999989376791080797e-01,nan,1.088877546288698912e+07,nan,nan
9.999989368026058756e-01,nan,1.087014193542416580e+07,nan,nan
9.999989359257421828e-01,nan,1.085154739764128625e+07,nan,nan
9.999989350485171125e-01,nan,1.083299175714605302e+07,nan,nan
9.999989341709306645e-01,nan,1.081447491711581312e+07,nan,nan
9.999989332929826169e-01,nan,1.079599677635522746e+07,nan,nan
9.999989324146731917e-01,nan,1.077755724327697419e+07,nan,nan
9.999989315360023889e-01,nan,1.075915621958105825e+07,nan,nan
9.999989306569700975e-01,nan,1.074079360726797394e+07,nan,nan
9.999989297775763175e-01,nan,1.072246931324407458e+07,nan,nan
9.999989288978211599e-01,nan,1.070418324466801435e+07,nan,nan
9.999989280177045137e-01,nan,1.068593530436658114e+07,nan,nan
9.999989271372263788e-01,nan,1.066772539546309970e+07,nan,nan
9.999989262563868664e-01,nan,1.064955342821740359e+07,nan,nan
9.999989253751859763e-01,nan,1.063141930629168451e+07,nan,nan
9.999989244936234867e-01,nan,1.061332293591072969e+07,nan,nan
9.999989236116997304e-01,nan,1.059526422583276778e+07,nan,nan
9.999989227294143745e-01,nan,1.057724307603176124e+07,nan,nan
9.999989218467676411e-01,nan,1.055925940033000708e+07,nan,nan
9.999989209637594190e-01,nan,1.054131310376382433e+07,nan,nan
9.999989200803898193e-01,nan,1.052340409614025988e+07,nan,nan
9.999989191966587310e-01,nan,1.050553228080373444e+07,nan,nan
9.999989183125662651e-01,nan,1.048769757032706775e+07,nan,nan
9.999989174281123105e-01,nan,1.046989987082984485e+07,nan,nan
9.999989165432968674e-01,nan,1.045213909093558416e+07,nan,nan
9.999989156581200467e-01,nan,1.043441513952999003e+07,nan,nan
9.999989147725817373e-01,nan,1.041672792576005124e+07,nan,nan
9.999989138866820504e-01,nan,1.039907736123549752e+07,nan,nan
9.999989130004208748e-01,nan,1.038146335121339373e+07,nan,nan
9.999989121137982107e-01,nan,1.036388580563592725e+07,nan,nan
9.999989112268141689e-01,nan,1.034634464126095548e+07,nan,nan
9.999989103394686385e-01,nan,1.032883976195514202e+07,nan,nan
9.999989094517616195e-01,nan,1.031137108060689829e+07,nan,nan
9.999989085636932229e-01,nan,1.029393850816865824e+07,nan,nan
9.999989076752634487e-01,nan,1.027654195801178925e+07,nan,nan
9.999989067864721859e-01,nan,1.025918133942191675e+07,nan,nan
9.999989058973194345e-01,nan,1.024185656411271542e+07,nan,nan
9.999989050078051944e-01,nan,1.022456754190149717e+07,nan,nan
9.999989041179295768e-01,nan,1.020731418930740282e+07,nan,nan
9.999989032276925816e-01,nan,1.019009641664415412e+07,nan,nan
9.999989023370939867e-01,nan,1.017291413449627534e+07,nan,nan
9.999989014461341252e-01,nan,1.015576726222729869e+07,nan,nan
9.999989005548126642e-01,nan,1.013865570877551660e+07,nan,nan
9.999988996631298255e-01,nan,1.012157938548526168e+07,nan,nan
9.999988987710856092e-01,nan,1.010453821030290984e+07,nan,nan
9.999988978786797933e-01,nan,1.008753209295314737e+07,nan,nan
9.999988969859127108e-01,nan,1.007056095185190998e+07,nan,nan
9.999988960927840287e-01,nan,1.005362469723346084e+07,nan,nan
9.999988951992939690e-01,nan,1.003672324798025191e+07,nan,nan
9.999988943054425317e-01,nan,1.001985651691861078e+07,nan,nan
9.999988934112294947e-01,nan,1.000302441713712923e+07,nan,nan
9.999988925166551912e-01,nan,9.986226870287816972e+06,nan,nan
9.999988916217192880e-01,nan,9.969463783708440140e+06,nan,nan
9.999988907264220073e-01,nan,9.952735079515088350e+06,nan,nan
9.999988898307633489e-01,nan,9.936040673820501193e+06,nan,nan
9.999988889347432020e-01,nan,9.919380478864766657e+06,nan,nan
9.999988880383615664e-01,nan,9.902754413315957412e+06,nan,nan
9.999988871416184422e-01,nan,9.886162394013060257e+06,nan,nan
9.999988862445139404e-01,nan,9.869604338030448183e+06,nan,nan
9.999988853470480610e-01,nan,9.853080166747625917e+06,nan,nan
9.999988844492206930e-01,nan,9.836589791587114334e+06,nan,nan
9.999988835510318363e-01,nan,9.820133132365370169e+06,nan,nan
9.999988826524816021e-01,nan,9.803710107091093436e+06,nan,nan
9.999988817535698793e-01,nan,9.787320634004684165e+06,nan,nan
9.999988808542966678e-01,nan,9.770964629567032680e+06,nan,nan
9.999988799546620788e-01,nan,9.754642016505435109e+06,nan,nan
9.999988790546660011e-01,nan,9.738352711735496297e+06,nan,nan
9.999988781543085459e-01,nan,9.722096636412672698e+06,nan,nan
9.999988772535896020e-01,nan,9.705873705928254873e+06,nan,nan
9.999988763525091695e-01,nan,9.689683841897767037e+06,nan,nan
9.999988754510673594e-01,nan,9.673526966143835336e+06,nan,nan
9.999988745492641717e-01,nan,9.657402996742844582e+06,nan,nan
9.999988736470993844e-01,nan,9.641311852015538141e+06,nan,nan
9.999988727445732195e-01,nan,9.625253454459719360e+06,nan,nan
9.999988718416856770e-01,nan,9.609227728739542887e+06,nan,nan
9.999988709384366459e-01,nan,9.593234589917950332e+06,nan,nan
9.999988700348261261e-01,nan,9.577273959194602445e+06,nan,nan
9.999988691308542288e-01,nan,9.561345765781316906e+06,nan,nan
9.999988682265208428e-01,nan,9.545449921548288316e+06,nan,nan
9.999988673218259683e-01,nan,9.529586350309815258e+06,nan,nan
9.999988664167697161e-01,nan,9.513754979947581887e+06,nan,nan
9.999988655113519753e-01,nan,9.497955726932568476e+06,nan,nan
9.999988646055728569e-01,nan,9.482188515706608072e+06,nan,nan
9.999988636994322500e-01,nan,9.466453270910060033e+06,nan,nan
9.999988627929302654e-01,nan,9.450749913551542908e+06,nan,nan
9.999988618860667922e-01,nan,9.435078366784399375e+06,nan,nan
9.999988609788418303e-01,nan,9.419438552071539685e+06,nan,nan
9.999988600712554909e-01,nan,9.403830396811746061e+06,nan,nan
9.999988591633076629e-01,nan,9.388253822891615331e+06,nan,nan
9.999988582549983462e-01,nan,9.372708752429310232e+06,nan,nan
9.999988573463276520e-01,nan,9.357195115322520956e+06,nan,nan
9.999988564372954691e-01,nan,9.341712828447425738e+06,nan,nan
9.999988555279019087e-01,nan,9.326261823988938704e+06,nan,nan
9.999988546181468596e-01,nan,9.310842021154815331e+06,nan,nan
9.999988537080304329e-01,nan,9.295453350631128997e+06,nan,nan
9.999988527975525177e-01,nan,9.280095732071777806e+06,nan,nan
9.999988518867131138e-01,nan,9.264769090973218903e+06,nan,nan
9.999988509755123323e-01,nan,9.249473356750672683e+06,nan,nan
9.999988500639500622e-01,nan,9.234208451586348936e+06,nan,nan
9.999988491520263034e-01,nan,9.218974305291047320e+06,nan,nan
9.999988482397411671e-01,nan,9.203770840477099642e+06,nan,nan
9.999988473270946532e-01,nan,9.188597989186067134e+06,nan,nan
9.999988464140866506e-01,nan,9.173455672611121088e+06,nan,nan
9.999988455007171595e-01,nan,9.158343819517832249e+06,nan,nan
9.999988445869861797e-01,nan,9.143262357032814994e+06,nan,nan
9.999988436728938224e-01,nan,9.128211212485222146e+06,nan,nan
9.999988427584400874e-01,nan,9.113190315221795812e+06,nan,nan
9.999988418436247528e-01,nan,9.098199589339049533e+06,nan,nan
9.999988409284480406e-01,nan,9.083238964589968324e+06,nan,nan
9.999988400129099508e-01,nan,9.068308370910126716e+06,nan,nan
9.999988390970103724e-01,nan,9.053407734820446000e+06,nan,nan
9.999988381807493054e-01,nan,9.038536986645950004e+06,nan,nan
9.999988372641268608e-01,nan,9.023696051523365080e+06,nan,nan
9.999988363471429276e-01,nan,9.008884858392162248e+06,nan,nan
9.999988354297976167e-01,nan,8.994103341732015833e+06,nan,nan
9.999988345120908173e-01,nan,8.979351425506245345e+06,nan,nan
9.999988335940225292e-01,nan,8.964629041015503928e+06,nan,nan
9.999988326755928636e-01,nan,8.949936117969963700e+06,nan,nan
9.999988317568017093e-01,nan,8.935272586274199188e+06,nan,nan
9.999988308376491775e-01,nan,8.920638377786453813e+06,nan,nan
9.999988299181351570e-01,nan,8.906033421029837802e+06,nan,nan
9.999988289982596479e-01,nan,8.891457644736830145e+06,nan,nan
9.999988280780227612e-01,nan,8.876910983090642840e+06,nan,nan
9.999988271574243859e-01,nan,8.862393363459656015e+06,nan,nan
9.999988262364646330e-01,nan,8.847904722131388262e+06,nan,nan
9.999988253151433915e-01,nan,8.833444983389560133e+06,nan,nan
9.999988243934606613e-01,nan,8.819014083888893947e+06,nan,nan
9.999988234714165536e-01,nan,8.804611955243524164e+06,nan,nan
9.999988225490109572e-01,nan,8.790238525811057538e+06,nan,nan
9.999988216262439833e-01,nan,8.775893731043247506e+06,nan,nan
9.999988207031155207e-01,nan,8.761577499689053744e+06,nan,nan
9.999988197796255696e-01,nan,8.747289765847336501e+06,nan,nan
9.999988188557742408e-01,nan,8.733030463786572218e+06,nan,nan
9.999988179315614234e-01,nan,8.718799522838201374e+06,nan,nan
9.999988170069872284e-01,nan,8.704596879343027249e+06,nan,nan
9.999988160820515448e-01,nan,8.690422464711762965e+06,nan,nan
9.999988151567544836e-01,nan,8.676276212244883180e+06,nan,nan
9.999988142310958228e-01,nan,8.662158053740059957e+06,nan,nan
9.999988133050758954e-01,nan,8.648067927921213210e+06,nan,nan
9.999988123786943683e-01,nan,8.634005761900600046e+06,nan,nan
9.999988114519514637e-01,nan,8.619971494753470644e+06,nan,nan
9.999988105248471815e-01,nan,8.605965060678111389e+06,nan,nan
9.999988095973814106e-01,nan,8.591986392387045547e+06,nan,nan
9.999988086695541512e-01,nan,8.578035424450445920e+06,nan,nan
9.999988077413655141e-01,nan,8.564112091617608443e+06,nan,nan
9.999988068128153884e-01,nan,8.550216327162131667e+06,nan,nan
9.999988058839037741e-01,nan,8.536348067851921543e+06,nan,nan
9.999988049546307822e-01,nan,8.522507250616664067e+06,nan,nan
9.999988040249963017e-01,nan,8.508693809262294322e+06,nan,nan
9.999988030950004436e-01,nan,8.494907679425330833e+06,nan,nan
9.999988021646430969e-01,nan,8.481148796918081120e+06,nan,nan
9.999988012339242616e-01,nan,8.467417096097214147e+06,nan,nan
9.999988003028440486e-01,nan,8.453712516390625387e+06,nan,nan
9.999987993714024581e-01,nan,8.440034994123164564e+06,nan,nan
9.999987984395992680e-01,nan,8.426384462554607540e+06,nan,nan
9.999987975074347002e-01,nan,8.412760859995096922e+06,nan,nan
9.999987965749087548e-01,nan,8.399164124912008643e+06,nan,nan
9.999987956420213209e-01,nan,8.385594192713616416e+06,nan,nan
9.999987947087723983e-01,nan,8.372050998994878493e+06,nan,nan
9.999987937751620981e-01,nan,8.358534485938340425e+06,nan,nan
9.999987928411903093e-01,nan,8.345044586271964014e+06,nan,nan
9.999987919068570319e-01,nan,8.331581237717395648e+06,nan,nan
9.999987909721623769e-01,nan,8.318144381343756802e+06,nan,nan
9.999987900371063443e-01,nan,8.304733955188284628e+06,nan,nan
9.999987891016887120e-01,nan,8.291349892711711116e+06,nan,nan
9.999987881659097022e-01,nan,8.277992137054665014e+06,nan,nan
9.999987872297693148e-01,nan,8.264660626757847145e+06,nan,nan
9.999987862932674387e-01,nan,8.251355297387696803e+06,nan,nan
9.999987853564040741e-01,nan,8.238076089406908490e+06,nan,nan
9.999987844191793318e-01,nan,8.224822943429153413e+06,nan,nan
9.999987834815931009e-01,nan,8.211595797099645250e+06,nan,nan
9.999987825436454925e-01,nan,8.198394589798795991e+06,nan,nan
9.999987816053363954e-01,nan,8.185219261071186513e+06,nan,nan
9.999987806666658097e-01,nan,8.172069749076559208e+06,nan,nan
9.999987797276338464e-01,nan,8.158945998331944458e+06,nan,nan
9.999987787882403945e-01,nan,8.145847944225830957e+06,nan,nan
9.999987778484854539e-01,nan,8.132775528503012843e+06,nan,nan
9.999987769083691358e-01,nan,8.119728691521396860e+06,nan,nan
9.999987759678914401e-01,nan,8.106707375330558978e+06,nan,nan
9.999987750270521447e-01,nan,8.093711516018738970e+06,nan,nan
9.999987740858515828e-01,nan,8.080741060540721752e+06,nan,nan
9.999987731442894212e-01,nan,8.067795945315317251e+06,nan,nan
9.999987722023658820e-01,nan,8.054876114544469863e+06,nan,nan
9.999987712600809653e-01,nan,8.041981508022327907e+06,nan,nan
9.999987703174344489e-01,nan,8.029112065715447068e+06,nan,nan
9.999987693744265549e-01,nan,8.016267732279106043e+06,nan,nan
9.999987684310572833e-01,nan,8.003448447991291992e+06,nan,nan
9.999987674873265231e-01,nan,7.990654154799424112e+06,nan,nan
9.999987665432342743e-01,nan,7.977884794807208702e+06,nan,nan
9.999987655987806479e-01,nan,7.965140311765803024e+06,nan,nan
9.999987646539655328e-01,nan,7.952420645103212446e+06,nan,nan
9.999987637087890402e-01,nan,7.939725740368963219e+06,nan,nan
9.999987627632510589e-01,nan,7.927055537314168178e+06,nan,nan
9.999987618173515891e-01,nan,7.914409980304922909e+06,nan,nan
9.999987608710907416e-01,nan,7.901789013846945949e+06,nan,nan
9.999987599244684056e-01,nan,7.889192578172303736e+06,nan,nan
9.999987589774846919e-01,nan,7.876620619563132524e+06,nan,nan
9.999987580301394896e-01,nan,7.864073080033844337e+06,nan,nan
9.999987570824327987e-01,nan,7.851549903224798851e+06,nan,nan
9.999987561343647302e-01,nan,7.839051032927441411e+06,nan,nan
9.999987551859351731e-01,nan,7.826576413083818741e+06,nan,nan
9.999987542371442384e-01,nan,7.814125987786188722e+06,nan,nan
9.999987532879918151e-01,nan,7.801699701276488602e+06,nan,nan
9.999987523384780141e-01,nan,7.789297499389772303e+06,nan,nan
9.999987513886026136e-01,nan,7.776919325215452351e+06,nan,nan
9.999987504383659465e-01,nan,7.764565123441901058e+06,nan,nan
9.999987494877676797e-01,nan,7.752234837471485138e+06,nan,nan
9.999987485368080353e-01,nan,7.739928413728378713e+06,nan,nan
9.999987475854870134e-01,nan,7.727645800197696313e+06,nan,nan
9.999987466338045028e-01,nan,7.715386936441054568e+06,nan,nan
9.999987456817605036e-01,nan,7.703151772163480520e+06,nan,nan
9.999987447293550158e-01,nan,7.690940250089305453e+06,nan,nan
9.999987437765882614e-01,nan,7.678752320184784941e+06,nan,nan
9.999987428234599074e-01,nan,7.666587924056728370e+06,nan,nan
9.999987418699701758e-01,nan,7.654447009125754237e+06,nan,nan
9.999987409161189555e-01,nan,7.642329521538988687e+06,nan,nan
9.999987399619063577e-01,nan,7.630235408988085575e+06,nan,nan
9.999987390073322713e-01,nan,7.618164615101234056e+06,nan,nan
9.999987380523966962e-01,nan,7.606117087858918123e+06,nan,nan
9.999987370970997436e-01,nan,7.594092776762301102e+06,nan,nan
9.999987361414414133e-01,nan,7.582091624487539753e+06,nan,nan
9.999987351854214834e-01,nan,7.570113578045583330e+06,nan,nan
9.999987342290401759e-01,nan,7.558158587351834401e+06,nan,nan
9.999987332722974909e-01,nan,7.546226599679364823e+06,nan,nan
9.999987323151933172e-01,nan,7.534317559690339491e+06,nan,nan
9.999987313577276549e-01,nan,7.522431414956474677e+06,nan,nan
9.999987303999006150e-01,nan,7.510568117296085693e+06,nan,nan
9.999987294417120864e-01,nan,7.498727610432319343e+06,nan,nan
9.999987284831620693e-01,nan,7.486909843715932220e+06,nan,nan
9.999987275242506746e-01,nan,7.475114765263230540e+06,nan,nan
9.999987265649777912e-01,nan,7.463342323328024708e+06,nan,nan
9.999987256053435303e-01,nan,7.451592467654703185e+06,nan,nan
9.999987246453477807e-01,nan,7.439865145411065780e+06,nan,nan
9.999987236849906536e-01,nan,7.428160306608206593e+06,nan,nan
9.999987227242720378e-01,nan,7.416477897348042578e+06,nan,nan
9.999987217631919334e-01,nan,7.404817866574867629e+06,nan,nan
9.999987208017504514e-01,nan,7.393180167382184416e+06,nan,nan
9.999987198399474808e-01,nan,7.381564744951191358e+06,nan,nan
9.999987188777830216e-01,nan,7.369971548629938625e+06,nan,nan
9.999987179152571848e-01,nan,7.358400531886950135e+06,nan,nan
9.999987169523699704e-01,nan,7.346851640332379378e+06,nan,nan
9.999987159891211563e-01,nan,7.335324825037236325e+06,nan,nan
9.999987150255110757e-01,nan,7.323820037192960270e+06,nan,nan
