phi5_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
-3.135309e+00   2.957421e-01   1.910802e-02
-3.122743e+00   2.965396e-01   1.381454e-02
-3.110177e+00   2.612589e-01   1.539792e-02
-3.097610e+00   2.626116e-01   9.693442e-03
-3.085044e+00   2.680532e-01   9.432449e-03
-3.072478e+00   2.723265e-01   1.405885e-02
-3.059911e+00   2.382141e-01   5.570724e-03
-3.047345e+00   2.776966e-01   1.078264e-02
-3.034779e+00   2.614103e-01   7.855800e-03
-3.022212e+00   2.619903e-01   8.612540e-03
-3.009646e+00   2.383331e-01   8.235767e-03
-2.997079e+00   2.884921e-01   1.821266e-02
-2.984513e+00   2.566608e-01   9.022985e-03
-2.971947e+00   2.520168e-01   5.864325e-03
-2.959380e+00   2.648526e-01   9.093452e-03
-2.946814e+00   2.553148e-01   7.896959e-03
-2.934248e+00   2.761029e-01   1.099164e-02
-2.921681e+00   2.623411e-01   9.871449e-03
-2.909115e+00   2.610815e-01   1.193936e-02
-2.896548e+00   2.564763e-01   8.825448e-03
-2.883982e+00   2.753502e-01   1.528948e-02
-2.871416e+00   2.454455e-01   7.181940e-03
-2.858849e+00   2.738114e-01   1.011862e-02
-2.846283e+00   3.178851e-01   2.162381e-02
-2.833717e+00   2.687933e-01   1.137931e-02
-2.821150e+00   2.523589e-01   1.450143e-02
-2.808584e+00   2.511244e-01   9.365860e-03
-2.796017e+00   2.424534e-01   6.931427e-03
-2.783451e+00   2.459080e-01   6.759488e-03
-2.770885e+00   2.765152e-01   1.135836e-02
-2.758318e+00   2.797220e-01   1.463463e-02
-2.745752e+00   3.025525e-01   1.925675e-02
-2.733186e+00   2.511771e-01   7.872254e-03
-2.720619e+00   3.055108e-01   2.002375e-02
-2.708053e+00   2.661436e-01   8.346047e-03
-2.695486e+00   2.594566e-01   7.864073e-03
-2.682920e+00   2.612490e-01   1.044752e-02
-2.670354e+00   2.539728e-01   9.432502e-03
-2.657787e+00   2.599875e-01   1.435818e-02
-2.645221e+00   2.729288e-01   1.272272e-02
-2.632655e+00   2.626729e-01   1.169523e-02
-2.620088e+00   2.474144e-01   8.896711e-03
-2.607522e+00   2.631525e-01   9.981809e-03
-2.594956e+00   2.596264e-01   1.037711e-02
-2.582389e+00   2.547804e-01   7.850949e-03
-2.569823e+00   2.458312e-01   8.770436e-03
-2.557256e+00   2.444385e-01   1.116313e-02
-2.544690e+00   2.657540e-01   1.144514e-02
-2.532124e+00   2.467689e-01   9.044298e-03
-2.519557e+00   2.778443e-01   9.985025e-03
-2.506991e+00   2.606070e-01   1.047477e-02
-2.494425e+00   2.788649e-01   1.281014e-02
-2.481858e+00   2.679851e-01   1.414568e-02
-2.469292e+00   2.479319e-01   9.668012e-03
-2.456725e+00   2.815858e-01   1.425719e-02
-2.444159e+00   2.650242e-01   1.273395e-02
-2.431593e+00   2.687966e-01   9.771948e-03
-2.419026e+00   2.815775e-01   1.296752e-02
-2.406460e+00   2.565380e-01   1.066112e-02
-2.393894e+00   2.400124e-01   6.986043e-03
-2.381327e+00   2.760836e-01   1.179294e-02
-2.368761e+00   2.653799e-01   1.215630e-02
-2.356194e+00   2.875397e-01   1.597129e-02
-2.343628e+00   2.480767e-01   8.544143e-03
-2.331062e+00   2.528219e-01   1.696781e-02
-2.318495e+00   2.854925e-01   1.513737e-02
-2.305929e+00   2.644936e-01   9.659082e-03
