Emu_lab bin center    K_Emu    Error 
-inf   1.000000e+00   6.500067e-02
 9.503000e+01   1.000000e+00   3.274551e-02
 9.509000e+01   1.000000e+00   3.798645e-02
 9.515000e+01   1.000000e+00   3.172282e-02
 9.521000e+01   1.000000e+00   3.648644e-02
 9.527000e+01   1.000000e+00   4.108283e-02
 9.533000e+01   1.000000e+00   3.736773e-02
 9.539000e+01   1.000000e+00   4.489775e-02
 9.545000e+01   1.000000e+00   4.583781e-02
 9.551000e+01   1.000000e+00   4.305926e-02
 9.557000e+01   1.000000e+00   4.338706e-02
 9.563000e+01   1.000000e+00   3.366815e-02
 9.569000e+01   1.000000e+00   3.377515e-02
 9.575000e+01   1.000000e+00   3.728909e-02
 9.581000e+01   1.000000e+00   3.968028e-02
 9.587000e+01   1.000000e+00   3.699539e-02
 9.593000e+01   1.000000e+00   2.999189e-02
 9.599000e+01   1.000000e+00   4.329774e-02
 9.605000e+01   1.000000e+00   3.646084e-02
 9.611000e+01   1.000000e+00   3.507385e-02
 9.617000e+01   1.000000e+00   3.464784e-02
 9.623000e+01   1.000000e+00   3.801876e-02
 9.629000e+01   1.000000e+00   3.842772e-02
 9.635000e+01   1.000000e+00   3.448212e-02
 9.641000e+01   1.000000e+00   3.524561e-02
 9.647000e+01   1.000000e+00   3.531860e-02
 9.653000e+01   1.000000e+00   3.077804e-02
 9.659000e+01   1.000000e+00   3.132597e-02
 9.665000e+01   1.000000e+00   3.880516e-02
 9.671000e+01   1.000000e+00   3.074379e-02
 9.677000e+01   1.000000e+00   3.344195e-02
 9.683000e+01   1.000000e+00   3.896886e-02
 9.689000e+01   1.000000e+00   2.644822e-02
 9.695000e+01   1.000000e+00   3.337280e-02
 9.701000e+01   1.000000e+00   3.289951e-02
 9.707000e+01   1.000000e+00   3.396604e-02
 9.713000e+01   1.000000e+00   3.280235e-02
 9.719000e+01   1.000000e+00   3.410245e-02
 9.725000e+01   1.000000e+00   3.088215e-02
 9.731000e+01   1.000000e+00   3.410623e-02
 9.737000e+01   1.000000e+00   2.937252e-02
 9.743000e+01   1.000000e+00   3.283562e-02
 9.749000e+01   1.000000e+00   4.299670e-02
 9.755000e+01   1.000000e+00   3.286439e-02
 9.761000e+01   1.000000e+00   3.330027e-02
 9.767000e+01   1.000000e+00   3.492227e-02
 9.773000e+01   1.000000e+00   3.690688e-02
 9.779000e+01   1.000000e+00   3.503565e-02
 9.785000e+01   1.000000e+00   3.859009e-02
 9.791000e+01   1.000000e+00   3.302171e-02
 9.797000e+01   1.000000e+00   4.693234e-02
 9.803000e+01   1.000000e+00   2.518304e-02
 9.809000e+01   1.000000e+00   3.285189e-02
 9.815000e+01   1.000000e+00   2.344582e-02
 9.821000e+01   1.000000e+00   3.483310e-02
 9.827000e+01   1.000000e+00   2.767904e-02
 9.833000e+01   1.000000e+00   2.767067e-02
 9.839000e+01   1.000000e+00   2.474658e-02
 9.845000e+01   1.000000e+00   2.938948e-02
 9.851000e+01   1.000000e+00   3.206535e-02
 9.857000e+01   1.000000e+00   2.777476e-02
 9.863000e+01   1.000000e+00   2.986419e-02
 9.869000e+01   1.000000e+00   2.491078e-02
 9.875000e+01   1.000000e+00   2.483080e-02
 9.881000e+01   1.000000e+00   2.673644e-02
 9.887000e+01   1.000000e+00   2.700417e-02
 9.893000e+01   1.000000e+00   2.518361e-02
 9.899000e+01   6.000000e-01   1.975700e-02
 9.905000e+01   0.000000e+00   0.000000e+00
 9.911000e+01   0.000000e+00   0.000000e+00
 9.917000e+01   0.000000e+00   0.000000e+00
 9.923000e+01   0.000000e+00   0.000000e+00
 9.929000e+01   0.000000e+00   0.000000e+00
 9.935000e+01   0.000000e+00   0.000000e+00
 9.941000e+01   0.000000e+00   0.000000e+00
 9.947000e+01   0.000000e+00   0.000000e+00
 9.953000e+01   0.000000e+00   0.000000e+00
 9.959000e+01   0.000000e+00   0.000000e+00
 9.965000e+01   0.000000e+00   0.000000e+00
 9.971000e+01   0.000000e+00   0.000000e+00
 9.977000e+01   0.000000e+00   0.000000e+00
 9.983000e+01   0.000000e+00   0.000000e+00
 9.989000e+01   0.000000e+00   0.000000e+00
 9.995000e+01   0.000000e+00   0.000000e+00
 1.000100e+02  -2.341090e-02   1.584971e-03
 1.000700e+02   0.000000e+00   0.000000e+00
 1.001300e+02   0.000000e+00   0.000000e+00
 1.001900e+02   0.000000e+00   0.000000e+00
 1.002500e+02   0.000000e+00   0.000000e+00
 1.003100e+02   0.000000e+00   0.000000e+00
 1.003700e+02   0.000000e+00   0.000000e+00
 1.004300e+02   0.000000e+00   0.000000e+00
 1.004900e+02   0.000000e+00   0.000000e+00
 1.005500e+02   0.000000e+00   0.000000e+00
 1.006100e+02   0.000000e+00   0.000000e+00
 1.006700e+02   0.000000e+00   0.000000e+00
 1.007300e+02   0.000000e+00   0.000000e+00
 1.007900e+02   0.000000e+00   0.000000e+00
 1.008500e+02   0.000000e+00   0.000000e+00
 1.009100e+02   0.000000e+00   0.000000e+00
 1.009700e+02   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
