Emu_lab bin center    K_Emu    Error 
-inf   1.000000e+00   2.274951e-02
 9.530000e+01   1.000000e+00   3.785996e-02
 9.590000e+01   1.000000e+00   3.104430e-02
 9.650000e+01   1.000000e+00   3.486123e-02
 9.710000e+01   1.000000e+00   2.753445e-02
 9.770000e+01   1.000000e+00   1.966595e-02
 9.830000e+01   1.000000e+00   2.002815e-02
 9.890000e+01   1.000000e+00   2.070828e-02
 9.950000e+01   1.000000e+00   1.631908e-02
 1.001000e+02   2.000157e-01   9.446073e-03
 1.007000e+02   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
