Emu_lab bin center    K_Emu    Error 
-inf   1.000000e+00   1.014862e-03
 9.503000e+01   1.000000e+00   1.085752e-02
 9.509000e+01   1.000000e+00   8.381552e-03
 9.515000e+01   1.000000e+00   8.387833e-03
 9.521000e+01   1.000000e+00   8.316671e-03
 9.527000e+01   1.000000e+00   8.761671e-03
 9.533000e+01   1.000000e+00   9.461745e-03
 9.539000e+01   1.000000e+00   8.662216e-03
 9.545000e+01   1.000000e+00   8.244671e-03
 9.551000e+01   1.000000e+00   8.196035e-03
 9.557000e+01   1.000000e+00   9.083831e-03
 9.563000e+01   1.000000e+00   7.969400e-03
 9.569000e+01   1.000000e+00   8.647812e-03
 9.575000e+01   1.000000e+00   8.042384e-03
 9.581000e+01   1.000000e+00   9.690907e-03
 9.587000e+01   1.000000e+00   8.856553e-03
 9.593000e+01   1.000000e+00   8.445600e-03
 9.599000e+01   1.000000e+00   1.045568e-02
 9.605000e+01   1.000000e+00   9.118749e-03
 9.611000e+01   1.000000e+00   1.039035e-02
 9.617000e+01   1.000000e+00   9.986067e-03
 9.623000e+01   1.000000e+00   7.046717e-03
 9.629000e+01   1.000000e+00   9.245443e-03
 9.635000e+01   1.000000e+00   7.903331e-03
 9.641000e+01   1.000000e+00   8.368593e-03
 9.647000e+01   1.000000e+00   9.554778e-03
 9.653000e+01   1.000000e+00   9.376651e-03
 9.659000e+01   1.000000e+00   8.662405e-03
 9.665000e+01   1.000000e+00   9.720592e-03
 9.671000e+01   1.000000e+00   1.026546e-02
 9.677000e+01   1.000000e+00   8.696124e-03
 9.683000e+01   1.000000e+00   8.334783e-03
 9.689000e+01   1.000000e+00   8.815278e-03
 9.695000e+01   1.000000e+00   8.417428e-03
 9.701000e+01   1.000000e+00   9.454257e-03
 9.707000e+01   1.000000e+00   7.954559e-03
 9.713000e+01   1.000000e+00   1.079343e-02
 9.719000e+01   1.000000e+00   9.085480e-03
 9.725000e+01   1.000000e+00   9.681115e-03
 9.731000e+01   1.000000e+00   9.118350e-03
 9.737000e+01   1.000000e+00   8.798997e-03
 9.743000e+01   1.000000e+00   8.919394e-03
 9.749000e+01   1.000000e+00   8.660967e-03
 9.755000e+01   1.000000e+00   8.147257e-03
 9.761000e+01   1.000000e+00   9.645249e-03
 9.767000e+01   1.000000e+00   7.899859e-03
 9.773000e+01   1.000000e+00   7.798742e-03
 9.779000e+01   1.000000e+00   8.608349e-03
 9.785000e+01   1.000000e+00   1.079766e-02
 9.791000e+01   1.000000e+00   8.936114e-03
 9.797000e+01   1.000000e+00   8.801391e-03
 9.803000e+01   1.000000e+00   1.013019e-02
 9.809000e+01   1.000000e+00   9.014217e-03
 9.815000e+01   1.000000e+00   8.497935e-03
 9.821000e+01   1.000000e+00   9.419894e-03
 9.827000e+01   1.000000e+00   9.160595e-03
 9.833000e+01   1.000000e+00   8.980806e-03
 9.839000e+01   1.000000e+00   1.018085e-02
 9.845000e+01   1.000000e+00   9.208355e-03
 9.851000e+01   1.000000e+00   9.573616e-03
 9.857000e+01   1.000000e+00   9.006429e-03
 9.863000e+01   1.000000e+00   9.828142e-03
 9.869000e+01   1.000000e+00   8.519840e-03
 9.875000e+01   1.000000e+00   1.002898e-02
 9.881000e+01   1.000000e+00   9.166871e-03
 9.887000e+01   1.000000e+00   1.176053e-02
 9.893000e+01   1.000000e+00   8.127651e-03
 9.899000e+01   1.000000e+00   8.434200e-03
 9.905000e+01   1.000000e+00   1.076572e-02
 9.911000e+01   1.000000e+00   9.831778e-03
 9.917000e+01   1.000000e+00   1.039553e-02
 9.923000e+01   1.000000e+00   9.207074e-03
 9.929000e+01   1.000000e+00   9.581415e-03
 9.935000e+01   1.000000e+00   8.682544e-03
 9.941000e+01   1.000000e+00   1.089176e-02
 9.947000e+01   1.000000e+00   7.633204e-03
 9.953000e+01   1.000000e+00   9.072553e-03
 9.959000e+01   1.000000e+00   9.195031e-03
 9.965000e+01   1.000000e+00   1.050188e-02
 9.971000e+01   1.000000e+00   8.942520e-03
 9.977000e+01   1.000000e+00   9.183852e-03
 9.983000e+01   1.000000e+00   1.005323e-02
 9.989000e+01   1.000000e+00   9.418986e-03
 9.995000e+01   8.312801e-01   8.791955e-03
 1.000100e+02   2.962170e-03   7.094710e-05
 1.000700e+02   0.000000e+00   0.000000e+00
 1.001300e+02   0.000000e+00   0.000000e+00
 1.001900e+02   0.000000e+00   0.000000e+00
 1.002500e+02   0.000000e+00   0.000000e+00
 1.003100e+02   0.000000e+00   0.000000e+00
 1.003700e+02   0.000000e+00   0.000000e+00
 1.004300e+02   0.000000e+00   0.000000e+00
 1.004900e+02   0.000000e+00   0.000000e+00
 1.005500e+02   0.000000e+00   0.000000e+00
 1.006100e+02   0.000000e+00   0.000000e+00
 1.006700e+02   0.000000e+00   0.000000e+00
 1.007300e+02   0.000000e+00   0.000000e+00
 1.007900e+02   0.000000e+00   0.000000e+00
 1.008500e+02   0.000000e+00   0.000000e+00
 1.009100e+02   0.000000e+00   0.000000e+00
 1.009700e+02   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
