y5_lab bin center    K_y5    Error 
-inf   1.000000e+00   1.165949e+00
-1.719000e-01   1.000000e+00   6.324554e-01
-1.337000e-01   1.000000e+00   6.324555e-01
-9.550000e-02   1.000000e+00   6.324555e-01
-5.730000e-02   1.000000e+00   6.324555e-01
-1.910000e-02   1.000000e+00   5.640348e-01
 1.910000e-02   1.000000e+00   5.588857e-01
 5.730000e-02   1.000000e+00   6.324555e-01
 9.550000e-02   1.000000e+00   6.263207e-01
 1.337000e-01   1.000000e+00   6.324555e-01
 1.719000e-01   1.000000e+00   6.323606e-01
 inf   1.000000e+00   1.162128e+00
