x5_lab bin centers    value    Error 
-inf   7.858150e-04   3.708003e-04
-1.906180e-01   0.000000e+00   0.000000e+00
-1.898540e-01   2.239205e-03   2.239205e-03
-1.890900e-01   0.000000e+00   0.000000e+00
-1.883260e-01   0.000000e+00   0.000000e+00
-1.875620e-01   5.205295e-02   5.201246e-02
-1.867980e-01   0.000000e+00   0.000000e+00
-1.860340e-01   0.000000e+00   0.000000e+00
-1.852700e-01   0.000000e+00   0.000000e+00
-1.845060e-01   0.000000e+00   0.000000e+00
-1.837420e-01   2.759433e-02   2.759433e-02
-1.829780e-01   0.000000e+00   0.000000e+00
-1.822140e-01   0.000000e+00   0.000000e+00
-1.814500e-01   6.591585e-04   6.591585e-04
-1.806860e-01   4.560140e-03   4.560140e-03
-1.799220e-01   1.146035e-03   1.146035e-03
-1.791580e-01   0.000000e+00   0.000000e+00
-1.783940e-01   0.000000e+00   0.000000e+00
-1.776300e-01   0.000000e+00   0.000000e+00
-1.768660e-01   1.190154e-03   1.190154e-03
-1.761020e-01   0.000000e+00   0.000000e+00
-1.753380e-01   0.000000e+00   0.000000e+00
-1.745740e-01   5.141503e-02   5.013217e-02
-1.738100e-01   3.843697e-02   3.843697e-02
-1.730460e-01   5.074321e-03   3.514975e-03
-1.722820e-01   6.281177e-03   6.281177e-03
-1.715180e-01   8.587315e-02   8.587315e-02
-1.707540e-01   6.737345e-03   5.040951e-03
-1.699900e-01   0.000000e+00   0.000000e+00
-1.692260e-01   2.496166e-03   2.496166e-03
-1.684620e-01   0.000000e+00   0.000000e+00
-1.676980e-01   3.442388e-02   3.442388e-02
-1.669340e-01   4.871476e-04   4.871476e-04
-1.661700e-01   0.000000e+00   0.000000e+00
-1.654060e-01   2.336304e-03   1.620138e-03
-1.646420e-01   2.384395e-03   2.384395e-03
-1.638780e-01   1.864098e-02   1.380325e-02
-1.631140e-01   4.369480e-03   3.285596e-03
-1.623500e-01   3.915877e-03   3.915787e-03
-1.615860e-01   0.000000e+00   0.000000e+00
-1.608220e-01   2.836748e-02   2.836748e-02
-1.600580e-01   1.401056e-02   9.491518e-03
-1.592940e-01   1.586074e-03   1.075863e-03
-1.585300e-01   2.128352e-02   1.962631e-02
-1.577660e-01   0.000000e+00   0.000000e+00
-1.570020e-01   7.341858e-04   7.341858e-04
-1.562380e-01   1.691414e-02   1.177072e-02
-1.554740e-01   1.223422e-03   8.720433e-04
-1.547100e-01   2.077045e-02   1.542220e-02
-1.539460e-01   1.774927e-02   1.684047e-02
-1.531820e-01   7.769510e-03   7.769510e-03
-1.524180e-01   1.870471e-02   1.870471e-02
-1.516540e-01   2.166298e-03   2.166298e-03
-1.508900e-01   0.000000e+00   0.000000e+00
-1.501260e-01   5.894210e-04   5.894210e-04
-1.493620e-01   4.465161e-01   4.449253e-01
-1.485980e-01   1.247632e-03   1.247632e-03
-1.478340e-01   1.755579e-02   1.265227e-02
-1.470700e-01   0.000000e+00   0.000000e+00
-1.463060e-01   6.524165e-03   6.524165e-03
-1.455420e-01   2.511778e-02   1.994001e-02
-1.447780e-01   0.000000e+00   0.000000e+00
-1.440140e-01   5.182516e-03   5.182516e-03
-1.432500e-01   1.126920e-02   7.524433e-03
-1.424860e-01   5.167671e-02   3.708079e-02
-1.417220e-01   4.616292e-02   4.454366e-02
-1.409580e-01   5.535558e-04   5.535558e-04
-1.401940e-01   9.565309e-02   8.907446e-02
-1.394300e-01   4.802127e-02   3.599145e-02
