th3_lab bin center    K_th3    Error 
-inf   0.000000e+00   0.000000e+00
 1.346550e+00   0.000000e+00   0.000000e+00
 1.349650e+00   6.007931e-03   1.100127e-03
 1.352750e+00   1.145261e-02   6.831796e-04
 1.355850e+00   1.268650e-02   6.909918e-04
 1.358950e+00   1.219393e-02   4.821108e-03
 1.362050e+00   1.199944e-02   3.940718e-04
 1.365150e+00  -2.075288e-02   3.045721e-02
 1.368250e+00   2.255770e-02   1.400644e-02
 1.371350e+00   1.138477e-02   3.592256e-04
 1.374450e+00   9.498359e-03   2.023096e-03
 1.377550e+00   1.211964e-02   3.161538e-04
 1.380650e+00   1.344352e-02   1.786788e-03
 1.383750e+00   1.192867e-02   2.888950e-04
 1.386850e+00   2.780145e-02   1.681509e-02
 1.389950e+00   1.260299e-02   5.726994e-04
 1.393050e+00   1.202666e-02   8.521933e-04
 1.396150e+00   1.166116e-02   7.664703e-03
 1.399250e+00   1.869636e-02   5.606138e-03
 1.402350e+00   1.235187e-02   4.843992e-04
 1.405450e+00   6.795023e-03   5.784517e-03
 1.408550e+00   7.600878e-03   3.681609e-03
 1.411650e+00   1.230052e-02   4.596777e-03
 1.414750e+00  -8.872483e-04   1.299786e-02
 1.417850e+00   2.373776e-02   1.174002e-02
 1.420950e+00   1.128404e-02   8.045787e-04
 1.424050e+00   1.167644e-02   3.558859e-04
 1.427150e+00   1.134245e-02   5.533200e-04
 1.430250e+00  -1.686231e-01   2.430847e-01
 1.433350e+00   7.889102e-02   7.138380e-02
 1.436450e+00  -8.083070e-03   1.935453e-02
 1.439550e+00   7.656964e-03   4.142901e-03
 1.442650e+00   2.136666e-03   3.156740e-02
 1.445750e+00   1.160702e-02   5.059667e-04
 1.448850e+00   3.425195e-02   2.239940e-02
 1.451950e+00  -2.247359e-02   9.697931e-02
 1.455050e+00   8.769517e-03   4.140131e-03
 1.458150e+00   1.418964e-02   4.023672e-03
 1.461250e+00   1.197684e-02   4.703580e-04
 1.464350e+00   7.597378e-03   1.198630e-02
 1.467450e+00   3.217855e-02   2.111970e-02
 1.470550e+00   1.503364e-02   2.315875e-02
 1.473650e+00   1.159915e-02   6.522977e-04
 1.476750e+00   1.148959e-02   6.749477e-04
 1.479850e+00   1.220434e-02   1.597578e-03
 1.482950e+00   1.104196e-02   1.709069e-03
 1.486050e+00  -2.522005e+01   3.250419e+03
 1.489150e+00   1.127461e-02   6.627998e-04
 1.492250e+00   1.389281e-02   2.077626e-03
 1.495350e+00   1.105411e-02   1.025611e-02
 1.498450e+00   1.318790e-02   9.524809e-04
 1.501550e+00  -2.077628e-04   1.053071e-02
 1.504650e+00   1.271152e-02   1.255313e-03
 1.507750e+00   9.886601e-03   1.195390e-03
 1.510850e+00   5.235112e-03   7.679980e-03
 1.513950e+00   1.703252e-02   7.228480e-03
 1.517050e+00   1.662395e-02   9.535686e-03
 1.520150e+00   1.224919e-02   6.033529e-04
 1.523250e+00   1.151564e-02   9.657263e-04
 1.526350e+00   1.151021e-02   6.155715e-04
 1.529450e+00   1.095621e-02   5.005477e-03
 1.532550e+00   1.566540e-02   4.453000e-03
 1.535650e+00   8.862982e-03   2.941290e-03
 1.538750e+00   1.420955e-02   1.861297e-03
 1.541850e+00   1.119960e-02   5.246397e-04
 1.544950e+00   1.392803e-02   2.768321e-03
 1.548050e+00   1.187611e-02   1.813633e-03
 1.551150e+00   1.102736e-02   1.365888e-03
 1.554250e+00   2.435756e-02   2.232913e-02
 1.557350e+00   1.105299e-02   7.127927e-04
 1.560450e+00   1.535602e-02   9.529794e-03
 1.563550e+00   1.279228e-02   5.175610e-04
 1.566650e+00   1.111209e-02   1.215224e-03
 1.569750e+00  -1.043938e-02   3.307773e-02
 1.572850e+00  -2.125763e-03   7.318373e-02
 1.575950e+00   2.594455e-03   2.178017e-02
 1.579050e+00  -5.197495e-03   1.932474e-02
 1.582150e+00   1.806228e-02   3.716687e-03
 1.585250e+00   1.092290e-02   8.299580e-03
 1.588350e+00   1.559126e-02   3.242262e-03
 1.591450e+00   3.372771e-02   2.561700e-02
 1.594550e+00   2.094789e-02   4.552698e-03
 1.597650e+00   3.644164e-02   1.835088e-02
 1.600750e+00   1.217553e-01   1.324551e-01
 1.603850e+00   0.000000e+00   0.000000e+00
 1.606950e+00   0.000000e+00   0.000000e+00
 1.610050e+00   0.000000e+00   0.000000e+00
 1.613150e+00   0.000000e+00   0.000000e+00
 1.616250e+00   0.000000e+00   0.000000e+00
 1.619350e+00   0.000000e+00   0.000000e+00
 1.622450e+00   0.000000e+00   0.000000e+00
 1.625550e+00   0.000000e+00   0.000000e+00
 1.628650e+00   0.000000e+00   0.000000e+00
 1.631750e+00   0.000000e+00   0.000000e+00
 1.634850e+00   0.000000e+00   0.000000e+00
 1.637950e+00   0.000000e+00   0.000000e+00
 1.641050e+00   0.000000e+00   0.000000e+00
 1.644150e+00   0.000000e+00   0.000000e+00
 1.647250e+00   0.000000e+00   0.000000e+00
 1.650350e+00   0.000000e+00   0.000000e+00
 1.653450e+00   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
