x5_lab bin center    K_x5    Error 
-inf   1.000000e+00   4.089613e-02
-1.890900e-01   1.000000e+00   4.807595e-02
-1.852700e-01   1.000000e+00   3.343641e-02
-1.814500e-01   1.000000e+00   3.411788e-02
-1.776300e-01   1.000000e+00   3.894485e-02
-1.738100e-01   1.000000e+00   4.526428e-02
-1.699900e-01   1.000000e+00   4.789053e-02
-1.661700e-01   1.000000e+00   3.848011e-02
-1.623500e-01   1.000000e+00   4.547990e-02
-1.585300e-01   1.000000e+00   5.599387e-02
-1.547100e-01   1.000000e+00   4.172927e-02
-1.508900e-01   1.000000e+00   4.278951e-02
-1.470700e-01   1.000000e+00   4.109083e-02
-1.432500e-01   1.000000e+00   3.798036e-02
-1.394300e-01   1.000000e+00   7.111432e-02
-1.356100e-01   1.000000e+00   4.935720e-02
-1.317900e-01   1.000000e+00   3.928203e-02
-1.279700e-01   1.000000e+00   4.900561e-02
-1.241500e-01   1.000000e+00   3.607891e-02
-1.203300e-01   1.000000e+00   3.592176e-02
-1.165100e-01   1.000000e+00   3.108407e-02
-1.126900e-01   1.000000e+00   3.582418e-02
-1.088700e-01   1.000000e+00   3.443352e-02
-1.050500e-01   1.000000e+00   4.155108e-02
-1.012300e-01   1.000000e+00   3.192323e-02
-9.741000e-02   1.000000e+00   6.243597e-02
-9.359000e-02   1.000000e+00   3.256113e-02
-8.977000e-02   1.000000e+00   3.206904e-02
-8.595000e-02   1.000000e+00   3.152263e-02
-8.213000e-02   1.000000e+00   3.064886e-02
-7.831000e-02   1.000000e+00   3.541846e-02
-7.449000e-02   1.000000e+00   3.581239e-02
-7.067000e-02   1.000000e+00   2.844162e-02
-6.685000e-02   1.000000e+00   3.027615e-02
-6.303000e-02   1.000000e+00   3.071350e-02
-5.921000e-02   1.000000e+00   2.660125e-02
-5.539000e-02   1.000000e+00   3.945741e-02
-5.157000e-02   1.000000e+00   2.903190e-02
-4.775000e-02   1.000000e+00   4.119285e-02
-4.393000e-02   1.000000e+00   3.537404e-02
-4.011000e-02   1.000000e+00   2.798538e-02
-3.629000e-02   1.000000e+00   3.986004e-02
-3.247000e-02   1.000000e+00   4.233722e-02
-2.865000e-02   1.000000e+00   3.289525e-02
-2.483000e-02   1.000000e+00   4.363920e-02
-2.101000e-02   1.000000e+00   3.910114e-02
-1.719000e-02   1.000000e+00   3.577064e-02
-1.337000e-02   1.000000e+00   3.496072e-02
-9.550000e-03   1.000000e+00   2.884893e-02
-5.730000e-03   1.000000e+00   3.671180e-02
-1.910000e-03   8.007653e-01   4.443112e-02
 1.910000e-03   1.000000e+00   3.342215e-02
 5.730000e-03   1.000000e+00   4.486890e-02
 9.550000e-03   1.000000e+00   4.762470e-02
 1.337000e-02   1.000000e+00   5.028927e-02
 1.719000e-02   1.000000e+00   3.833246e-02
 2.101000e-02   1.000000e+00   4.502150e-02
 2.483000e-02   1.000000e+00   3.807055e-02
 2.865000e-02   1.000000e+00   4.222942e-02
 3.247000e-02   1.000000e+00   3.287934e-02
 3.629000e-02   1.000000e+00   3.184030e-02
 4.011000e-02   1.000000e+00   3.950214e-02
 4.393000e-02   1.000000e+00   5.120634e-02
 4.775000e-02   1.000000e+00   4.077078e-02
 5.157000e-02   1.000000e+00   3.994712e-02
 5.539000e-02   1.000000e+00   2.851774e-02
 5.921000e-02   1.000000e+00   3.758646e-02
 6.303000e-02   1.000000e+00   3.814007e-02
 6.685000e-02   1.000000e+00   6.965771e-02
 7.067000e-02   1.000000e+00   3.312881e-02
 7.449000e-02   1.000000e+00   4.622254e-02
 7.831000e-02   1.000000e+00   3.944821e-02
 8.213000e-02   1.000000e+00   4.141118e-02
 8.595000e-02   1.000000e+00   3.367956e-02
 8.977000e-02   1.000000e+00   2.857763e-02
 9.359000e-02   1.000000e+00   2.557341e-02
 9.741000e-02   1.000000e+00   5.109261e-02
 1.012300e-01   1.000000e+00   4.267613e-02
 1.050500e-01   1.000000e+00   3.089106e-02
 1.088700e-01   1.000000e+00   3.361386e-02
 1.126900e-01   1.000000e+00   4.988805e-02
 1.165100e-01   1.000000e+00   4.426706e-02
 1.203300e-01   1.000000e+00   4.028526e-02
 1.241500e-01   1.000000e+00   3.579189e-02
 1.279700e-01   1.000000e+00   3.832655e-02
 1.317900e-01   1.000000e+00   3.550667e-02
 1.356100e-01   1.000000e+00   4.700820e-02
 1.394300e-01   1.000000e+00   3.744003e-02
 1.432500e-01   1.000000e+00   5.159351e-02
 1.470700e-01   1.000000e+00   3.602088e-02
 1.508900e-01   1.000000e+00   4.483681e-02
 1.547100e-01   1.000000e+00   3.863670e-02
 1.585300e-01   1.000000e+00   4.349093e-02
 1.623500e-01   1.000000e+00   5.169141e-02
 1.661700e-01   1.000000e+00   4.156031e-02
 1.699900e-01   1.000000e+00   4.645074e-02
 1.738100e-01   1.000000e+00   5.479756e-02
 1.776300e-01   1.000000e+00   4.563606e-02
 1.814500e-01   1.000000e+00   4.526836e-02
 1.852700e-01   1.000000e+00   4.903965e-02
 1.890900e-01   1.000000e+00   3.439141e-02
 inf   1.000000e+00   5.107894e-02
