phi5_lab bin center    K_phi5    Error 
-inf   0.000000e+00   0.000000e+00
-3.110177e+03   1.000000e+00   4.086930e-02
-3.047345e+03   1.000000e+00   5.220520e-02
-2.984513e+03   1.000000e+00   3.972453e-02
-2.921681e+03   1.000000e+00   3.837781e-02
-2.858849e+03   1.000000e+00   3.858172e-02
-2.796017e+03   1.000000e+00   3.310093e-02
-2.733186e+03   1.000000e+00   4.122462e-02
-2.670354e+03   1.000000e+00   3.578272e-02
-2.607522e+03   1.000000e+00   4.214502e-02
-2.544690e+03   1.000000e+00   4.415431e-02
-2.481858e+03   1.000000e+00   3.878078e-02
-2.419026e+03   1.000000e+00   4.200468e-02
-2.356194e+03   1.000000e+00   5.761661e-02
-2.293363e+03   1.000000e+00   3.533629e-02
-2.230531e+03   1.000000e+00   4.008061e-02
-2.167699e+03   1.000000e+00   4.432683e-02
-2.104867e+03   1.000000e+00   4.281421e-02
-2.042035e+03   1.000000e+00   3.882297e-02
-1.979203e+03   1.000000e+00   4.214120e-02
-1.916372e+03   1.000000e+00   4.854609e-02
-1.853540e+03   1.000000e+00   4.493056e-02
-1.790708e+03   1.000000e+00   3.875620e-02
-1.727876e+03   1.000000e+00   4.737360e-02
-1.665044e+03   1.000000e+00   4.859938e-02
-1.602212e+03   1.000000e+00   3.896537e-02
-1.539380e+03   1.000000e+00   3.913454e-02
-1.476549e+03   1.000000e+00   3.283344e-02
-1.413717e+03   1.000000e+00   4.608260e-02
-1.350885e+03   1.000000e+00   6.368328e-02
-1.288053e+03   1.000000e+00   4.128441e-02
-1.225221e+03   1.000000e+00   3.974872e-02
-1.162389e+03   1.000000e+00   4.014811e-02
-1.099557e+03   1.000000e+00   4.946930e-02
-1.036726e+03   1.000000e+00   3.792214e-02
-9.738937e+02   1.000000e+00   3.788230e-02
-9.110619e+02   1.000000e+00   5.409710e-02
-8.482300e+02   1.000000e+00   3.587875e-02
-7.853982e+02   1.000000e+00   3.621195e-02
-7.225663e+02   1.000000e+00   4.401843e-02
-6.597345e+02   1.000000e+00   3.588912e-02
-5.969026e+02   1.000000e+00   4.464020e-02
-5.340708e+02   1.000000e+00   3.245856e-02
-4.712389e+02   1.000000e+00   3.131193e-02
-4.084070e+02   1.000000e+00   3.986440e-02
-3.455752e+02   1.000000e+00   4.937101e-02
-2.827433e+02   1.000000e+00   7.026537e-02
-2.199115e+02   1.000000e+00   3.386237e-02
-1.570796e+02   1.000000e+00   4.146955e-02
-9.424778e+01   1.000000e+00   3.812712e-02
-3.141593e+01   8.007549e-01   3.481780e-02
 3.141593e+01   1.000000e+00   4.063707e-02
 9.424778e+01   1.000000e+00   4.474496e-02
 1.570796e+02   1.000000e+00   4.177794e-02
 2.199115e+02   1.000000e+00   3.885656e-02
 2.827433e+02   1.000000e+00   3.367503e-02
 3.455752e+02   1.000000e+00   3.823492e-02
 4.084070e+02   1.000000e+00   3.608083e-02
 4.712389e+02   1.000000e+00   4.253523e-02
 5.340708e+02   1.000000e+00   3.562140e-02
 5.969026e+02   1.000000e+00   6.044821e-02
 6.597345e+02   1.000000e+00   3.998107e-02
 7.225663e+02   1.000000e+00   3.962649e-02
 7.853982e+02   1.000000e+00   4.023627e-02
 8.482300e+02   1.000000e+00   4.043397e-02
 9.110619e+02   1.000000e+00   4.452754e-02
 9.738937e+02   1.000000e+00   3.129133e-02
 1.036726e+03   1.000000e+00   4.376915e-02
 1.099557e+03   1.000000e+00   4.383958e-02
 1.162389e+03   1.000000e+00   3.802233e-02
 1.225221e+03   1.000000e+00   5.248676e-02
 1.288053e+03   1.000000e+00   5.542319e-02
 1.350885e+03   1.000000e+00   3.632061e-02
 1.413717e+03   1.000000e+00   3.524746e-02
 1.476549e+03   1.000000e+00   3.403801e-02
 1.539380e+03   1.000000e+00   2.721346e-02
 1.602212e+03   1.000000e+00   3.715536e-02
 1.665044e+03   1.000000e+00   3.088770e-02
 1.727876e+03   1.000000e+00   3.875690e-02
 1.790708e+03   1.000000e+00   4.804800e-02
 1.853540e+03   1.000000e+00   3.889158e-02
 1.916372e+03   1.000000e+00   4.104958e-02
 1.979203e+03   1.000000e+00   4.925599e-02
 2.042035e+03   1.000000e+00   2.811869e-02
 2.104867e+03   1.000000e+00   3.764921e-02
 2.167699e+03   1.000000e+00   4.882464e-02
 2.230531e+03   1.000000e+00   3.062835e-02
 2.293363e+03   1.000000e+00   4.299679e-02
 2.356194e+03   1.000000e+00   3.800429e-02
 2.419026e+03   1.000000e+00   4.093330e-02
 2.481858e+03   1.000000e+00   3.811187e-02
 2.544690e+03   1.000000e+00   2.858689e-02
 2.607522e+03   1.000000e+00   3.350590e-02
 2.670354e+03   1.000000e+00   3.583968e-02
 2.733186e+03   1.000000e+00   3.514613e-02
 2.796017e+03   1.000000e+00   4.063882e-02
 2.858849e+03   1.000000e+00   3.775176e-02
 2.921681e+03   1.000000e+00   3.554369e-02
 2.984513e+03   1.000000e+00   4.707552e-02
 3.047345e+03   1.000000e+00   4.811007e-02
 3.110177e+03   1.000000e+00   4.077122e-02
 inf   0.000000e+00   0.000000e+00
