costh3_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
 9.999980e-01   5.109916e+04   6.991044e+03
 9.999980e-01   1.168349e+04   1.361202e+04
 9.999980e-01   3.762470e+04   9.235831e+03
 9.999980e-01   3.354152e+04   9.344116e+03
 9.999980e-01   4.065412e+04   7.996473e+03
 9.999980e-01   3.204088e+04   8.446708e+03
 9.999980e-01   4.665831e+04   4.689032e+03
 9.999980e-01   4.311292e+04   3.893000e+03
 9.999980e-01   5.042655e+04   6.453615e+03
 9.999980e-01   5.177142e+04   4.247463e+03
 9.999980e-01   4.284751e+04   5.110247e+03
 9.999980e-01   4.897127e+04   7.560837e+03
 9.999980e-01   4.743468e+04   8.366888e+03
 9.999980e-01   5.134319e+04   6.186560e+03
 9.999980e-01   5.500874e+04   1.116946e+04
 9.999980e-01   4.730679e+04   1.152129e+04
 9.999980e-01   4.436426e+04   7.635207e+03
 9.999980e-01   4.802157e+04   8.181588e+03
 9.999980e-01   4.984093e+04   7.351721e+03
 9.999980e-01   6.168514e+04   6.924024e+03
 9.999980e-01   4.639716e+04   1.234085e+04
 9.999980e-01   4.781882e+04   9.147846e+03
 9.999980e-01   4.646141e+04   9.789661e+03
 9.999980e-01   5.089244e+04   6.587458e+03
 9.999980e-01   5.068002e+04   5.715051e+03
 9.999981e-01   4.162232e+04   3.525636e+03
 9.999981e-01   5.644546e+04   4.922606e+03
 9.999981e-01   5.133221e+04   6.704844e+03
 9.999981e-01   6.224304e+04   5.533607e+03
 9.999981e-01   5.250486e+04   1.115043e+04
 9.999981e-01   5.766372e+04   1.185590e+04
 9.999981e-01   5.007270e+04   1.005171e+04
 9.999981e-01   5.433220e+04   8.029959e+03
 9.999981e-01   4.231817e+04   6.165725e+03
 9.999981e-01   4.147677e+04   1.204988e+04
 9.999981e-01   4.461290e+04   6.542793e+03
 9.999981e-01   6.388566e+04   1.144585e+04
 9.999981e-01   3.575007e+04   8.884383e+03
 9.999981e-01   4.295358e+04   7.284504e+03
 9.999981e-01   5.650156e+04   7.995894e+03
 9.999981e-01   4.136857e+04   6.005829e+03
 9.999981e-01   4.823229e+04   7.406871e+03
 9.999981e-01   3.744838e+04   9.959290e+03
 9.999981e-01   5.041350e+04   6.102003e+03
 9.999981e-01   5.327915e+04   5.998706e+03
 9.999981e-01   5.373034e+04   7.263704e+03
 9.999981e-01   5.390700e+04   6.530377e+03
 9.999981e-01   4.323501e+04   5.693365e+03
