x5_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
-1.996000e-01   0.000000e+00   0.000000e+00
-1.988000e-01   0.000000e+00   0.000000e+00
-1.980000e-01   0.000000e+00   0.000000e+00
-1.972000e-01   0.000000e+00   0.000000e+00
-1.964000e-01   0.000000e+00   0.000000e+00
-1.956000e-01   0.000000e+00   0.000000e+00
-1.948000e-01   0.000000e+00   0.000000e+00
-1.940000e-01   0.000000e+00   0.000000e+00
-1.932000e-01   0.000000e+00   0.000000e+00
-1.924000e-01   0.000000e+00   0.000000e+00
-1.916000e-01   0.000000e+00   0.000000e+00
-1.908000e-01   2.926090e-01   1.364950e-02
-1.900000e-01   3.959018e-01   2.007149e-02
-1.892000e-01   4.079624e-01   1.502486e-02
-1.884000e-01   4.073974e-01   1.524577e-02
-1.876000e-01   4.409018e-01   2.802786e-02
-1.868000e-01   4.198900e-01   1.697009e-02
-1.860000e-01   4.176835e-01   1.764643e-02
-1.852000e-01   4.852613e-01   3.626571e-02
-1.844000e-01   4.301679e-01   2.070133e-02
-1.836000e-01   4.273342e-01   2.346355e-02
-1.828000e-01   4.465741e-01   1.642561e-02
-1.820000e-01   4.728902e-01   2.505754e-02
-1.812000e-01   5.232826e-01   3.388395e-02
-1.804000e-01   4.496178e-01   1.916786e-02
-1.796000e-01   4.671352e-01   2.407057e-02
-1.788000e-01   5.035316e-01   2.268128e-02
-1.780000e-01   4.720450e-01   2.611899e-02
-1.772000e-01   5.109478e-01   3.072495e-02
-1.764000e-01   5.418309e-01   3.015156e-02
-1.756000e-01   5.073297e-01   2.911432e-02
-1.748000e-01   5.796441e-01   2.478418e-02
-1.740000e-01   4.927286e-01   2.911870e-02
-1.732000e-01   5.224993e-01   2.123529e-02
-1.724000e-01   5.589481e-01   2.774835e-02
-1.716000e-01   5.383000e-01   2.583192e-02
-1.708000e-01   5.536839e-01   2.298419e-02
-1.700000e-01   5.777789e-01   2.217235e-02
-1.692000e-01   5.911678e-01   2.253030e-02
-1.684000e-01   5.543952e-01   2.155630e-02
-1.676000e-01   5.873394e-01   2.309014e-02
-1.668000e-01   5.818702e-01   2.563507e-02
-1.660000e-01   6.279253e-01   2.886899e-02
-1.652000e-01   6.156741e-01   3.206208e-02
-1.644000e-01   6.704313e-01   2.972784e-02
-1.636000e-01   7.019706e-01   6.518395e-02
-1.628000e-01   5.970609e-01   2.653481e-02
-1.620000e-01   6.382117e-01   2.917651e-02
-1.612000e-01   5.988487e-01   1.837589e-02
-1.604000e-01   6.572328e-01   2.969709e-02
-1.596000e-01   6.691383e-01   3.032788e-02
-1.588000e-01   7.073472e-01   3.281570e-02
-1.580000e-01   7.350582e-01   4.970473e-02
-1.572000e-01   7.267602e-01   3.853684e-02
-1.564000e-01   6.810791e-01   1.820939e-02
-1.556000e-01   8.109377e-01   3.885693e-02
-1.548000e-01   7.301637e-01   3.272479e-02
-1.540000e-01   7.388018e-01   2.676930e-02
-1.532000e-01   8.175486e-01   3.909765e-02
-1.524000e-01   8.251264e-01   4.150374e-02
-1.516000e-01   8.034964e-01   4.066664e-02
-1.508000e-01   8.058594e-01   2.801753e-02
-1.500000e-01   7.715115e-01   3.874685e-02
-1.492000e-01   8.002114e-01   3.969789e-02
-1.484000e-01   8.807658e-01   4.030215e-02
-1.476000e-01   1.056293e+00   6.953267e-02
-1.468000e-01   9.294240e-01   2.657344e-02
-1.460000e-01   9.911902e-01   5.830943e-02
-1.452000e-01   9.268393e-01   3.961895e-02
-1.444000e-01   8.447897e-01   4.090042e-02
-1.436000e-01   9.249282e-01   3.953260e-02
