th3_lab bin center    K_th3    Error 
-inf   0.000000e+00   0.000000e+00
 1.348875e+00   5.887916e-03   1.565960e-05
 1.356625e+00   1.470562e-02   2.397285e-05
 1.364375e+00   1.469094e-02   2.338784e-05
 1.372125e+00   1.472311e-02   2.898470e-05
 1.379875e+00   1.473293e-02   2.570142e-05
 1.387625e+00   1.470529e-02   2.952618e-05
 1.395375e+00   1.476257e-02   3.369623e-05
 1.403125e+00   1.481117e-02   3.076593e-05
 1.410875e+00   1.472490e-02   4.270559e-05
 1.418625e+00   1.478336e-02   3.299865e-05
 1.426375e+00   1.476286e-02   3.831603e-05
 1.434125e+00   1.480995e-02   3.904945e-05
 1.441875e+00   1.479584e-02   4.451448e-05
 1.449625e+00   1.488078e-02   3.218344e-05
 1.457375e+00   1.486956e-02   4.182141e-05
 1.465125e+00   1.484845e-02   4.147091e-05
 1.472875e+00   1.486589e-02   4.663461e-05
 1.480625e+00   1.488168e-02   4.313800e-05
 1.488375e+00   1.490124e-02   4.908945e-05
 1.496125e+00   1.487635e-02   4.255229e-05
 1.503875e+00   1.493142e-02   3.945057e-05
 1.511625e+00   1.490195e-02   4.493238e-05
 1.519375e+00   1.497538e-02   4.354127e-05
 1.527125e+00   1.493508e-02   4.604276e-05
 1.534875e+00   1.494974e-02   4.664093e-05
 1.542625e+00   1.495849e-02   4.659174e-05
 1.550375e+00   1.498829e-02   4.032069e-05
 1.558125e+00   1.499149e-02   3.804271e-05
 1.565875e+00   1.493870e-02   4.738439e-05
 1.573625e+00   1.499097e-02   4.524643e-05
 1.581375e+00   1.503695e-02   4.140840e-05
 1.589125e+00   1.498016e-02   4.354039e-05
 1.596875e+00   1.502597e-02   4.249578e-05
 1.604625e+00   1.508697e-02   4.134499e-05
 1.612375e+00   1.508651e-02   3.812911e-05
 1.620125e+00   1.506793e-02   3.815175e-05
 1.627875e+00   1.506663e-02   3.792516e-05
 1.635625e+00   1.502955e-02   3.428954e-05
 1.643375e+00   1.511294e-02   2.350603e-04
 1.651125e+00   6.278972e-03   2.254052e-04
 inf   0.000000e+00   0.000000e+00
