th3_lab bin center    K_th3    Error 
-inf   0.000000e+00   0.000000e+00
 1.360500e+00   1.149405e-02   3.689686e-03
 1.391500e+00   1.170706e-02   4.571134e-04
 1.422500e+00   1.219419e-02   1.607156e-03
 1.453500e+00   1.124267e-02   1.634932e-03
 1.484500e+00   1.297965e-02   6.339069e-04
 1.515500e+00   1.240664e-02   7.705380e-04
 1.546500e+00   1.237988e-02   7.019151e-04
 1.577500e+00   1.239818e-02   5.357158e-04
 1.608500e+00   2.063149e-02   1.219674e-02
 1.639500e+00   1.220925e-02   4.905152e-03
 inf   0.000000e+00   0.000000e+00
