phi5_lab bin center    K_phi5    Error 
-inf   0.000000e+00   0.000000e+00
-3.063053e+03   1.000000e+00   4.029808e-02
-2.905973e+03   1.000000e+00   4.271684e-02
-2.748894e+03   1.000000e+00   3.483173e-02
-2.591814e+03   1.000000e+00   3.999676e-02
-2.434734e+03   1.000000e+00   3.760613e-02
-2.277655e+03   1.000000e+00   3.657531e-02
-2.120575e+03   1.000000e+00   3.307047e-02
-1.963495e+03   1.000000e+00   4.127182e-02
-1.806416e+03   1.000000e+00   3.242955e-02
-1.649336e+03   1.000000e+00   2.277006e-02
-1.492257e+03   1.000000e+00   3.879643e-02
-1.335177e+03   1.000000e+00   3.434128e-02
-1.178097e+03   1.000000e+00   4.238694e-02
-1.021018e+03   1.000000e+00   5.192507e-02
-8.639380e+02   1.000000e+00   3.665557e-02
-7.068583e+02   1.000000e+00   4.515580e-02
-5.497787e+02   1.000000e+00   3.386257e-02
-3.926991e+02   1.000000e+00   3.147709e-02
-2.356194e+02   1.000000e+00   2.991845e-02
-7.853982e+01   7.936442e-01   3.909425e-02
 7.853982e+01   1.000000e+00   2.892198e-02
 2.356194e+02   1.000000e+00   3.590074e-02
 3.926991e+02   1.000000e+00   4.344480e-02
 5.497787e+02   1.000000e+00   3.156994e-02
 7.068583e+02   1.000000e+00   3.345127e-02
 8.639380e+02   1.000000e+00   3.049206e-02
 1.021018e+03   1.000000e+00   5.409231e-02
 1.178097e+03   1.000000e+00   3.118513e-02
 1.335177e+03   1.000000e+00   4.350123e-02
 1.492257e+03   1.000000e+00   3.517367e-02
 1.649336e+03   1.000000e+00   2.895256e-02
 1.806416e+03   1.000000e+00   4.213933e-02
 1.963495e+03   1.000000e+00   3.556492e-02
 2.120575e+03   1.000000e+00   4.142244e-02
 2.277655e+03   1.000000e+00   3.988280e-02
 2.434734e+03   1.000000e+00   4.303721e-02
 2.591814e+03   1.000000e+00   3.543770e-02
 2.748894e+03   1.000000e+00   2.846634e-02
 2.905973e+03   1.000000e+00   2.751530e-02
 3.063053e+03   1.000000e+00   5.829136e-02
 inf   0.000000e+00   0.000000e+00
