th5_lab bin center    K_th5    Error 
-inf   0.000000e+00   0.000000e+00
-3.437500e-01   0.000000e+00   0.000000e+00
-3.125000e-02   3.943423e-01   2.444463e-02
 2.812500e-01   1.000000e+00   3.927936e-02
 5.937500e-01   1.000000e+00   3.893195e-02
 9.062500e-01   1.000000e+00   3.883457e-02
 1.218750e+00   1.000000e+00   4.138825e-02
 1.531250e+00   1.000000e+00   3.915618e-02
 1.843750e+00   1.000000e+00   4.078486e-02
 2.156250e+00   1.000000e+00   4.164774e-02
 2.468750e+00   1.000000e+00   3.890051e-02
 2.781250e+00   1.000000e+00   2.892795e-02
 3.093750e+00   1.000000e+00   3.942274e-02
 3.406250e+00   1.000000e+00   2.439898e-02
 3.718750e+00   1.000000e+00   3.117454e-02
 4.031250e+00   1.000000e+00   2.088340e-02
 4.343750e+00   1.000000e+00   2.502688e-02
 4.656250e+00   1.000000e+00   2.434659e-02
 4.968750e+00   1.000000e+00   3.833467e-02
 5.281250e+00   1.000000e+00   3.331909e-02
 5.593750e+00   1.000000e+00   2.441144e-02
 5.906250e+00   1.000000e+00   2.601667e-02
 6.218750e+00   1.000000e+00   2.219167e-02
 6.531250e+00   1.000000e+00   2.568216e-02
 6.843750e+00   1.000000e+00   2.161380e-02
 7.156250e+00   1.000000e+00   2.453553e-02
 7.468750e+00   1.000000e+00   2.389847e-02
 7.781250e+00   1.000000e+00   3.129264e-02
 8.093750e+00   1.000000e+00   2.858640e-02
 8.406250e+00   1.000000e+00   3.021939e-02
 8.718750e+00   1.000000e+00   3.459649e-02
 9.031250e+00   1.000000e+00   2.968341e-02
 9.343750e+00   1.000000e+00   3.535325e-02
 9.656250e+00   1.000000e+00   2.938178e-02
 9.968750e+00   1.000000e+00   4.380593e-02
 1.028125e+01   1.000000e+00   3.537669e-02
 1.059375e+01   1.000000e+00   2.901699e-02
 1.090625e+01   1.000000e+00   3.035221e-02
 1.121875e+01   1.000000e+00   3.710630e-02
 1.153125e+01   1.000000e+00   3.930108e-02
 1.184375e+01   1.000000e+00   4.609749e-02
 inf   1.000000e+00   5.324073e-02
