ql51_lab bin centers    value    Error 
-inf   9.778398e-01   2.615299e-02
 6.500000e-01   1.606460e+00   2.034309e-02
 1.950000e+00   3.026626e-02   1.276399e-04
 3.250000e+00   1.749144e-02   7.590401e-05
 4.550000e+00   1.219692e-02   4.725039e-05
 5.850000e+00   9.454994e-03   9.125891e-05
 7.150000e+00   7.626216e-03   2.955820e-05
 8.450000e+00   6.407063e-03   5.237293e-05
 9.750000e+00   5.671119e-03   8.977120e-05
 1.105000e+01   4.911486e-03   5.506695e-05
 1.235000e+01   4.468740e-03   3.538101e-05
 1.365000e+01   3.998444e-03   3.282683e-05
 1.495000e+01   3.675571e-03   2.994233e-05
 1.625000e+01   3.475944e-03   3.108813e-05
 1.755000e+01   3.281782e-03   3.587430e-05
 1.885000e+01   3.142231e-03   2.807680e-05
 2.015000e+01   3.043068e-03   2.465971e-05
 2.145000e+01   2.958531e-03   4.199420e-05
 2.275000e+01   2.933188e-03   2.743356e-05
 2.405000e+01   2.942062e-03   3.590441e-05
 2.535000e+01   2.780053e-03   2.537553e-05
 2.665000e+01   2.734062e-03   2.575216e-05
 2.795000e+01   2.552111e-03   2.417111e-05
 2.925000e+01   2.405634e-03   2.688722e-05
 3.055000e+01   2.151370e-03   1.852705e-05
 3.185000e+01   2.008350e-03   2.170802e-05
 3.315000e+01   1.842396e-03   2.426095e-05
 3.445000e+01   1.702560e-03   1.553066e-05
 3.575000e+01   1.497397e-03   1.664268e-05
 3.705000e+01   1.445574e-03   1.917097e-05
 3.835000e+01   1.360591e-03   2.363241e-05
 3.965000e+01   1.214243e-03   1.870048e-05
 4.095000e+01   1.132435e-03   1.870764e-05
 4.225000e+01   1.079412e-03   1.529046e-05
 4.355000e+01   9.833097e-04   2.266879e-05
 4.485000e+01   9.068863e-04   1.260164e-05
 4.615000e+01   8.334789e-04   1.937079e-05
 4.745000e+01   8.043268e-04   1.209817e-05
 4.875000e+01   7.155682e-04   7.617967e-06
 5.005000e+01   6.981418e-04   1.826807e-05
 5.135000e+01   6.493357e-04   6.830779e-06
 5.265000e+01   5.994548e-04   1.339390e-05
 5.395000e+01   5.472973e-04   1.141518e-05
 5.525000e+01   4.948254e-04   7.358777e-06
 5.655000e+01   4.979743e-04   9.879174e-06
 5.785000e+01   4.589824e-04   1.405733e-05
 5.915000e+01   4.295683e-04   6.733861e-06
 6.045000e+01   4.090270e-04   1.073251e-05
 6.175000e+01   3.606332e-04   6.343462e-06
 6.305000e+01   3.427429e-04   9.564475e-06
 6.435000e+01   3.411527e-04   9.399391e-06
 6.565000e+01   3.056163e-04   6.525804e-06
 6.695000e+01   2.932726e-04   6.463814e-06
 6.825000e+01   2.852235e-04   7.584031e-06
 6.955000e+01   2.516280e-04   6.856214e-06
 7.085000e+01   2.496764e-04   7.408886e-06
 7.215000e+01   2.221263e-04   1.017645e-05
 7.345000e+01   2.062965e-04   5.549759e-06
 7.475000e+01   2.128084e-04   8.185749e-06
 7.605000e+01   1.876263e-04   5.695544e-06
 7.735000e+01   1.880515e-04   6.708832e-06
 7.865000e+01   1.855881e-04   8.668165e-06
 7.995000e+01   1.705684e-04   8.198886e-06
 8.125000e+01   1.513539e-04   3.874029e-06
 8.255000e+01   1.486759e-04   4.858732e-06
 8.385000e+01   1.276314e-04   2.778235e-06
 8.515000e+01   1.394594e-04   7.642777e-06
 8.645000e+01   1.226333e-04   4.084279e-06
 8.775000e+01   1.358441e-04   6.519309e-06
 8.905000e+01   1.160088e-04   4.801983e-06
