y5_lab bin centers    value    Error 
-inf   1.910171e-05   1.574840e-05
-1.871800e-01   2.306983e-07   2.306983e-07
-1.795400e-01   2.251387e-05   2.251385e-05
-1.719000e-01   1.524643e-08   1.524643e-08
-1.642600e-01   4.812436e-06   4.812436e-06
-1.566200e-01   6.751225e-06   6.751225e-06
-1.489800e-01   4.994270e-03   4.994270e-03
-1.413400e-01   1.526147e-04   1.526147e-04
-1.337000e-01   5.324232e-04   5.324232e-04
-1.260600e-01   2.090918e-03   2.090918e-03
-1.184200e-01   3.219443e-04   3.219443e-04
-1.107800e-01   3.032836e-04   3.032836e-04
-1.031400e-01   1.147103e-02   1.147103e-02
-9.550000e-02   1.590094e-03   1.590094e-03
-8.786000e-02   1.110332e-03   1.110332e-03
-8.022000e-02   8.049356e-04   8.049356e-04
-7.258000e-02   9.958109e-05   9.958109e-05
-6.494000e-02   2.893725e-05   2.893725e-05
-5.730000e-02   1.189482e-01   1.189482e-01
-4.966000e-02   6.218688e-03   6.218688e-03
-4.202000e-02   5.080974e-03   5.080974e-03
-3.438000e-02   7.056209e-02   6.804818e-02
-2.674000e-02   1.259520e-02   1.248649e-02
-1.910000e-02   6.583249e-02   6.580048e-02
-1.146000e-02   1.605862e-01   1.295005e-01
-3.820000e-03   3.565529e-01   2.295591e-01
 3.820000e-03   4.143052e-01   3.586925e-01
 1.146000e-02   2.664279e-01   2.331563e-01
 1.910000e-02   4.997897e-01   4.829537e-01
 2.674000e-02   4.172147e-02   4.172147e-02
 3.438000e-02   2.867383e-02   1.934715e-02
 4.202000e-02   2.082337e-02   2.082337e-02
 4.966000e-02   4.136601e-03   4.136601e-03
 5.730000e-02   5.643078e-06   5.643078e-06
 6.494000e-02   1.169724e-02   1.169724e-02
 7.258000e-02   1.001498e-04   1.001498e-04
 8.022000e-02   1.530598e-03   1.530598e-03
 8.786000e-02   4.462686e-16   4.241832e-16
 9.550000e-02   4.414027e-05   4.414027e-05
 1.031400e-01   1.057913e-05   1.057913e-05
 1.107800e-01   6.137903e-03   6.137903e-03
 1.184200e-01   1.787201e-03   1.787201e-03
 1.260600e-01   1.560104e-04   1.560104e-04
 1.337000e-01   8.863748e-06   8.863748e-06
 1.413400e-01   3.720125e-03   3.720125e-03
 1.489800e-01   2.294921e-03   2.294921e-03
 1.566200e-01   2.541903e-05   2.541903e-05
 1.642600e-01   4.089533e-04   4.089533e-04
 1.719000e-01   5.929645e-09   5.929598e-09
 1.795400e-01   1.058281e-14   1.057495e-14
 1.871800e-01   1.606680e-05   1.606680e-05
 inf   9.046016e-05   7.433550e-05
