Eph_cms bin centers    value    Error 
-inf   6.096844e+00   1.983351e+00
 1.099000e+03   2.266325e-06   1.597384e-06
 1.297000e+03   1.164128e-06   7.766749e-07
 1.495000e+03   2.081806e-06   1.394780e-06
 1.693000e+03   1.494079e-06   1.093998e-06
 1.891000e+03   7.498365e-05   7.401142e-05
 2.089000e+03   3.234485e-07   2.196554e-07
 2.287000e+03   0.000000e+00   0.000000e+00
 2.485000e+03   0.000000e+00   0.000000e+00
 2.683000e+03   0.000000e+00   0.000000e+00
 2.881000e+03   0.000000e+00   0.000000e+00
 3.079000e+03   0.000000e+00   0.000000e+00
 3.277000e+03   0.000000e+00   0.000000e+00
 3.475000e+03   0.000000e+00   0.000000e+00
 3.673000e+03   0.000000e+00   0.000000e+00
 3.871000e+03   0.000000e+00   0.000000e+00
 4.069000e+03   0.000000e+00   0.000000e+00
 4.267000e+03   0.000000e+00   0.000000e+00
 4.465000e+03   0.000000e+00   0.000000e+00
 4.663000e+03   0.000000e+00   0.000000e+00
 4.861000e+03   0.000000e+00   0.000000e+00
 5.059000e+03   0.000000e+00   0.000000e+00
 5.257000e+03   0.000000e+00   0.000000e+00
 5.455000e+03   0.000000e+00   0.000000e+00
 5.653000e+03   0.000000e+00   0.000000e+00
 5.851000e+03   0.000000e+00   0.000000e+00
 6.049000e+03   0.000000e+00   0.000000e+00
 6.247000e+03   0.000000e+00   0.000000e+00
 6.445000e+03   0.000000e+00   0.000000e+00
 6.643000e+03   0.000000e+00   0.000000e+00
 6.841000e+03   0.000000e+00   0.000000e+00
 7.039000e+03   0.000000e+00   0.000000e+00
 7.237000e+03   0.000000e+00   0.000000e+00
 7.435000e+03   0.000000e+00   0.000000e+00
 7.633000e+03   0.000000e+00   0.000000e+00
 7.831000e+03   0.000000e+00   0.000000e+00
 8.029000e+03   0.000000e+00   0.000000e+00
 8.227000e+03   0.000000e+00   0.000000e+00
 8.425000e+03   0.000000e+00   0.000000e+00
 8.623000e+03   0.000000e+00   0.000000e+00
 8.821000e+03   0.000000e+00   0.000000e+00
 9.019000e+03   0.000000e+00   0.000000e+00
 9.217000e+03   0.000000e+00   0.000000e+00
 9.415000e+03   0.000000e+00   0.000000e+00
 9.613000e+03   0.000000e+00   0.000000e+00
 9.811000e+03   0.000000e+00   0.000000e+00
 1.000900e+04   0.000000e+00   0.000000e+00
 1.020700e+04   0.000000e+00   0.000000e+00
 1.040500e+04   0.000000e+00   0.000000e+00
 1.060300e+04   0.000000e+00   0.000000e+00
 1.080100e+04   0.000000e+00   0.000000e+00
 1.099900e+04   0.000000e+00   0.000000e+00
 1.119700e+04   0.000000e+00   0.000000e+00
 1.139500e+04   0.000000e+00   0.000000e+00
 1.159300e+04   0.000000e+00   0.000000e+00
 1.179100e+04   0.000000e+00   0.000000e+00
 1.198900e+04   0.000000e+00   0.000000e+00
 1.218700e+04   0.000000e+00   0.000000e+00
 1.238500e+04   0.000000e+00   0.000000e+00
 1.258300e+04   0.000000e+00   0.000000e+00
 1.278100e+04   0.000000e+00   0.000000e+00
 1.297900e+04   0.000000e+00   0.000000e+00
 1.317700e+04   0.000000e+00   0.000000e+00
 1.337500e+04   0.000000e+00   0.000000e+00
 1.357300e+04   0.000000e+00   0.000000e+00
 1.377100e+04   0.000000e+00   0.000000e+00
 1.396900e+04   0.000000e+00   0.000000e+00
 1.416700e+04   0.000000e+00   0.000000e+00
 1.436500e+04   0.000000e+00   0.000000e+00
 1.456300e+04   0.000000e+00   0.000000e+00
 1.476100e+04   0.000000e+00   0.000000e+00
 1.495900e+04   0.000000e+00   0.000000e+00
 1.515700e+04   0.000000e+00   0.000000e+00
 1.535500e+04   0.000000e+00   0.000000e+00
 1.555300e+04   0.000000e+00   0.000000e+00
 1.575100e+04   0.000000e+00   0.000000e+00
 1.594900e+04   0.000000e+00   0.000000e+00
 1.614700e+04   0.000000e+00   0.000000e+00
 1.634500e+04   0.000000e+00   0.000000e+00
 1.654300e+04   0.000000e+00   0.000000e+00
 1.674100e+04   0.000000e+00   0.000000e+00
 1.693900e+04   0.000000e+00   0.000000e+00
 1.713700e+04   0.000000e+00   0.000000e+00
 1.733500e+04   0.000000e+00   0.000000e+00
 1.753300e+04   0.000000e+00   0.000000e+00
 1.773100e+04   0.000000e+00   0.000000e+00
 1.792900e+04   0.000000e+00   0.000000e+00
 1.812700e+04   0.000000e+00   0.000000e+00
 1.832500e+04   0.000000e+00   0.000000e+00
 1.852300e+04   0.000000e+00   0.000000e+00
 1.872100e+04   0.000000e+00   0.000000e+00
 1.891900e+04   0.000000e+00   0.000000e+00
 1.911700e+04   0.000000e+00   0.000000e+00
