x5_lab bin centers    value    Error 
-inf   2.230826e-03   7.002323e-05
-1.900450e-01   1.942072e-02   8.034628e-04
-1.881350e-01   2.024188e-02   7.374074e-04
-1.862250e-01   2.271375e-02   8.740489e-04
-1.843150e-01   2.315565e-02   9.467058e-04
-1.824050e-01   2.418398e-02   1.631694e-03
-1.804950e-01   2.378060e-02   5.645516e-04
-1.785850e-01   2.476909e-02   1.011031e-03
-1.766750e-01   2.676624e-02   1.207130e-03
-1.747650e-01   2.638565e-02   1.325498e-03
-1.728550e-01   2.715835e-02   8.406395e-04
-1.709450e-01   2.923601e-02   1.328524e-03
-1.690350e-01   3.137419e-02   1.518357e-03
-1.671250e-01   3.455577e-02   5.163164e-03
-1.652150e-01   3.146972e-02   1.214744e-03
-1.633050e-01   3.845948e-02   2.760729e-03
-1.613950e-01   3.251572e-02   1.762917e-03
-1.594850e-01   3.850104e-02   1.694725e-03
-1.575750e-01   3.789630e-02   2.080870e-03
-1.556650e-01   3.755306e-02   2.069199e-03
-1.537550e-01   3.950531e-02   1.852365e-03
-1.518450e-01   4.492901e-02   2.381027e-03
-1.499350e-01   4.418058e-02   1.874192e-03
-1.480250e-01   4.546468e-02   1.872129e-03
-1.461150e-01   5.111253e-02   2.610066e-03
-1.442050e-01   5.984300e-02   7.922878e-03
-1.422950e-01   4.820199e-02   2.034716e-03
-1.403850e-01   5.536463e-02   3.269886e-03
-1.384750e-01   6.743955e-02   4.907716e-03
-1.365650e-01   5.414776e-02   2.233339e-03
-1.346550e-01   6.344776e-02   5.310724e-03
-1.327450e-01   5.923835e-02   1.877054e-03
-1.308350e-01   6.296334e-02   2.460954e-03
-1.289250e-01   7.385495e-02   3.243356e-03
-1.270150e-01   6.309709e-02   2.364938e-03
-1.251050e-01   7.085242e-02   2.052594e-03
-1.231950e-01   8.437715e-02   6.054824e-03
-1.212850e-01   7.693339e-02   2.553559e-03
-1.193750e-01   8.707955e-02   3.971759e-03
-1.174650e-01   8.991188e-02   3.070315e-03
-1.155550e-01   9.398783e-02   3.494530e-03
-1.136450e-01   8.780846e-02   2.989063e-03
-1.117350e-01   1.055928e-01   8.033948e-03
-1.098250e-01   1.018380e-01   6.895280e-03
-1.079150e-01   1.123132e-01   4.096580e-03
-1.060050e-01   9.642785e-02   1.511874e-03
-1.040950e-01   1.199167e-01   5.317820e-03
-1.021850e-01   1.262291e-01   6.148625e-03
-1.002750e-01   1.334819e-01   5.843576e-03
-9.836500e-02   1.527861e-01   1.185083e-02
-9.645500e-02   1.277896e-01   4.297852e-03
-9.454500e-02   1.330810e-01   3.926788e-03
-9.263500e-02   1.288525e-01   4.345511e-03
-9.072500e-02   1.533979e-01   1.038423e-02
-8.881500e-02   1.493135e-01   5.347687e-03
-8.690500e-02   1.594075e-01   7.053356e-03
-8.499500e-02   1.716109e-01   8.692010e-03
-8.308500e-02   1.692893e-01   6.008962e-03
-8.117500e-02   1.804626e-01   8.323627e-03
-7.926500e-02   1.961003e-01   8.403981e-03
-7.735500e-02   1.936213e-01   7.157729e-03
-7.544500e-02   2.123068e-01   8.692179e-03
-7.353500e-02   2.200248e-01   9.221214e-03
-7.162500e-02   2.425850e-01   1.440499e-02
-6.971500e-02   2.530537e-01   1.249030e-02
-6.780500e-02   2.683411e-01   8.433742e-03
-6.589500e-02   3.189145e-01   3.091874e-02
-6.398500e-02   2.900532e-01   1.494052e-02
-6.207500e-02   3.048625e-01   1.295512e-02
-6.016500e-02   2.997432e-01   2.395838e-02
-5.825500e-02   3.704652e-01   2.245339e-02
-5.634500e-02   3.472053e-01   2.189375e-02
-5.443500e-02   3.981074e-01   2.270275e-02
-5.252500e-02   4.050350e-01   1.860740e-02
-5.061500e-02   4.413017e-01   2.410889e-02
-4.870500e-02   5.079204e-01   2.442694e-02
-4.679500e-02   5.407264e-01   2.833703e-02
-4.488500e-02   5.888273e-01   3.643451e-02
-4.297500e-02   6.837226e-01   3.987035e-02
-4.106500e-02   6.479281e-01   2.563730e-02
-3.915500e-02   6.570071e-01   2.916040e-02
-3.724500e-02   7.480583e-01   2.606799e-02
-3.533500e-02   8.355922e-01   3.628404e-02
-3.342500e-02   1.104911e+00   1.025205e-01
-3.151500e-02   8.644130e-01   2.496006e-02
-2.960500e-02   1.094054e+00   4.678773e-02
-2.769500e-02   1.135583e+00   6.356006e-02
-2.578500e-02   9.895872e-01   4.572626e-02
