Emu_lab bin center    K_Emu    Error 
-inf   1.000000e+00   1.109754e+00
 9.503000e+01   1.000000e+00   5.443438e-01
 9.509000e+01   1.000000e+00   6.106943e-01
 9.515000e+01   1.000000e+00   5.368416e-01
 9.521000e+01   1.000000e+00   6.070007e-01
 9.527000e+01   1.000000e+00   5.287146e-01
 9.533000e+01   1.000000e+00   5.636749e-01
 9.539000e+01   1.000000e+00   6.123437e-01
 9.545000e+01   1.000000e+00   4.921445e-01
 9.551000e+01   1.000000e+00   5.887578e-01
 9.557000e+01   1.000000e+00   5.885495e-01
 9.563000e+01   1.000000e+00   5.304205e-01
 9.569000e+01   1.000000e+00   6.324555e-01
 9.575000e+01   1.000000e+00   6.184444e-01
 9.581000e+01   1.000000e+00   5.386313e-01
 9.587000e+01   1.000000e+00   5.648576e-01
 9.593000e+01   1.000000e+00   5.412416e-01
 9.599000e+01   1.000000e+00   5.413757e-01
 9.605000e+01   1.000000e+00   5.310340e-01
 9.611000e+01   1.000000e+00   6.152178e-01
 9.617000e+01   1.000000e+00   5.939631e-01
 9.623000e+01   1.000000e+00   5.810873e-01
 9.629000e+01   1.000000e+00   5.947024e-01
 9.635000e+01   1.000000e+00   5.918434e-01
 9.641000e+01   1.000000e+00   5.685160e-01
 9.647000e+01   1.000000e+00   5.169915e-01
 9.653000e+01   1.000000e+00   5.603946e-01
 9.659000e+01   1.000000e+00   5.638241e-01
 9.665000e+01   1.000000e+00   5.653447e-01
 9.671000e+01   1.000000e+00   5.307572e-01
 9.677000e+01   1.000000e+00   5.663406e-01
 9.683000e+01   1.000000e+00   5.646826e-01
 9.689000e+01   1.000000e+00   5.917489e-01
 9.695000e+01   1.000000e+00   5.503238e-01
 9.701000e+01   1.000000e+00   4.796258e-01
 9.707000e+01   1.000000e+00   4.832887e-01
 9.713000e+01   1.000000e+00   5.281155e-01
 9.719000e+01   1.000000e+00   4.457414e-01
 9.725000e+01   1.000000e+00   4.577045e-01
 9.731000e+01   1.000000e+00   4.583964e-01
 9.737000e+01   1.000000e+00   4.241431e-01
 9.743000e+01   1.000000e+00   4.490793e-01
 9.749000e+01   1.000000e+00   4.276652e-01
 9.755000e+01   1.000000e+00   4.542720e-01
 9.761000e+01   1.000000e+00   4.552877e-01
 9.767000e+01   1.000000e+00   4.414408e-01
 9.773000e+01   1.000000e+00   4.326149e-01
 9.779000e+01   1.000000e+00   4.482401e-01
 9.785000e+01   1.000000e+00   4.292846e-01
 9.791000e+01   1.000000e+00   4.383074e-01
 9.797000e+01   1.000000e+00   4.498612e-01
 9.803000e+01   1.000000e+00   4.308881e-01
 9.809000e+01   1.000000e+00   4.555205e-01
 9.815000e+01   1.000000e+00   4.560527e-01
 9.821000e+01   1.000000e+00   4.500926e-01
 9.827000e+01   1.000000e+00   4.362978e-01
 9.833000e+01   1.000000e+00   4.379775e-01
 9.839000e+01   1.000000e+00   4.433289e-01
 9.845000e+01   1.000000e+00   4.367455e-01
 9.851000e+01   1.000000e+00   4.399945e-01
 9.857000e+01   1.000000e+00   4.432671e-01
 9.863000e+01   1.000000e+00   4.459120e-01
 9.869000e+01   1.000000e+00   4.414661e-01
 9.875000e+01   1.000000e+00   4.235912e-01
 9.881000e+01   1.000000e+00   4.706417e-01
 9.887000e+01   1.000000e+00   4.323251e-01
 9.893000e+01   1.000000e+00   4.278875e-01
 9.899000e+01   6.000000e-01   3.523518e-01
 9.905000e+01   0.000000e+00   0.000000e+00
 9.911000e+01   0.000000e+00   0.000000e+00
 9.917000e+01   0.000000e+00   0.000000e+00
 9.923000e+01   0.000000e+00   0.000000e+00
 9.929000e+01   0.000000e+00   0.000000e+00
 9.935000e+01   0.000000e+00   0.000000e+00
 9.941000e+01   0.000000e+00   0.000000e+00
 9.947000e+01   0.000000e+00   0.000000e+00
 9.953000e+01   0.000000e+00   0.000000e+00
 9.959000e+01   0.000000e+00   0.000000e+00
 9.965000e+01   0.000000e+00   0.000000e+00
 9.971000e+01   0.000000e+00   0.000000e+00
 9.977000e+01   0.000000e+00   0.000000e+00
 9.983000e+01   0.000000e+00   0.000000e+00
 9.989000e+01   0.000000e+00   0.000000e+00
 9.995000e+01   0.000000e+00   0.000000e+00
 1.000100e+02   2.207429e-03   1.960147e-03
 1.000700e+02   0.000000e+00   0.000000e+00
 1.001300e+02   0.000000e+00   0.000000e+00
 1.001900e+02   0.000000e+00   0.000000e+00
 1.002500e+02   0.000000e+00   0.000000e+00
 1.003100e+02   0.000000e+00   0.000000e+00
 1.003700e+02   0.000000e+00   0.000000e+00
 1.004300e+02   0.000000e+00   0.000000e+00
 1.004900e+02   0.000000e+00   0.000000e+00
 1.005500e+02   0.000000e+00   0.000000e+00
 1.006100e+02   0.000000e+00   0.000000e+00
 1.006700e+02   0.000000e+00   0.000000e+00
 1.007300e+02   0.000000e+00   0.000000e+00
 1.007900e+02   0.000000e+00   0.000000e+00
 1.008500e+02   0.000000e+00   0.000000e+00
 1.009100e+02   0.000000e+00   0.000000e+00
 1.009700e+02   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
