Emu_lab bin center    K_Emu    Error 
-inf   1.000000e+00   3.033352e-02
 9.503000e+01   1.000000e+00   3.496954e-02
 9.509000e+01   1.000000e+00   3.665056e-02
 9.515000e+01   1.000000e+00   3.220087e-02
 9.521000e+01   1.000000e+00   4.362095e-02
 9.527000e+01   1.000000e+00   3.507537e-02
 9.533000e+01   1.000000e+00   3.859633e-02
 9.539000e+01   1.000000e+00   4.293039e-02
 9.545000e+01   1.000000e+00   3.219041e-02
 9.551000e+01   1.000000e+00   3.592738e-02
 9.557000e+01   1.000000e+00   3.217085e-02
 9.563000e+01   1.000000e+00   3.978068e-02
 9.569000e+01   1.000000e+00   3.358026e-02
 9.575000e+01   1.000000e+00   3.162393e-02
 9.581000e+01   1.000000e+00   2.805419e-02
 9.587000e+01   1.000000e+00   3.614403e-02
 9.593000e+01   1.000000e+00   3.351803e-02
 9.599000e+01   1.000000e+00   3.562203e-02
 9.605000e+01   1.000000e+00   2.871735e-02
 9.611000e+01   1.000000e+00   3.223190e-02
 9.617000e+01   1.000000e+00   3.893950e-02
 9.623000e+01   1.000000e+00   3.928040e-02
 9.629000e+01   1.000000e+00   2.951720e-02
 9.635000e+01   1.000000e+00   3.647419e-02
 9.641000e+01   1.000000e+00   2.974072e-02
 9.647000e+01   1.000000e+00   3.810092e-02
 9.653000e+01   1.000000e+00   3.190159e-02
 9.659000e+01   1.000000e+00   2.906412e-02
 9.665000e+01   1.000000e+00   2.871568e-02
 9.671000e+01   1.000000e+00   3.289185e-02
 9.677000e+01   1.000000e+00   3.060678e-02
 9.683000e+01   1.000000e+00   2.919172e-02
 9.689000e+01   1.000000e+00   2.729869e-02
 9.695000e+01   1.000000e+00   3.192941e-02
 9.701000e+01   1.000000e+00   3.021733e-02
 9.707000e+01   1.000000e+00   2.877987e-02
 9.713000e+01   1.000000e+00   2.872402e-02
 9.719000e+01   1.000000e+00   3.106602e-02
 9.725000e+01   1.000000e+00   3.630315e-02
 9.731000e+01   1.000000e+00   2.945936e-02
 9.737000e+01   1.000000e+00   3.057187e-02
 9.743000e+01   1.000000e+00   3.473996e-02
 9.749000e+01   1.000000e+00   3.111739e-02
 9.755000e+01   1.000000e+00   2.764854e-02
 9.761000e+01   1.000000e+00   3.240470e-02
 9.767000e+01   1.000000e+00   3.130481e-02
 9.773000e+01   1.000000e+00   2.934206e-02
 9.779000e+01   1.000000e+00   2.940353e-02
 9.785000e+01   1.000000e+00   2.465869e-02
 9.791000e+01   1.000000e+00   2.936644e-02
 9.797000e+01   1.000000e+00   2.832084e-02
 9.803000e+01   1.000000e+00   2.487619e-02
 9.809000e+01   1.000000e+00   2.291693e-02
 9.815000e+01   1.000000e+00   2.319593e-02
 9.821000e+01   1.000000e+00   2.601551e-02
 9.827000e+01   1.000000e+00   2.254537e-02
 9.833000e+01   1.000000e+00   2.937697e-02
 9.839000e+01   1.000000e+00   2.599231e-02
 9.845000e+01   1.000000e+00   2.583261e-02
 9.851000e+01   1.000000e+00   2.230038e-02
 9.857000e+01   1.000000e+00   2.401808e-02
 9.863000e+01   1.000000e+00   2.424892e-02
 9.869000e+01   1.000000e+00   3.026482e-02
 9.875000e+01   1.000000e+00   2.185158e-02
 9.881000e+01   1.000000e+00   2.480412e-02
 9.887000e+01   1.000000e+00   3.160290e-02
 9.893000e+01   1.000000e+00   2.220912e-02
 9.899000e+01   6.000000e-01   1.873995e-02
 9.905000e+01   0.000000e+00   0.000000e+00
 9.911000e+01   0.000000e+00   0.000000e+00
 9.917000e+01   0.000000e+00   0.000000e+00
 9.923000e+01   0.000000e+00   0.000000e+00
 9.929000e+01   0.000000e+00   0.000000e+00
 9.935000e+01   0.000000e+00   0.000000e+00
 9.941000e+01   0.000000e+00   0.000000e+00
 9.947000e+01   0.000000e+00   0.000000e+00
 9.953000e+01   0.000000e+00   0.000000e+00
 9.959000e+01   0.000000e+00   0.000000e+00
 9.965000e+01   0.000000e+00   0.000000e+00
 9.971000e+01   0.000000e+00   0.000000e+00
 9.977000e+01   0.000000e+00   0.000000e+00
 9.983000e+01   0.000000e+00   0.000000e+00
 9.989000e+01   0.000000e+00   0.000000e+00
 9.995000e+01   0.000000e+00   0.000000e+00
 1.000100e+02  -2.421395e-02   1.091980e-03
 1.000700e+02   0.000000e+00   0.000000e+00
 1.001300e+02   0.000000e+00   0.000000e+00
 1.001900e+02   0.000000e+00   0.000000e+00
 1.002500e+02   0.000000e+00   0.000000e+00
 1.003100e+02   0.000000e+00   0.000000e+00
 1.003700e+02   0.000000e+00   0.000000e+00
 1.004300e+02   0.000000e+00   0.000000e+00
 1.004900e+02   0.000000e+00   0.000000e+00
 1.005500e+02   0.000000e+00   0.000000e+00
 1.006100e+02   0.000000e+00   0.000000e+00
 1.006700e+02   0.000000e+00   0.000000e+00
 1.007300e+02   0.000000e+00   0.000000e+00
 1.007900e+02   0.000000e+00   0.000000e+00
 1.008500e+02   0.000000e+00   0.000000e+00
 1.009100e+02   0.000000e+00   0.000000e+00
 1.009700e+02   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
