y5_lab bin centers    value    Error 
-inf   1.699960e-02   1.207749e-03
-1.906180e-01   1.578764e-01   1.027878e-02
-1.898540e-01   1.277458e-01   5.869132e-03
-1.890900e-01   1.478008e-01   1.117925e-02
-1.883260e-01   1.348740e-01   6.597838e-03
-1.875620e-01   2.341268e-01   3.088024e-02
-1.867980e-01   1.456110e-01   5.987119e-03
-1.860340e-01   1.694707e-01   1.417449e-02
-1.852700e-01   1.431300e-01   7.573451e-03
-1.845060e-01   1.727110e-01   1.480284e-02
-1.837420e-01   1.651044e-01   1.135340e-02
-1.829780e-01   1.615670e-01   8.314809e-03
-1.822140e-01   2.856797e-01   4.311523e-02
-1.814500e-01   1.746076e-01   9.222051e-03
-1.806860e-01   1.560161e-01   9.691122e-03
-1.799220e-01   1.534227e-01   7.056433e-03
-1.791580e-01   1.932774e-01   1.755516e-02
-1.783940e-01   1.928390e-01   1.393650e-02
-1.776300e-01   1.620605e-01   7.705873e-03
-1.768660e-01   1.733698e-01   9.244171e-03
-1.761020e-01   1.952872e-01   1.144411e-02
-1.753380e-01   2.223397e-01   1.666291e-02
-1.745740e-01   2.173049e-01   1.511001e-02
-1.738100e-01   1.764936e-01   7.933814e-03
-1.730460e-01   1.889161e-01   1.191626e-02
-1.722820e-01   1.851597e-01   7.048741e-03
-1.715180e-01   2.086110e-01   1.139552e-02
-1.707540e-01   2.096960e-01   1.387550e-02
-1.699900e-01   2.371233e-01   1.451553e-02
-1.692260e-01   1.990490e-01   9.336002e-03
-1.684620e-01   2.318556e-01   1.928892e-02
-1.676980e-01   2.002840e-01   1.001181e-02
-1.669340e-01   2.007095e-01   8.430861e-03
-1.661700e-01   2.322978e-01   1.368912e-02
-1.654060e-01   2.491091e-01   1.752063e-02
-1.646420e-01   2.369354e-01   1.525088e-02
-1.638780e-01   3.521162e-01   4.705153e-02
-1.631140e-01   2.534983e-01   1.666543e-02
-1.623500e-01   2.258800e-01   1.160426e-02
-1.615860e-01   2.282363e-01   1.198230e-02
-1.608220e-01   2.549940e-01   1.376946e-02
-1.600580e-01   2.416054e-01   9.734464e-03
-1.592940e-01   2.380512e-01   9.218540e-03
-1.585300e-01   3.051868e-01   2.455731e-02
-1.577660e-01   2.760738e-01   2.039351e-02
-1.570020e-01   2.543135e-01   1.286303e-02
-1.562380e-01   2.903226e-01   1.880839e-02
-1.554740e-01   3.090560e-01   1.414486e-02
-1.547100e-01   3.162082e-01   2.103112e-02
-1.539460e-01   3.487679e-01   2.734577e-02
-1.531820e-01   3.040967e-01   1.696485e-02
-1.524180e-01   2.790732e-01   1.161155e-02
-1.516540e-01   3.439729e-01   1.988640e-02
-1.508900e-01   2.877408e-01   2.381232e-02
-1.501260e-01   4.015026e-01   3.760197e-02
-1.493620e-01   3.503260e-01   2.433852e-02
-1.485980e-01   2.887890e-01   1.340732e-02
-1.478340e-01   3.539773e-01   2.024018e-02
-1.470700e-01   3.310697e-01   1.672549e-02
-1.463060e-01   4.284754e-01   4.213497e-02
-1.455420e-01   5.324916e-01   8.430068e-02
-1.447780e-01   3.580132e-01   2.570696e-02
-1.440140e-01   3.454752e-01   1.859867e-02
-1.432500e-01   3.613552e-01   1.733683e-02
-1.424860e-01   3.556422e-01   2.012283e-02
-1.417220e-01   3.342539e-01   1.474398e-02
-1.409580e-01   4.052012e-01   3.195346e-02
-1.401940e-01   3.715146e-01   2.106713e-02
