y5_lab bin center    K_y5    Error 
-inf   1.000000e+00   1.968819e-01
-1.719000e-01   1.000000e+00   1.108293e-01
-1.337000e-01   1.000000e+00   9.645495e-02
-9.550000e-02   1.000000e+00   6.202113e-02
-5.730000e-02   1.000000e+00   8.062708e-02
-1.910000e-02   7.965143e-01   5.443780e-02
 1.910000e-02   1.000000e+00   5.744475e-02
 5.730000e-02   1.000000e+00   6.837913e-02
 9.550000e-02   1.000000e+00   7.539892e-02
 1.337000e-01   1.000000e+00   8.624109e-02
 1.719000e-01   1.000000e+00   1.122148e-01
 inf   1.000000e+00   3.294113e-01
