cos_theta,num,num_err,ana,diff,rel_diff_percent
9.999983749999999949e-01,4.362478068659148179e+06,2.027817407277914026e+04,4.469230546527441591e+06,-1.067524778682934120e+05,-2.388609778728897126e+00
9.999983770000000494e-01,4.367931907176429406e+06,2.476887946093079518e+04,4.480892536586915143e+06,-1.129606294104857370e+05,-2.520940381590306423e+00
9.999983789999999928e-01,4.402879477069272660e+06,1.567957387905890573e+04,4.492598623541832902e+06,-8.971914647256024182e+04,-1.997043448360145357e+00
9.999983810000000473e-01,4.406838513471344486e+06,1.536572328001751703e+04,4.504349027682562359e+06,-9.751051421121787280e+04,-2.164808135691606239e+00
9.999983829999999907e-01,4.396344475432978943e+06,2.435241260518453055e+04,4.516143970671035349e+06,-1.197994952380564064e+05,-2.652694334283056232e+00
9.999983850000000452e-01,4.451928114401710220e+06,2.678720704084707177e+04,4.527983675551009364e+06,-7.605556114929914474e+04,-1.679678342480860564e+00
9.999983869999999886e-01,4.444501159417021088e+06,2.391333703639547093e+04,4.539868366099472158e+06,-9.536720668245106936e+04,-2.100660173202068215e+00
9.999983890000000430e-01,4.439135816894625314e+06,1.803393440154540804e+04,4.551798270131580532e+06,-1.126624532369552180e+05,-2.475119646145883312e+00
9.999983909999999865e-01,4.484968252705286257e+06,2.107331156924118841e+04,4.563773612922149710e+06,-7.880536021686345339e+04,-1.726758750559604927e+00
9.999983930000000409e-01,4.504173126863131300e+06,2.316100444797792807e+04,4.575794623805278912e+06,-7.162149694214761257e+04,-1.565225339650109238e+00
9.999983949999999844e-01,4.536481825614186935e+06,2.702013039964880227e+04,4.587861532890513539e+06,-5.137970727632660419e+04,-1.119905361310143732e+00
9.999983970000000388e-01,4.452097891054890119e+06,2.207255921396560370e+04,4.599974571061010472e+06,-1.478766800061203539e+05,-3.214728206030316393e+00
9.999983989999999823e-01,4.531376812871664762e+06,2.196659967069789491e+04,4.612133972668064758e+06,-8.075715979639999568e+04,-1.750971681980064698e+00
9.999984010000000367e-01,4.514930763239932247e+06,1.971034752752461645e+04,4.624339972197142430e+06,-1.094092089572101831e+05,-2.365942158556890718e+00
9.999984029999999802e-01,4.519559556549950503e+06,2.011392793383954631e+04,4.636592803573923185e+06,-1.170332470239726827e+05,-2.524121741589266055e+00
9.999984050000000346e-01,4.552876868833010085e+06,1.815663623956055744e+04,4.648892706955613568e+06,-9.601583812260348350e+04,-2.065348550181548060e+00
9.999984069999999781e-01,4.563386768941091374e+06,1.864584307267519398e+04,4.661239918565320782e+06,-9.785314962422940880e+04,-2.099294422380806324e+00
9.999984090000000325e-01,4.667568513903920539e+06,2.291138360444556383e+04,4.673634680906377733e+06,-6.066167002457194030e+03,-1.297954893059967696e-01
9.999984109999999760e-01,4.594195717253654264e+06,1.778466460854305478e+04,4.686077235277755186e+06,-9.188151802410092205e+04,-1.960734179377111364e+00
9.999984130000000304e-01,4.621007620013284497e+06,1.850219822350155300e+04,4.698567825195305049e+06,-7.756020518202055246e+04,-1.650720135742567818e+00
9.999984149999999739e-01,4.586372202374983579e+06,2.423202756909876189e+04,4.711106695721481927e+06,-1.247344933464983478e+05,-2.647668613826541506e+00
9.999984170000000283e-01,4.631307254581561312e+06,2.325127385441396109e+04,4.723694094175041653e+06,-9.238683959348034114e+04,-1.955817581570447272e+00
9.999984189999999717e-01,4.681507412129218690e+06,2.909536277088708812e+04,4.736330265952892601e+06,-5.482285382367391139e+04,-1.157496431736780851e+00
9.999984210000000262e-01,4.658886215095489286e+06,1.795952139621338210e+04,4.749015465023850091e+06,-9.012924992836080492e+04,-1.897851261849031745e+00
9.999984229999999696e-01,4.643417095931291580e+06,2.829920740783870497e+04,4.761749939956055954e+06,-1.183328440247643739e+05,-2.485070520646794456e+00
9.999984250000000241e-01,4.685760052031925879e+06,1.951935262344500734e+04,4.774533944424432702e+06,-8.877389239250682294e+04,-1.859320583450338571e+00
9.999984269999999675e-01,4.691470924479259178e+06,2.007722756629684955e+04,4.787367733022213914e+06,-9.589680854295473546e+04,-2.003121838363899787e+00
9.999984290000000220e-01,4.666460178806793876e+06,2.533494732729781754e+04,4.800251561973925680e+06,-1.337913831671318039e+05,-2.787174410336841657e+00
9.999984309999999654e-01,4.762011732167910784e+06,2.036632864760644225e+04,4.813185688430817798e+06,-5.117395626290701330e+04,-1.063203449347714935e+00
9.999984330000000199e-01,4.690412556728701107e+06,1.679270447485846671e+04,4.826170374069088139e+06,-1.357578173403870314e+05,-2.812951197699337769e+00
9.999984349999999633e-01,4.679785853610984981e+06,2.431591129140411067e+04,4.839205877208749764e+06,-1.594200235977647826e+05,-3.294342659579470922e+00
9.999984370000000178e-01,4.788501852542801760e+06,2.668164520957794957e+04,4.852292463611339219e+06,-6.379061106853745878e+04,-1.314648932374142820e+00
9.999984389999999612e-01,4.728196294188530184e+06,2.458056534920706326e+04,4.865430395679971203e+06,-1.372341014914410189e+05,-2.820595308758122588e+00
9.999984410000000157e-01,4.837052944083239883e+06,1.982291993321988775e+04,4.878619939685618505e+06,-4.156699560237862170e+04,-8.520236484143346445e-01
9.999984429999999591e-01,4.765358159898693673e+06,3.052569038527930752e+04,4.891861365088968538e+06,-1.265032051902748644e+05,-2.585993260010837069e+00
9.999984450000000136e-01,4.793228602596270852e+06,1.314523675787082902e+04,4.905154941634406336e+06,-1.119263390381354839e+05,-2.281810470207928265e+00
9.999984469999999570e-01,4.849247484192934819e+06,2.344960962190509599e+04,4.918500938594789244e+06,-6.925345440185442567e+04,-1.408019542264031143e+00
9.999984490000000115e-01,4.835292842834752984e+06,1.665360390859988911e+04,4.931899632170020603e+06,-9.660678933526761830e+04,-1.958814990984740101e+00
9.999984509999999549e-01,4.823996918533134274e+06,2.017504888459656650e+04,4.945351294415798038e+06,-1.213543758826637641e+05,-2.453908097887706141e+00
9.999984530000000094e-01,4.864901480344687589e+06,2.215409005847450680e+04,4.958856204371564090e+06,-9.395472402687650174e+04,-1.894685390232713651e+00
9.999984549999999528e-01,4.893315415434570983e+06,2.592884720357994593e+04,4.972414639908591285e+06,-7.909922447402030230e+04,-1.590760831551939924e+00
9.999984570000000073e-01,4.879816197818057612e+06,2.600159136952152767e+04,4.986026881458446383e+06,-1.062106836403887719e+05,-2.130166687134294801e+00
9.999984589999999507e-01,4.903942291245780885e+06,2.677223780462354989e+04,4.999693211284368299e+06,-9.575092003858741373e+04,-1.915135909188916408e+00
9.999984610000000051e-01,4.871597104648571461e+06,2.611982265661379643e+04,5.013413914256339893e+06,-1.418168096077684313e+05,-2.828747277468804278e+00
9.999984629999999486e-01,4.939204355898589827e+06,2.672433568580349311e+04,5.027189273298024200e+06,-8.798491739943437278e+04,-1.750181117444042034e+00
9.999984650000000030e-01,4.935815640044339001e+06,2.786795946326001285e+04,5.041019580827844329e+06,-1.052039407835053280e+05,-2.086957590556086650e+00
9.999984669999999465e-01,4.924201755212818272e+06,2.113961960567265851e+04,5.054905123528316617e+06,-1.307033683154983446e+05,-2.585674016058832958e+00
9.999984690000000009e-01,4.985380384956851602e+06,3.529846695832137630e+04,5.068846193802569993e+06,-8.346580884571839124e+04,-1.646643154171218537e+00
9.999984710000000554e-01,4.984014665672619827e+06,2.089422205321240108e+04,5.082843085985754617e+06,-9.882842031313478947e+04,-1.944353163008734509e+00
9.999984729999999988e-01,4.998472003022545017e+06,2.516816137758232435e+04,5.096896093243598938e+06,-9.842409022105392069e+04,-1.931059382425394988e+00
9.999984750000000533e-01,4.999943297425610945e+06,2.211974859934713095e+04,5.111005515348452143e+06,-1.110622179228411987e+05,-2.173001331916374124e+00
9.999984769999999967e-01,5.009661618552423082e+06,2.333957314204361683e+04,5.125171650933993049e+06,-1.155100323815699667e+05,-2.253778804862463847e+00
9.999984790000000512e-01,5.068150290395958349e+06,1.810755268492142204e+04,5.139394801391138695e+06,-7.124451099518034607e+04,-1.386243200773285222e+00
9.999984809999999946e-01,5.103075976722049527e+06,2.110898665809843442e+04,5.153675270107742399e+06,-5.059929338569287211e+04,-9.818098877742261754e-01
9.999984830000000491e-01,5.028583216533278115e+06,2.690203803648897883e+04,5.168013363279422745e+06,-1.394301467461446300e+05,-2.697944779648704827e+00
9.999984849999999925e-01,5.045510404277767055e+06,3.016284546963951652e+04,5.182409385950570926e+06,-1.368989816728038713e+05,-2.641608786135939635e+00
9.999984870000000470e-01,5.096273477911203168e+06,2.548857415457220486e+04,5.196863649980580434e+06,-1.005901720693772659e+05,-1.935593828207387235e+00
9.999984889999999904e-01,5.130410843667181209e+06,2.375686383113408010e+04,5.211376466110059991e+06,-8.096562244287878275e+04,-1.553632192366139808e+00
9.999984910000000449e-01,5.090538043550733477e+06,2.154777685825575827e+04,5.225948147952396423e+06,-1.354101044016629457e+05,-2.591110752882586965e+00
9.999984929999999883e-01,5.156675077262545936e+06,2.589317717109866862e+04,5.240579011215297505e+06,-8.390393395275156945e+04,-1.601043201012518180e+00
9.999984950000000428e-01,5.159557481807174161e+06,2.556143336820153127e+04,5.255269373717604205e+06,-9.571189191043004394e+04,-1.821255678902011566e+00
9.999984969999999862e-01,5.117172688724033535e+06,2.419754471679286507e+04,5.270019555406227708e+06,-1.528468666821941733e+05,-2.900309288708366129e+00
9.999984990000000407e-01,5.195804241683446802e+06,3.231061879320172375e+04,5.284829878373203799e+06,-8.902563668975699693e+04,-1.684550661773831948e+00
9.999985009999999841e-01,5.214786770570363849e+06,2.197752796479747121e+04,5.299700666048406623e+06,-8.491389547804277390e+04,-1.602239462730953967e+00
9.999985030000000386e-01,5.206117361100218259e+06,1.705237547817837185e+04,5.314632247339778580e+06,-1.085148862395603210e+05,-2.041813641835276361e+00
9.999985049999999820e-01,5.193516613638148643e+06,2.174178795992050436e+04,5.329624948405243456e+06,-1.361083347670948133e+05,-2.553806995515168765e+00
9.999985070000000364e-01,5.239989744428403676e+06,2.314794489052701829e+04,5.344679100916109048e+06,-1.046893564877053723e+05,-1.958758505627793634e+00
9.999985089999999799e-01,5.208182455463379622e+06,2.747477665597000669e+04,5.359795037113973871e+06,-1.516125816505942494e+05,-2.828701108918360685e+00
9.999985110000000343e-01,5.254245348128921352e+06,2.284703995357733220e+04,5.374973094002598897e+06,-1.207277458736775443e+05,-2.246108841147236745e+00
9.999985129999999778e-01,5.296850670248409733e+06,2.553419014185241031e+04,5.390213608347450383e+06,-9.336293809904064983e+04,-1.732082341865931463e+00
9.999985150000000322e-01,5.293330888104390353e+06,2.185187942627019220e+04,5.405516920885097235e+06,-1.121860327807068825e+05,-2.075398790211123501e+00
9.999985169999999757e-01,5.323193004929658957e+06,1.831282328488460553e+04,5.420883371264175512e+06,-9.769036633451655507e+04,-1.802111568243068618e+00
9.999985190000000301e-01,5.341578965421037748e+06,2.094565835640069781e+04,5.436313307405453175e+06,-9.473434198441542685e+04,-1.742621085789268998e+00
9.999985209999999736e-01,5.334646059313855134e+06,2.459077402215305483e+04,5.451807072757160291e+06,-1.171610134433051571e+05,-2.149030805377581732e+00
9.999985230000000280e-01,5.343047942641496658e+06,2.429334047303633997e+04,5.467365019112814218e+06,-1.243170764713175595e+05,-2.273802389939759472e+00
9.999985249999999715e-01,5.405041248394988477e+06,2.183577924943200924e+04,5.482987497226133011e+06,-7.794624883114453405e+04,-1.421601797753102137e+00
9.999985270000000259e-01,5.419851141686268151e+06,1.920147858880428612e+04,5.498674861978273839e+06,-7.882372029200568795e+04,-1.433503930866118825e+00
9.999985289999999694e-01,5.349754990506830625e+06,2.173643450507834496e+04,5.514427467192620970e+06,-1.646724766857903451e+05,-2.986211672299402320e+00
9.999985310000000238e-01,5.443167500836914405e+06,1.896760896409038469e+04,5.530245675230471417e+06,-8.707817439355701208e+04,-1.574580579368710431e+00
9.999985329999999673e-01,5.442450231363897212e+06,1.772482319355737854e+04,5.546129843045962043e+06,-1.036796116820648313e+05,-1.869404695096778868e+00
9.999985350000000217e-01,5.481459869674946181e+06,2.297341981141428914e+04,5.562080339730903506e+06,-8.062047005595732480e+04,-1.449466119359537730e+00
9.999985369999999651e-01,5.453576984703494236e+06,1.467517168054378817e+04,5.578097528086185455e+06,-1.245205433826912194e+05,-2.232312051837026967e+00
9.999985390000000196e-01,5.437546739820658229e+06,2.673182727393227469e+04,5.594181777835924178e+06,-1.566350380152659491e+05,-2.799963323248664260e+00
9.999985409999999630e-01,5.479246340512335300e+06,2.551433786113359747e+04,5.610333460367280990e+06,-1.310871198549456894e+05,-2.336529918960718266e+00
9.999985430000000175e-01,5.521825706872079521e+06,2.721953328921898719e+04,5.626552950531648472e+06,-1.047272436595689505e+05,-1.861303796131046129e+00
9.999985449999999609e-01,5.538780717570809647e+06,2.211178658063500188e+04,5.642840621265736409e+06,-1.040599036949267611e+05,-1.844104958463017141e+00
9.999985470000000154e-01,5.547178269465009682e+06,2.667833976977777274e+04,5.659196857122923248e+06,-1.120185876579135656e+05,-1.979407864508580639e+00
9.999985489999999588e-01,5.560684298325512558e+06,2.052532306856150535e+04,5.675622036269100383e+06,-1.149377379435878247e+05,-2.025112616891993511e+00
9.999985510000000133e-01,5.581806098572116345e+06,2.313897471379551280e+04,5.692116544033364393e+06,-1.103104454612480476e+05,-1.937951280651105668e+00
9.999985529999999567e-01,5.590946331441811286e+06,2.342537165677417215e+04,5.708680767514778301e+06,-1.177344360729670152e+05,-2.062375544678102912e+00
9.999985550000000112e-01,5.575359003397830762e+06,3.048846894575369151e+04,5.725315097430264577e+06,-1.499560940324338153e+05,-2.619176263324610954e+00
9.999985569999999546e-01,5.653965482186509296e+06,2.566618501803319305e+04,5.742019922598715872e+06,-8.805444041220657527e+04,-1.533509837986682056e+00
9.999985590000000091e-01,5.630052279436343350e+06,1.937657721361269068e+04,5.758795643819537945e+06,-1.287433643831945956e+05,-2.235595293633395819e+00
9.999985609999999525e-01,5.641496279373657890e+06,3.219662343441764460e+04,5.775642654473925009e+06,-1.341463751002671197e+05,-2.322622487669917302e+00
9.999985630000000070e-01,5.736373857791364193e+06,2.383154614846727418e+04,5.792561359094485641e+06,-5.618750130312144756e+04,-9.699940634190343802e-01
9.999985649999999504e-01,5.669951274670966901e+06,2.158034884717212117e+04,5.809552158492441289e+06,-1.396008838214743882e+05,-2.402954307199134387e+00
9.999985670000000049e-01,5.721793815414439887e+06,2.323674849279719274e+04,5.826615460049723275e+06,-1.048216446352833882e+05,-1.799014288037276144e+00
9.999985689999999483e-01,5.738691752519343048e+06,1.753352665728595457e+04,5.843751672121539712e+06,-1.050599196021966636e+05,-1.797816291602536198e+00
9.999985710000000028e-01,5.750126472602431662e+06,2.257210699723752259e+04,5.860961209745976143e+06,-1.108347371435444802e+05,-1.891067577093693775e+00
9.999985729999999462e-01,5.805070242759174667e+06,2.618998584095672413e+04,5.878244484207268804e+06,-7.317424144809413701e+04,-1.244831541877631009e+00
9.999985750000000007e-01,5.752965665547244251e+06,2.420137915770299514e+04,5.895601917355175130e+06,-1.426362518079308793e+05,-2.419367077482716066e+00
9.999985770000000551e-01,5.774795169278275222e+06,2.409137052310646686e+04,5.913033928260873072e+06,-1.382387589825978503e+05,-2.337865140970978750e+00
9.999985789999999986e-01,5.871829248454334214e+06,4.476999338058828289e+04,5.930540938943151385e+06,-5.871169048881717026e+04,-9.899887901166710691e-01
9.999985810000000530e-01,5.874908018018499017e+06,1.926459838390160076e+04,5.948123379268425517e+06,-7.321536124992650002e+04,-1.230898496576435130e+00
9.999985829999999964e-01,5.893662968568835407e+06,2.785931135097944934e+04,5.965781677288647741e+06,-7.211870871981233358e+04,-1.208872744947467437e+00
9.999985850000000509e-01,5.849058651462985203e+06,2.435211672448176614e+04,5.983516268996741623e+06,-1.344576175337564200e+05,-2.247133817124240540e+00
9.999985869999999943e-01,5.877840682202707976e+06,2.665709779436984172e+04,6.001327587593613192e+06,-1.234869053909052163e+05,-2.057659802577457064e+00
9.999985890000000488e-01,5.813903160863730125e+06,2.974109450009479406e+04,6.019216073306852020e+06,-2.053129124431218952e+05,-3.410957671940269442e+00
9.999985909999999922e-01,5.906725251014802605e+06,3.083141615478842868e+04,6.037182168521170504e+06,-1.304569175063678995e+05,-2.160890857105340235e+00
9.999985930000000467e-01,5.868611484381405637e+06,2.736404435897503936e+04,6.055226319785120897e+06,-1.866148354037152603e+05,-3.081880437630571734e+00
9.999985949999999901e-01,5.993716025931322016e+06,2.812896175811465582e+04,6.073348971829974093e+06,-7.963294589865207672e+04,-1.311186731867602484e+00
9.999985970000000446e-01,5.989324457208232954e+06,2.855352669347843039e+04,6.091550582628710195e+06,-1.022261254204772413e+05,-1.678162629265457229e+00
9.999985989999999880e-01,6.039479082024724223e+06,2.467985461704910267e+04,6.109831603367028758e+06,-7.035252134230453521e+04,-1.151464163161786791e+00
9.999986010000000425e-01,6.001220939343528822e+06,3.081164606187267054e+04,6.128192493524726480e+06,-1.269715541811976582e+05,-2.071925030347210317e+00
9.999986029999999859e-01,6.034075622331929393e+06,2.502730877685105588e+04,6.146633714878169820e+06,-1.125580925462404266e+05,-1.831215227186697492e+00
9.999986050000000404e-01,5.985064808926871978e+06,3.018912666252862982e+04,6.165155732533886097e+06,-1.800909236070141196e+05,-2.921109075260886367e+00
9.999986069999999838e-01,6.008153263243412599e+06,2.530380509886778600e+04,6.183759013925621286e+06,-1.756057506822086871e+05,-2.839789685962055277e+00
9.999986090000000383e-01,6.082264945068618283e+06,3.922903259525150497e+04,6.202444034001936205e+06,-1.201790889333179221e+05,-1.937608598715175434e+00
9.999986109999999817e-01,6.056917758523736149e+06,2.617768969945219942e+04,6.221211263897907920e+06,-1.642935053741717711e+05,-2.640860411341078073e+00
9.999986130000000362e-01,6.131547439572573639e+06,3.414744849157556018e+04,6.240061186485622078e+06,-1.085137469130484387e+05,-1.738985302709234348e+00
9.999986149999999796e-01,6.155361121996374801e+06,2.379859556484585482e+04,6.258994280837902799e+06,-1.036331588415279984e+05,-1.655747779779956019e+00
9.999986170000000341e-01,6.195744104124200530e+06,3.097685348901178077e+04,6.278011033698107116e+06,-8.226692957390658557e+04,-1.310397976880373072e+00
9.999986189999999775e-01,6.126032359703198075e+06,3.240948816661451201e+04,6.297111933247533627e+06,-1.710795735443355516e+05,-2.716794228177340731e+00
9.999986210000000320e-01,6.184343783170706593e+06,2.680653598878088451e+04,6.316297475473619998e+06,-1.319536923029134050e+05,-2.089098761027226914e+00
9.999986229999999754e-01,6.213856742800317705e+06,2.954516570068831425e+04,6.335568152539456263e+06,-1.217114097391385585e+05,-1.921081216533887970e+00
9.999986250000000298e-01,6.200394983702298254e+06,2.531151243832751061e+04,6.354924468751937151e+06,-1.545294850496388972e+05,-2.431649436739685033e+00
9.999986269999999733e-01,6.266277364303267561e+06,2.645444551151228006e+04,6.374366924609921873e+06,-1.080895603066543117e+05,-1.695690906799639963e+00
9.999986290000000277e-01,6.277278951903360896e+06,1.861295222003434901e+04,6.393896028582932428e+06,-1.166170766795715317e+05,-1.823881341802443545e+00
9.999986309999999712e-01,6.272025522111617029e+06,3.068333061616699342e+04,6.413512291800139472e+06,-1.414867696885224432e+05,-2.206073103959235393e+00
9.999986330000000256e-01,6.354248384270818904e+06,3.538683912194329605e+04,6.433216228059104644e+06,-7.896784378828573972e+04,-1.227501781206416398e+00
9.999986349999999691e-01,6.298926005525027402e+06,3.136740474247718885e+04,6.453008358225199394e+06,-1.540823527001719922e+05,-2.387760005049024414e+00
9.999986370000000235e-01,6.357091932626881637e+06,2.419690488523850945e+04,6.472889204825783148e+06,-1.157972721989015117e+05,-1.788958045389843488e+00
9.999986389999999670e-01,6.352059306385143660e+06,2.238251828503463548e+04,6.492859290927606635e+06,-1.407999845424629748e+05,-2.168535898185889987e+00
9.999986410000000214e-01,6.433968523514089175e+06,3.478753024292339251e+04,6.512919151221524924e+06,-7.895062770743574947e+04,-1.212215688146969228e+00
9.999986429999999649e-01,6.397850182499309070e+06,2.772485284684971703e+04,6.533069316586187109e+06,-1.352191340868780389e+05,-2.069764264456571023e+00
9.999986450000000193e-01,6.418699150139399804e+06,2.598886870911014921e+04,6.553310325173429213e+06,-1.346111750340294093e+05,-2.054094318056989277e+00
9.999986469999999628e-01,6.423724113630017266e+06,2.982483740997170389e+04,6.573642721391147934e+06,-1.499186077611306682e+05,-2.280601701599689779e+00
9.999986490000000172e-01,6.415043038565783761e+06,2.805729460313562595e+04,6.594067051459017210e+06,-1.790240128932334483e+05,-2.714925576221161041e+00
9.999986509999999607e-01,6.489980506020354107e+06,3.608495478949568496e+04,6.614583862255924381e+06,-1.246033562355702743e+05,-1.883767124740541421e+00
9.999986530000000151e-01,6.555891549226846546e+06,2.556085675917403933e+04,6.635193712709410116e+06,-7.930216348256357014e+04,-1.195174804477281638e+00
9.999986549999999585e-01,6.498250923187892884e+06,4.099575806644941622e+04,6.655897157938025892e+06,-1.576462347501330078e+05,-2.368519690273749312e+00
9.999986570000000130e-01,6.509642931530610658e+06,3.146169070426433609e+04,6.676694761794960126e+06,-1.670518302643494681e+05,-2.502013888971604150e+00
9.999986589999999564e-01,6.598590116582249291e+06,2.502649387350515099e+04,6.697587090057515539e+06,-9.899697347526624799e+04,-1.478099084702101385e+00
9.999986610000000109e-01,6.573190538177483715e+06,3.273832705548279773e+04,6.718574716232584789e+06,-1.453841780551010743e+05,-2.163913987647438031e+00
9.999986629999999543e-01,6.610244734144951217e+06,2.245522483955445205e+04,6.739658214658495970e+06,-1.294134805135447532e+05,-1.920178685501817251e+00
9.999986650000000088e-01,6.681738487464429811e+06,3.315922019740476389e+04,6.760838166337601840e+06,-7.909967887317202985e+04,-1.169968529449669337e+00
9.999986669999999522e-01,6.608401073600742966e+06,2.911103300014925480e+04,6.782115151948561892e+06,-1.737140783478189260e+05,-2.561355483589943471e+00
9.999986690000000067e-01,6.736474270659755915e+06,2.971529728563873869e+04,6.803489764818309806e+06,-6.701549415855389088e+04,-9.850164617737698913e-01
9.999986709999999501e-01,6.752849747953720391e+06,2.678733392036786972e+04,6.824962593287754804e+06,-7.211284533403441310e+04,-1.056604257508404254e+00
9.999986730000000046e-01,6.685354789558434859e+06,4.228223650806349178e+04,6.846534238480567001e+06,-1.611794489221321419e+05,-2.354175752400856414e+00
9.999986749999999480e-01,6.663138984409335069e+06,2.912408880048485662e+04,6.868205301314475015e+06,-2.050663169051399454e+05,-2.985733651058643190e+00
9.999986770000000025e-01,6.772954937496460043e+06,3.130440358162893608e+04,6.889976389677499421e+06,-1.170214521810393780e+05,-1.698430380057032840e+00
9.999986789999999459e-01,6.762245658818766475e+06,3.576074189898645272e+04,6.911848111246781424e+06,-1.496024524280149490e+05,-2.164434895271869497e+00
9.999986810000000004e-01,6.727216408944886178e+06,3.540527187383322598e+04,6.933821086824384518e+06,-2.066046778794983402e+05,-2.979665545049721587e+00
9.999986830000000548e-01,6.832983927782567218e+06,3.372617174662130128e+04,6.955895934660204686e+06,-1.229120068776374683e+05,-1.767019058827275613e+00
9.999986849999999983e-01,6.856315015008042566e+06,1.912046475822595312e+04,6.978073276476015337e+06,-1.217582614679727703e+05,-1.744869344929861565e+00
9.999986870000000527e-01,6.878689729627936147e+06,3.626663557218597998e+04,7.000353749837419018e+06,-1.216640202094828710e+05,-1.737969602069159514e+00
9.999986889999999962e-01,6.887120110878739506e+06,3.301585025409980881e+04,7.022737984866899438e+06,-1.356178739881599322e+05,-1.931125357095752060e+00
9.999986910000000506e-01,6.936919120203054510e+06,3.990285478627258271e+04,7.045226622710589319e+06,-1.083075025075348094e+05,-1.537317510247306229e+00
9.999986929999999941e-01,6.939486039339244366e+06,3.419006420955175417e+04,7.067820308208665811e+06,-1.283342688694214448e+05,-1.815754550527723721e+00
9.999986950000000485e-01,6.951707260303181596e+06,4.055474015413394227e+04,7.090519691170838661e+06,-1.388124308676570654e+05,-1.957718713347728290e+00
9.999986969999999920e-01,7.045322320567649789e+06,3.864877984085929347e+04,7.113325425157397054e+06,-6.800310458974726498e+04,-9.559959727027750320e-01
9.999986990000000464e-01,6.960184445326402783e+06,4.574654079931046726e+04,7.136238173850274645e+06,-1.760537285238718614e+05,-2.467038294335460957e+00
9.999987009999999898e-01,7.046812741216178983e+06,3.724768743591152452e+04,7.159258597173903137e+06,-1.124458559577241540e+05,-1.570635484547405980e+00
9.999987030000000443e-01,7.014225117988802493e+06,3.348176665251387021e+04,7.182387370376149192e+06,-1.681622523873466998e+05,-2.341314158032385073e+00
9.999987049999999877e-01,7.069742952045447193e+06,2.870458932765317513e+04,7.205625164983210154e+06,-1.358822129377629608e+05,-1.885779648906835471e+00
9.999987070000000422e-01,7.125826698785239831e+06,2.780591967107936216e+04,7.228972662881504744e+06,-1.031459640962649137e+05,-1.426841252642812030e+00
9.999987089999999856e-01,7.080981508224685676e+06,2.857189206346266292e+04,7.252430549982430413e+06,-1.714490417577447370e+05,-2.364021834833841762e+00
9.999987110000000401e-01,7.096205925355543382e+06,4.121130508276511682e+04,7.275999517548786476e+06,-1.797935921932430938e+05,-2.471050084041426675e+00
9.999987129999999835e-01,7.131602082762540318e+06,3.207591417614266538e+04,7.299680260931393132e+06,-1.680781781688528135e+05,-2.302541647863999508e+00
9.999987150000000380e-01,7.117955390703033656e+06,3.727456705399836210e+04,7.323473486187186092e+06,-2.055180954841524363e+05,-2.806292613358680299e+00
9.999987169999999814e-01,7.250889655053914525e+06,3.319689779115459532e+04,7.347379896995475516e+06,-9.649024194156099111e+04,-1.313260554024411109e+00
9.999987190000000359e-01,7.230185653627205640e+06,4.165787276558815938e+04,7.371400207844641060e+06,-1.412145542174354196e+05,-1.915708688115386193e+00
9.999987209999999793e-01,7.252415563372381032e+06,4.250911581939438474e+04,7.395535137517012656e+06,-1.431195741446316242e+05,-1.935215930739026868e+00
9.999987230000000338e-01,7.222384816123453900e+06,3.623396369465245516e+04,7.419785410455258563e+06,-1.974005943318046629e+05,-2.660462310050725421e+00
9.999987249999999772e-01,7.308782855817516334e+06,3.561508749011160398e+04,7.444151755464287475e+06,-1.353688996467711404e+05,-1.818459699554153763e+00
9.999987270000000317e-01,7.370357289582914673e+06,3.284406692824356287e+04,7.468634912523155101e+06,-9.827762294024042785e+04,-1.315871294973219641e+00
9.999987289999999751e-01,7.325033719208214432e+06,2.625909980216920303e+04,7.493235617959590629e+06,-1.682018987513761967e+05,-2.244716532711640511e+00
9.999987310000000296e-01,7.323242920454766601e+06,3.119825671948801028e+04,7.517954624843626283e+06,-1.947117043888596818e+05,-2.589955833803794683e+00
9.999987329999999730e-01,7.409659220252374187e+06,2.746606436394269258e+04,7.542792682640138082e+06,-1.331334623877638951e+05,-1.765042047280084514e+00
9.999987350000000275e-01,7.398982170799076557e+06,2.847342088584837256e+04,7.567750552262475714e+06,-1.687683814633991569e+05,-2.230099688115958045e+00
9.999987369999999709e-01,7.521827878761156462e+06,2.686434113996133601e+04,7.592828999306843616e+06,-7.100112054568715394e+04,-9.351075936540769185e-01
9.999987390000000254e-01,7.461028681453184225e+06,3.430314325689024554e+04,7.618028795474614948e+06,-1.570001140214307234e+05,-2.060902081581714285e+00
9.999987409999999688e-01,7.521888724115651101e+06,2.947543016658551278e+04,7.643350717226145789e+06,-1.214619931104946882e+05,-1.589119714692021290e+00
9.999987430000000233e-01,7.574580918254069053e+06,2.571875326614472942e+04,7.668795552862886339e+06,-9.421463460881728679e+04,-1.228545394897708976e+00
9.999987449999999667e-01,7.480022827103700489e+06,2.915211559471749933e+04,7.694364088541054167e+06,-2.143412614373536780e+05,-2.785691695517301891e+00
9.999987470000000211e-01,7.519327934622989967e+06,3.765156469223953172e+04,7.720057122378109954e+06,-2.007291877551199868e+05,-2.600099773527151825e+00
9.999987489999999646e-01,7.583921360597168095e+06,3.575979795056297735e+04,7.745875457490790635e+06,-1.619540968936225399e+05,-2.090843027136485510e+00
