y5_lab bin centers    value    Error 
-inf   3.727899e-03   1.906321e-04
-1.996000e-01   2.195382e-02   1.477333e-03
-1.988000e-01   3.733663e-02   9.292495e-03
-1.980000e-01   3.940363e-02   7.159864e-03
-1.972000e-01   2.479667e-02   2.571820e-03
-1.964000e-01   2.299343e-02   1.883730e-03
-1.956000e-01   2.449320e-02   1.965383e-03
-1.948000e-01   3.075394e-02   3.599670e-03
-1.940000e-01   4.345371e-02   6.910637e-03
-1.932000e-01   2.892054e-02   2.880922e-03
-1.924000e-01   2.495186e-02   3.028575e-03
-1.916000e-01   2.594949e-02   2.585092e-03
-1.908000e-01   5.358219e-02   3.629923e-03
-1.900000e-01   5.843553e-02   3.251539e-03
-1.892000e-01   5.199837e-02   1.980897e-03
-1.884000e-01   5.079390e-02   2.467124e-03
-1.876000e-01   5.557436e-02   2.196114e-03
-1.868000e-01   5.920773e-02   2.589825e-03
-1.860000e-01   5.780028e-02   3.635082e-03
-1.852000e-01   5.353643e-02   1.748907e-03
-1.844000e-01   5.507549e-02   1.779377e-03
-1.836000e-01   6.420371e-02   3.720968e-03
-1.828000e-01   6.516249e-02   4.143839e-03
-1.820000e-01   6.102523e-02   2.325104e-03
-1.812000e-01   6.800217e-02   3.775138e-03
-1.804000e-01   6.954219e-02   3.457809e-03
-1.796000e-01   7.117237e-02   5.777462e-03
-1.788000e-01   6.235263e-02   2.092449e-03
-1.780000e-01   7.233777e-02   4.248918e-03
-1.772000e-01   6.687031e-02   2.683618e-03
-1.764000e-01   7.718240e-02   6.795952e-03
-1.756000e-01   8.416955e-02   7.202748e-03
-1.748000e-01   6.995749e-02   3.903131e-03
-1.740000e-01   8.043225e-02   5.950742e-03
-1.732000e-01   7.845113e-02   5.860771e-03
-1.724000e-01   7.774688e-02   5.694378e-03
-1.716000e-01   7.296826e-02   3.481551e-03
-1.708000e-01   7.898416e-02   5.241906e-03
-1.700000e-01   7.253291e-02   3.057244e-03
-1.692000e-01   8.208505e-02   3.428987e-03
-1.684000e-01   7.865362e-02   3.349967e-03
-1.676000e-01   8.716776e-02   5.165680e-03
-1.668000e-01   8.365207e-02   3.605436e-03
-1.660000e-01   7.263388e-02   1.657613e-03
-1.652000e-01   9.861528e-02   5.890222e-03
-1.644000e-01   9.968143e-02   9.176284e-03
-1.636000e-01   9.998992e-02   1.007411e-02
-1.628000e-01   1.032093e-01   7.451022e-03
-1.620000e-01   9.613776e-02   7.080419e-03
-1.612000e-01   9.215276e-02   3.494489e-03
-1.604000e-01   1.000992e-01   7.103223e-03
-1.596000e-01   1.171542e-01   1.187581e-02
-1.588000e-01   9.169665e-02   3.474376e-03
-1.580000e-01   9.407678e-02   7.851004e-03
-1.572000e-01   1.005711e-01   4.534588e-03
