th5_cms bin center    K_th5    Error 
-inf   0.000000e+00   0.000000e+00
 1.250000e-01   2.000000e-01   2.445899e-01
 1.375000e+00   1.000000e+00   5.888226e-01
 2.625000e+00   1.000000e+00   5.176801e-01
 3.875000e+00   1.000000e+00   5.180779e-01
 5.125000e+00   1.000000e+00   5.260800e-01
 6.375000e+00   1.000000e+00   5.208464e-01
 7.625000e+00   1.000000e+00   5.348584e-01
 8.875000e+00   1.000000e+00   5.487134e-01
 1.012500e+01   1.000000e+00   5.909870e-01
 1.137500e+01   1.000000e+00   5.648074e-01
 inf   1.000000e+00   1.191626e+00
