x5_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
-1.996000e-01   0.000000e+00   0.000000e+00
-1.988000e-01   0.000000e+00   0.000000e+00
-1.980000e-01   0.000000e+00   0.000000e+00
-1.972000e-01   0.000000e+00   0.000000e+00
-1.964000e-01   0.000000e+00   0.000000e+00
-1.956000e-01   0.000000e+00   0.000000e+00
-1.948000e-01   0.000000e+00   0.000000e+00
-1.940000e-01   0.000000e+00   0.000000e+00
-1.932000e-01   0.000000e+00   0.000000e+00
-1.924000e-01   0.000000e+00   0.000000e+00
-1.916000e-01   0.000000e+00   0.000000e+00
-1.908000e-01   7.198025e-03   1.020005e-03
-1.900000e-01   8.779068e-03   6.877710e-04
-1.892000e-01   8.739030e-03   4.041231e-04
-1.884000e-01   7.413571e-03   4.990818e-04
-1.876000e-01   1.477770e-02   4.041855e-03
-1.868000e-01   9.607424e-03   3.980206e-04
-1.860000e-01   8.839612e-03   5.036109e-04
-1.852000e-01   1.096279e-02   7.165812e-04
-1.844000e-01   9.423536e-03   6.479144e-04
-1.836000e-01   8.977921e-03   5.185576e-04
-1.828000e-01   9.213839e-03   5.341163e-04
-1.820000e-01   9.436707e-03   7.056835e-04
-1.812000e-01   9.508304e-03   6.677625e-04
-1.804000e-01   1.151530e-02   1.046890e-03
-1.796000e-01   1.020668e-02   5.070866e-04
-1.788000e-01   1.126027e-02   8.245434e-04
-1.780000e-01   1.073363e-02   7.002237e-04
-1.772000e-01   1.032046e-02   7.604027e-04
-1.764000e-01   1.022689e-02   1.013308e-03
-1.756000e-01   9.442679e-03   7.786395e-04
-1.748000e-01   1.104830e-02   5.081284e-04
-1.740000e-01   1.134707e-02   7.473389e-04
-1.732000e-01   1.125033e-02   7.325932e-04
-1.724000e-01   1.143297e-02   1.137742e-03
-1.716000e-01   1.113241e-02   6.748933e-04
-1.708000e-01   1.536188e-02   1.443269e-03
-1.700000e-01   1.258583e-02   8.690647e-04
-1.692000e-01   1.290495e-02   7.389228e-04
-1.684000e-01   1.335463e-02   1.085929e-03
-1.676000e-01   1.197817e-02   5.947259e-04
-1.668000e-01   1.481098e-02   1.471502e-03
-1.660000e-01   1.225154e-02   8.620418e-04
-1.652000e-01   1.364637e-02   9.547868e-04
-1.644000e-01   1.361008e-02   6.739361e-04
-1.636000e-01   1.813918e-02   2.047070e-03
-1.628000e-01   1.496796e-02   8.891340e-04
-1.620000e-01   1.564255e-02   1.941549e-03
-1.612000e-01   1.324656e-02   6.394665e-04
-1.604000e-01   1.385646e-02   6.858515e-04
-1.596000e-01   1.454962e-02   8.325352e-04
-1.588000e-01   1.471236e-02   8.352155e-04
-1.580000e-01   1.611803e-02   7.427149e-04
-1.572000e-01   1.521588e-02   7.135125e-04
-1.564000e-01   1.438929e-02   9.627400e-04
-1.556000e-01   1.509664e-02   1.666185e-03
-1.548000e-01   1.642965e-02   9.393911e-04
-1.540000e-01   1.561779e-02   6.800915e-04
-1.532000e-01   1.551550e-02   9.428238e-04
-1.524000e-01   1.573235e-02   9.870660e-04
-1.516000e-01   1.684697e-02   9.612365e-04
-1.508000e-01   1.548268e-02   5.008499e-04
-1.500000e-01   1.941641e-02   1.294241e-03
-1.492000e-01   1.864372e-02   1.603909e-03
-1.484000e-01   2.112753e-02   1.878125e-03
-1.476000e-01   1.927410e-02   1.285832e-03
-1.468000e-01   1.883462e-02   9.049238e-04
-1.460000e-01   2.151813e-02   1.257374e-03
-1.452000e-01   2.171376e-02   1.540360e-03
-1.444000e-01   2.230429e-02   1.684071e-03
-1.436000e-01   2.351351e-02   1.761588e-03
