x5_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
-1.996000e-01   0.000000e+00   0.000000e+00
-1.988000e-01   0.000000e+00   0.000000e+00
-1.980000e-01   0.000000e+00   0.000000e+00
-1.972000e-01   0.000000e+00   0.000000e+00
-1.964000e-01   0.000000e+00   0.000000e+00
-1.956000e-01   0.000000e+00   0.000000e+00
-1.948000e-01   0.000000e+00   0.000000e+00
-1.940000e-01   0.000000e+00   0.000000e+00
-1.932000e-01   0.000000e+00   0.000000e+00
-1.924000e-01   0.000000e+00   0.000000e+00
-1.916000e-01   0.000000e+00   0.000000e+00
-1.908000e-01   2.342340e-01   8.896166e-03
-1.900000e-01   3.075389e-01   1.358437e-02
-1.892000e-01   3.345660e-01   1.297523e-02
-1.884000e-01   3.353053e-01   1.304799e-02
-1.876000e-01   3.616662e-01   2.172475e-02
-1.868000e-01   3.815708e-01   2.446798e-02
-1.860000e-01   3.355362e-01   1.576264e-02
-1.852000e-01   3.310875e-01   1.301266e-02
-1.844000e-01   3.583701e-01   1.797624e-02
-1.836000e-01   4.526436e-01   3.202377e-02
-1.828000e-01   3.696143e-01   1.694439e-02
-1.820000e-01   3.907715e-01   2.291382e-02
-1.812000e-01   3.657349e-01   1.805168e-02
-1.804000e-01   3.625687e-01   1.825240e-02
-1.796000e-01   4.099998e-01   2.474046e-02
-1.788000e-01   4.276507e-01   2.440476e-02
-1.780000e-01   4.147754e-01   2.213831e-02
-1.772000e-01   3.776945e-01   1.525832e-02
-1.764000e-01   3.812301e-01   1.544607e-02
-1.756000e-01   4.198361e-01   1.652827e-02
-1.748000e-01   3.927084e-01   1.391121e-02
-1.740000e-01   4.191131e-01   1.514640e-02
-1.732000e-01   4.400229e-01   1.935006e-02
-1.724000e-01   4.923699e-01   2.593294e-02
-1.716000e-01   4.445695e-01   2.762183e-02
-1.708000e-01   4.406439e-01   1.596602e-02
-1.700000e-01   4.508076e-01   2.094925e-02
-1.692000e-01   4.843302e-01   2.187861e-02
-1.684000e-01   4.674125e-01   2.049040e-02
-1.676000e-01   5.101135e-01   3.509273e-02
-1.668000e-01   4.802383e-01   1.930788e-02
-1.660000e-01   4.688885e-01   2.166227e-02
-1.652000e-01   4.886530e-01   2.577749e-02
-1.644000e-01   5.164576e-01   1.889635e-02
-1.636000e-01   5.562287e-01   3.268555e-02
-1.628000e-01   5.128467e-01   2.093227e-02
-1.620000e-01   5.394855e-01   2.836644e-02
-1.612000e-01   5.257419e-01   2.052927e-02
-1.604000e-01   6.263477e-01   3.367343e-02
-1.596000e-01   5.948013e-01   2.566141e-02
-1.588000e-01   5.561346e-01   2.769174e-02
-1.580000e-01   5.757549e-01   2.739291e-02
-1.572000e-01   5.653126e-01   2.610838e-02
-1.564000e-01   5.545088e-01   3.046585e-02
-1.556000e-01   5.821422e-01   2.592284e-02
-1.548000e-01   6.217607e-01   2.534395e-02
-1.540000e-01   6.170542e-01   2.313661e-02
-1.532000e-01   7.473952e-01   6.657568e-02
-1.524000e-01   6.599721e-01   3.623250e-02
-1.516000e-01   6.247043e-01   1.800229e-02
-1.508000e-01   6.384479e-01   3.680747e-02
-1.500000e-01   6.579388e-01   3.261878e-02
-1.492000e-01   6.686132e-01   3.060187e-02
-1.484000e-01   6.753070e-01   2.803184e-02
-1.476000e-01   6.661678e-01   2.890733e-02
-1.468000e-01   7.701715e-01   3.424554e-02
-1.460000e-01   6.880166e-01   2.981563e-02
-1.452000e-01   7.796352e-01   3.281977e-02
-1.444000e-01   7.233249e-01   2.818953e-02
-1.436000e-01   7.839025e-01   4.156147e-02
