th3_lab bin center    K_th3    Error 
-inf   0.000000e+00   0.000000e+00
 3.035500e-01   8.179149e-03   2.765207e-06
 3.206500e-01   1.038549e-02   2.205470e-06
 3.377500e-01   1.056264e-02   2.121089e-06
 3.548500e-01   1.072452e-02   2.547579e-06
 3.719500e-01   1.087675e-02   2.405362e-06
 3.890500e-01   1.102809e-02   2.885374e-06
 4.061500e-01   1.117481e-02   3.228586e-06
 4.232500e-01   1.131376e-02   3.663140e-06
 4.403500e-01   1.144747e-02   4.253567e-06
 4.574500e-01   1.156978e-02   4.526051e-06
 4.745500e-01   1.168998e-02   4.727979e-06
 4.916500e-01   1.180926e-02   5.399332e-06
 5.087500e-01   1.192109e-02   5.728818e-06
 5.258500e-01   1.203827e-02   6.167424e-06
 5.429500e-01   1.213802e-02   6.773068e-06
 5.600500e-01   1.223789e-02   7.674963e-06
 5.771500e-01   1.232961e-02   8.233662e-06
 5.942500e-01   1.244385e-02   9.037490e-06
 6.113500e-01   1.252240e-02   9.162837e-06
 6.284500e-01   1.260061e-02   9.921172e-06
 6.455500e-01   1.268854e-02   1.075682e-05
 6.626500e-01   1.279918e-02   1.193652e-05
 6.797500e-01   1.283971e-02   1.240287e-05
 6.968500e-01   1.294480e-02   1.412114e-05
 7.139500e-01   1.301890e-02   1.339762e-05
 7.310500e-01   1.306862e-02   1.486473e-05
 7.481500e-01   1.316318e-02   1.735051e-05
 7.652500e-01   1.321173e-02   1.895589e-05
 7.823500e-01   1.325096e-02   1.979761e-05
 7.994500e-01   1.336474e-02   2.016348e-05
 8.165500e-01   1.338806e-02   2.470973e-05
 8.336500e-01   1.344999e-02   2.957968e-05
 8.507500e-01   1.353991e-02   2.815512e-05
 8.678500e-01   1.355933e-02   2.999125e-05
 8.849500e-01   1.362385e-02   2.953466e-05
 9.020500e-01   1.366858e-02   3.144427e-05
 9.191500e-01   1.372320e-02   3.444128e-05
 9.362500e-01   1.378945e-02   3.702866e-05
 9.533500e-01   1.384604e-02   4.164910e-05
 9.704500e-01   1.385921e-02   4.154048e-05
 9.875500e-01   1.390954e-02   5.386524e-05
 1.004650e+00   1.396425e-02   5.515774e-05
 1.021750e+00   1.405460e-02   4.647885e-05
 1.038850e+00   1.404441e-02   5.168190e-05
 1.055950e+00   1.411725e-02   5.891617e-05
 1.073050e+00   1.416593e-02   5.898039e-05
 1.090150e+00   1.406336e-02   5.528763e-05
 1.107250e+00   1.419671e-02   6.252741e-05
 1.124350e+00   1.433355e-02   7.982118e-05
 1.141450e+00   1.422539e-02   6.916356e-05
 1.158550e+00   1.428119e-02   8.070385e-05
 1.175650e+00   1.445054e-02   1.009963e-04
 1.192750e+00   1.443648e-02   8.750255e-05
 1.209850e+00   1.443735e-02   9.142887e-05
 1.226950e+00   1.453095e-02   9.387904e-05
 1.244050e+00   1.462000e-02   1.114934e-04
 1.261150e+00   1.468789e-02   1.477755e-04
 1.278250e+00   1.456258e-02   1.240175e-04
 1.295350e+00   1.459626e-02   1.298592e-04
 1.312450e+00   1.473943e-02   1.545454e-04
 1.329550e+00   1.474067e-02   1.440820e-04
 1.346650e+00   1.449990e-02   1.586681e-04
 1.363750e+00   1.467201e-02   1.493169e-04
 1.380850e+00   1.449236e-02   1.929619e-04
 1.397950e+00   1.514975e-02   2.840946e-04
 1.415050e+00   1.482150e-02   2.071083e-04
 1.432150e+00   1.478272e-02   1.845382e-04
 1.449250e+00   1.484468e-02   1.588513e-04
 1.466350e+00   1.470589e-02   2.478752e-04
 1.483450e+00   1.490615e-02   2.683569e-04
 1.500550e+00   1.491074e-02   2.154723e-04
 1.517650e+00   1.509751e-02   2.318268e-04
 1.534750e+00   1.481066e-02   2.132476e-04
 1.551850e+00   1.527221e-02   2.058961e-04
 1.568950e+00   1.489859e-02   2.430788e-04
 1.586050e+00   1.504501e-02   2.126399e-04
 1.603150e+00   1.496931e-02   2.888759e-04
 1.620250e+00   1.507638e-02   2.407966e-04
 1.637350e+00   1.497302e-02   2.176738e-04
 1.654450e+00   1.503733e-02   2.701855e-04
 1.671550e+00   1.488812e-02   3.852191e-04
 1.688650e+00   1.500242e-02   3.573276e-04
 1.705750e+00   1.516679e-02   2.579767e-04
 1.722850e+00   1.536830e-02   3.039085e-04
 1.739950e+00   1.518382e-02   3.025565e-04
 1.757050e+00   1.558939e-02   2.356769e-04
 1.774150e+00   1.522521e-02   3.156196e-04
 1.791250e+00   1.505005e-02   3.433153e-04
 1.808350e+00   1.487305e-02   3.290390e-04
 1.825450e+00   1.549968e-02   3.227245e-04
 1.842550e+00   1.580025e-02   3.539469e-04
 1.859650e+00   1.600096e-02   3.395479e-04
 1.876750e+00   1.534702e-02   3.889983e-04
 1.893850e+00   1.597679e-02   4.970370e-04
 1.910950e+00   1.558054e-02   4.429180e-04
 1.928050e+00   1.545374e-02   4.519813e-04
 1.945150e+00   1.500968e-02   4.022338e-04
 1.962250e+00   1.505139e-02   4.916919e-04
 1.979350e+00   1.617764e-02   5.890471e-04
 1.996450e+00   1.313582e-02   4.271653e-04
 inf   0.000000e+00   0.000000e+00
