y5_lab bin center    K_y5    Error 
-inf   1.000000e+00   1.004738e-01
-1.890900e-01   1.000000e+00   5.048572e-02
-1.852700e-01   1.000000e+00   4.341486e-02
-1.814500e-01   1.000000e+00   5.229848e-02
-1.776300e-01   1.000000e+00   4.196284e-02
-1.738100e-01   1.000000e+00   3.784187e-02
-1.699900e-01   1.000000e+00   4.023010e-02
-1.661700e-01   1.000000e+00   3.668874e-02
-1.623500e-01   1.000000e+00   4.938743e-02
-1.585300e-01   1.000000e+00   3.753702e-02
-1.547100e-01   1.000000e+00   3.997523e-02
-1.508900e-01   1.000000e+00   4.518383e-02
-1.470700e-01   1.000000e+00   5.845370e-02
-1.432500e-01   1.000000e+00   3.521716e-02
-1.394300e-01   1.000000e+00   4.102533e-02
-1.356100e-01   1.000000e+00   2.284001e-02
-1.317900e-01   1.000000e+00   3.555948e-02
-1.279700e-01   1.000000e+00   2.690151e-02
-1.241500e-01   1.000000e+00   4.383124e-02
-1.203300e-01   1.000000e+00   3.999297e-02
-1.165100e-01   1.000000e+00   3.489666e-02
-1.126900e-01   1.000000e+00   3.401555e-02
-1.088700e-01   1.000000e+00   3.158993e-02
-1.050500e-01   1.000000e+00   5.200580e-02
-1.012300e-01   1.000000e+00   3.173689e-02
-9.741000e-02   1.000000e+00   3.381630e-02
-9.359000e-02   1.000000e+00   3.480281e-02
-8.977000e-02   1.000000e+00   2.746797e-02
-8.595000e-02   1.000000e+00   2.616382e-02
-8.213000e-02   1.000000e+00   4.087474e-02
-7.831000e-02   1.000000e+00   3.047772e-02
-7.449000e-02   1.000000e+00   3.322202e-02
-7.067000e-02   1.000000e+00   3.197600e-02
-6.685000e-02   1.000000e+00   3.654869e-02
-6.303000e-02   1.000000e+00   2.228301e-02
-5.921000e-02   1.000000e+00   2.368774e-02
-5.539000e-02   1.000000e+00   2.471264e-02
-5.157000e-02   1.000000e+00   2.941126e-02
-4.775000e-02   1.000000e+00   3.674643e-02
-4.393000e-02   1.000000e+00   2.883157e-02
-4.011000e-02   1.000000e+00   3.267545e-02
-3.629000e-02   1.000000e+00   3.733953e-02
-3.247000e-02   1.000000e+00   3.999087e-02
-2.865000e-02   1.000000e+00   2.590374e-02
-2.483000e-02   1.000000e+00   2.948342e-02
-2.101000e-02   1.000000e+00   3.326318e-02
-1.719000e-02   1.000000e+00   3.475627e-02
-1.337000e-02   1.000000e+00   3.302183e-02
-9.550000e-03   1.000000e+00   4.009938e-02
-5.730000e-03   1.000000e+00   3.238119e-02
-1.910000e-03   8.008903e-01   2.755267e-02
 1.910000e-03   1.000000e+00   3.729868e-02
 5.730000e-03   1.000000e+00   3.808999e-02
 9.550000e-03   1.000000e+00   3.979597e-02
 1.337000e-02   1.000000e+00   2.873768e-02
 1.719000e-02   1.000000e+00   3.174080e-02
 2.101000e-02   1.000000e+00   3.640077e-02
 2.483000e-02   1.000000e+00   3.129156e-02
 2.865000e-02   1.000000e+00   4.356572e-02
 3.247000e-02   1.000000e+00   2.803945e-02
 3.629000e-02   1.000000e+00   3.096358e-02
 4.011000e-02   1.000000e+00   5.177034e-02
 4.393000e-02   1.000000e+00   2.883643e-02
 4.775000e-02   1.000000e+00   3.921475e-02
 5.157000e-02   1.000000e+00   3.478055e-02
 5.539000e-02   1.000000e+00   3.884933e-02
 5.921000e-02   1.000000e+00   2.519257e-02
 6.303000e-02   1.000000e+00   3.354641e-02
 6.685000e-02   1.000000e+00   2.422818e-02
 7.067000e-02   1.000000e+00   2.751080e-02
 7.449000e-02   1.000000e+00   3.640590e-02
 7.831000e-02   1.000000e+00   4.159148e-02
 8.213000e-02   1.000000e+00   3.083654e-02
 8.595000e-02   1.000000e+00   2.790904e-02
 8.977000e-02   1.000000e+00   3.346199e-02
 9.359000e-02   1.000000e+00   2.611543e-02
 9.741000e-02   1.000000e+00   2.779490e-02
 1.012300e-01   1.000000e+00   3.118433e-02
 1.050500e-01   1.000000e+00   2.847045e-02
 1.088700e-01   1.000000e+00   3.352098e-02
 1.126900e-01   1.000000e+00   4.573345e-02
 1.165100e-01   1.000000e+00   3.640202e-02
 1.203300e-01   1.000000e+00   3.621301e-02
 1.241500e-01   1.000000e+00   2.715866e-02
 1.279700e-01   1.000000e+00   2.968824e-02
 1.317900e-01   1.000000e+00   2.723942e-02
 1.356100e-01   1.000000e+00   5.582689e-02
 1.394300e-01   1.000000e+00   3.814095e-02
 1.432500e-01   1.000000e+00   3.455921e-02
 1.470700e-01   1.000000e+00   3.857549e-02
 1.508900e-01   1.000000e+00   3.559393e-02
 1.547100e-01   1.000000e+00   3.415188e-02
 1.585300e-01   1.000000e+00   3.736826e-02
 1.623500e-01   1.000000e+00   3.734496e-02
 1.661700e-01   1.000000e+00   3.611264e-02
 1.699900e-01   1.000000e+00   3.823861e-02
 1.738100e-01   1.000000e+00   3.483538e-02
 1.776300e-01   1.000000e+00   3.859261e-02
 1.814500e-01   1.000000e+00   3.733370e-02
 1.852700e-01   1.000000e+00   3.657829e-02
 1.890900e-01   1.000000e+00   4.895794e-02
 inf   1.000000e+00   5.702642e-02
