th3_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
 7.793500e-05   4.716578e+01   1.171077e+00
 9.380500e-05   8.610683e+01   2.089995e+00
 1.096750e-04   9.712997e+01   1.243659e+00
 1.255450e-04   1.172682e+02   1.738712e+00
 1.414150e-04   1.331924e+02   1.611358e+00
 1.572850e-04   1.463022e+02   1.286103e+00
 1.731550e-04   1.657831e+02   1.363927e+00
 1.890250e-04   1.848191e+02   1.565706e+00
 2.048950e-04   2.043694e+02   1.734066e+00
 2.207650e-04   2.312066e+02   1.938240e+00
 2.366350e-04   2.551608e+02   1.572568e+00
 2.525050e-04   2.866396e+02   1.663619e+00
 2.683750e-04   3.306173e+02   2.183041e+00
 2.842450e-04   3.867148e+02   2.594072e+00
 3.001150e-04   4.780483e+02   2.729281e+00
 3.159850e-04   8.237655e+03   2.573007e+00
 3.318550e-04   1.504783e+04   3.213886e+00
 3.477250e-04   1.327703e+04   2.677938e+00
 3.635950e-04   1.176871e+04   3.337745e+00
 3.794650e-04   1.048619e+04   4.016291e+00
 3.953350e-04   9.369338e+03   4.341490e+00
 4.112050e-04   8.423002e+03   7.765652e+00
 4.270750e-04   7.618781e+03   9.878554e+00
 4.429450e-04   6.898175e+03   7.456339e+00
 4.588150e-04   6.255009e+03   5.999504e+00
 4.746850e-04   5.704679e+03   9.989026e+00
 4.905550e-04   5.242755e+03   1.172807e+02
 5.064250e-04   4.071916e+02   3.050657e+01
 5.222950e-04   0.000000e+00   0.000000e+00
 5.381650e-04   0.000000e+00   0.000000e+00
 5.540350e-04   0.000000e+00   0.000000e+00
 5.699050e-04   0.000000e+00   0.000000e+00
 5.857750e-04   0.000000e+00   0.000000e+00
 6.016450e-04   0.000000e+00   0.000000e+00
 6.175150e-04   0.000000e+00   0.000000e+00
 6.333850e-04   0.000000e+00   0.000000e+00
 6.492550e-04   0.000000e+00   0.000000e+00
 6.651250e-04   0.000000e+00   0.000000e+00
 6.809950e-04   0.000000e+00   0.000000e+00
 6.968650e-04   0.000000e+00   0.000000e+00
 7.127350e-04   0.000000e+00   0.000000e+00
 7.286050e-04   0.000000e+00   0.000000e+00
 7.444750e-04   0.000000e+00   0.000000e+00
 7.603450e-04   0.000000e+00   0.000000e+00
 7.762150e-04   0.000000e+00   0.000000e+00
 7.920850e-04   0.000000e+00   0.000000e+00
 8.079550e-04   0.000000e+00   0.000000e+00
 8.238250e-04   0.000000e+00   0.000000e+00
 8.396950e-04   0.000000e+00   0.000000e+00
 8.555650e-04   0.000000e+00   0.000000e+00
 8.714350e-04   0.000000e+00   0.000000e+00
 8.873050e-04   0.000000e+00   0.000000e+00
 9.031750e-04   0.000000e+00   0.000000e+00
 9.190450e-04   0.000000e+00   0.000000e+00
 9.349150e-04   0.000000e+00   0.000000e+00
 9.507850e-04   0.000000e+00   0.000000e+00
 9.666550e-04   0.000000e+00   0.000000e+00
 9.825250e-04   0.000000e+00   0.000000e+00
 9.983950e-04   0.000000e+00   0.000000e+00
 1.014265e-03   0.000000e+00   0.000000e+00
 1.030135e-03   0.000000e+00   0.000000e+00
 1.046005e-03   0.000000e+00   0.000000e+00
 1.061875e-03   0.000000e+00   0.000000e+00
 1.077745e-03   0.000000e+00   0.000000e+00
