th5_lab bin center    K_th5    Error 
-inf   0.000000e+00   0.000000e+00
-1.287000e+01   0.000000e+00   0.000000e+00
-1.261000e+01   0.000000e+00   0.000000e+00
-1.235000e+01   0.000000e+00   0.000000e+00
-1.209000e+01   0.000000e+00   0.000000e+00
-1.183000e+01   0.000000e+00   0.000000e+00
-1.157000e+01   0.000000e+00   0.000000e+00
-1.131000e+01   0.000000e+00   0.000000e+00
-1.105000e+01   0.000000e+00   0.000000e+00
-1.079000e+01   0.000000e+00   0.000000e+00
-1.053000e+01   0.000000e+00   0.000000e+00
-1.027000e+01   0.000000e+00   0.000000e+00
-1.001000e+01   0.000000e+00   0.000000e+00
-9.750000e+00   0.000000e+00   0.000000e+00
-9.490000e+00   0.000000e+00   0.000000e+00
-9.230000e+00   0.000000e+00   0.000000e+00
-8.970000e+00   0.000000e+00   0.000000e+00
-8.710000e+00   0.000000e+00   0.000000e+00
-8.450000e+00   0.000000e+00   0.000000e+00
-8.190000e+00   0.000000e+00   0.000000e+00
-7.930000e+00   0.000000e+00   0.000000e+00
-7.670000e+00   0.000000e+00   0.000000e+00
-7.410000e+00   0.000000e+00   0.000000e+00
-7.150000e+00   0.000000e+00   0.000000e+00
-6.890000e+00   0.000000e+00   0.000000e+00
-6.630000e+00   0.000000e+00   0.000000e+00
-6.370000e+00   0.000000e+00   0.000000e+00
-6.110000e+00   0.000000e+00   0.000000e+00
-5.850000e+00   0.000000e+00   0.000000e+00
-5.590000e+00   0.000000e+00   0.000000e+00
-5.330000e+00   0.000000e+00   0.000000e+00
-5.070000e+00   0.000000e+00   0.000000e+00
-4.810000e+00   0.000000e+00   0.000000e+00
-4.550000e+00   0.000000e+00   0.000000e+00
-4.290000e+00   0.000000e+00   0.000000e+00
-4.030000e+00   0.000000e+00   0.000000e+00
-3.770000e+00   0.000000e+00   0.000000e+00
-3.510000e+00   0.000000e+00   0.000000e+00
-3.250000e+00   0.000000e+00   0.000000e+00
-2.990000e+00   0.000000e+00   0.000000e+00
-2.730000e+00   0.000000e+00   0.000000e+00
-2.470000e+00   0.000000e+00   0.000000e+00
-2.210000e+00   0.000000e+00   0.000000e+00
-1.950000e+00   0.000000e+00   0.000000e+00
-1.690000e+00   0.000000e+00   0.000000e+00
-1.430000e+00   0.000000e+00   0.000000e+00
-1.170000e+00   0.000000e+00   0.000000e+00
-9.100000e-01   0.000000e+00   0.000000e+00
-6.500000e-01   0.000000e+00   0.000000e+00
-3.900000e-01   0.000000e+00   0.000000e+00
-1.300000e-01   7.532944e-04   6.770878e-05
 1.300000e-01   1.000000e+00   4.223847e-02
 3.900000e-01   1.000000e+00   3.477225e-02
 6.500000e-01   1.000000e+00   3.003278e-02
 9.100000e-01   1.000000e+00   2.909444e-02
 1.170000e+00   1.000000e+00   4.316307e-02
 1.430000e+00   1.000000e+00   3.456916e-02
 1.690000e+00   1.000000e+00   2.679071e-02
 1.950000e+00   1.000000e+00   3.516434e-02
 2.210000e+00   1.000000e+00   4.820257e-02
 2.470000e+00   1.000000e+00   2.561309e-02
 2.730000e+00   1.000000e+00   4.428997e-02
 2.990000e+00   1.000000e+00   2.730060e-02
 3.250000e+00   1.000000e+00   3.455472e-02
 3.510000e+00   1.000000e+00   4.596756e-02
 3.770000e+00   1.000000e+00   3.104988e-02
 4.030000e+00   1.000000e+00   3.739439e-02
 4.290000e+00   1.000000e+00   4.116006e-02
 4.550000e+00   1.000000e+00   2.703193e-02
 4.810000e+00   1.000000e+00   2.917739e-02
 5.070000e+00   1.000000e+00   2.376366e-02
 5.330000e+00   1.000000e+00   3.808243e-02
 5.590000e+00   1.000000e+00   5.880982e-02
 5.850000e+00   1.000000e+00   3.474073e-02
 6.110000e+00   1.000000e+00   4.237231e-02
 6.370000e+00   1.000000e+00   3.207937e-02
 6.630000e+00   1.000000e+00   4.820674e-02
 6.890000e+00   1.000000e+00   5.185437e-02
 7.150000e+00   1.000000e+00   2.910756e-02
 7.410000e+00   1.000000e+00   4.163817e-02
 7.670000e+00   1.000000e+00   5.839507e-02
 7.930000e+00   1.000000e+00   3.695134e-02
 8.190000e+00   1.000000e+00   5.550396e-02
 8.450000e+00   1.000000e+00   5.299508e-02
 8.710000e+00   1.000000e+00   4.440665e-02
 8.970000e+00   1.000000e+00   4.395862e-02
 9.230000e+00   1.000000e+00   3.799832e-02
 9.490000e+00   1.000000e+00   4.140316e-02
 9.750000e+00   1.000000e+00   4.434305e-02
 1.001000e+01   1.000000e+00   4.467585e-02
 1.027000e+01   1.000000e+00   3.393383e-02
 1.053000e+01   1.000000e+00   4.575366e-02
 1.079000e+01   1.000000e+00   3.855187e-02
 1.105000e+01   1.000000e+00   4.977095e-02
 1.131000e+01   1.000000e+00   4.554186e-02
 1.157000e+01   1.000000e+00   3.894022e-02
 1.183000e+01   1.000000e+00   4.741866e-02
 1.209000e+01   1.000000e+00   3.523025e-02
 1.235000e+01   1.000000e+00   5.095255e-02
 1.261000e+01   1.000000e+00   4.939330e-02
 1.287000e+01   1.000000e+00   6.010473e-02
 inf   1.000000e+00   7.560021e-02
