th3_cms bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
 1.348100e-03   0.000000e+00   0.000000e+00
 1.354300e-03   0.000000e+00   0.000000e+00
 1.360500e-03   0.000000e+00   0.000000e+00
 1.366700e-03   0.000000e+00   0.000000e+00
 1.372900e-03   0.000000e+00   0.000000e+00
 1.379100e-03   0.000000e+00   0.000000e+00
 1.385300e-03   0.000000e+00   0.000000e+00
 1.391500e-03   0.000000e+00   0.000000e+00
 1.397700e-03   0.000000e+00   0.000000e+00
 1.403900e-03   0.000000e+00   0.000000e+00
 1.410100e-03   0.000000e+00   0.000000e+00
 1.416300e-03   0.000000e+00   0.000000e+00
 1.422500e-03   0.000000e+00   0.000000e+00
 1.428700e-03   0.000000e+00   0.000000e+00
 1.434900e-03   0.000000e+00   0.000000e+00
 1.441100e-03   0.000000e+00   0.000000e+00
 1.447300e-03   0.000000e+00   0.000000e+00
 1.453500e-03   0.000000e+00   0.000000e+00
 1.459700e-03   0.000000e+00   0.000000e+00
 1.465900e-03   0.000000e+00   0.000000e+00
 1.472100e-03   0.000000e+00   0.000000e+00
 1.478300e-03   0.000000e+00   0.000000e+00
 1.484500e-03   0.000000e+00   0.000000e+00
 1.490700e-03   0.000000e+00   0.000000e+00
 1.496900e-03   0.000000e+00   0.000000e+00
 1.503100e-03   0.000000e+00   0.000000e+00
 1.509300e-03   0.000000e+00   0.000000e+00
 1.515500e-03   0.000000e+00   0.000000e+00
 1.521700e-03   0.000000e+00   0.000000e+00
 1.527900e-03   0.000000e+00   0.000000e+00
 1.534100e-03   0.000000e+00   0.000000e+00
 1.540300e-03   0.000000e+00   0.000000e+00
 1.546500e-03   0.000000e+00   0.000000e+00
 1.552700e-03   0.000000e+00   0.000000e+00
 1.558900e-03   0.000000e+00   0.000000e+00
 1.565100e-03   0.000000e+00   0.000000e+00
 1.571300e-03   0.000000e+00   0.000000e+00
 1.577500e-03   0.000000e+00   0.000000e+00
 1.583700e-03   0.000000e+00   0.000000e+00
 1.589900e-03   0.000000e+00   0.000000e+00
 1.596100e-03   0.000000e+00   0.000000e+00
 1.602300e-03   0.000000e+00   0.000000e+00
 1.608500e-03   0.000000e+00   0.000000e+00
 1.614700e-03   0.000000e+00   0.000000e+00
 1.620900e-03   0.000000e+00   0.000000e+00
 1.627100e-03   0.000000e+00   0.000000e+00
 1.633300e-03   0.000000e+00   0.000000e+00
 1.639500e-03   0.000000e+00   0.000000e+00
 1.645700e-03   0.000000e+00   0.000000e+00
 1.651900e-03   0.000000e+00   0.000000e+00
 inf   4.234514e+00   6.094989e-02
