x5_lab bin centers    value    Error 
-inf   1.903155e-02   5.503531e-04
-1.906180e-01   1.550671e-01   1.331950e-02
-1.898540e-01   1.523319e-01   1.044296e-02
-1.890900e-01   1.533504e-01   8.120246e-03
-1.883260e-01   1.628116e-01   1.630025e-02
-1.875620e-01   1.639908e-01   1.035376e-02
-1.867980e-01   1.611759e-01   9.412001e-03
-1.860340e-01   1.745744e-01   7.965738e-03
-1.852700e-01   1.595896e-01   8.901343e-03
-1.845060e-01   1.569948e-01   8.753054e-03
-1.837420e-01   1.376031e-01   6.546350e-03
-1.829780e-01   1.693457e-01   9.938206e-03
-1.822140e-01   1.712384e-01   1.006366e-02
-1.814500e-01   1.582146e-01   8.928228e-03
-1.806860e-01   1.632742e-01   8.702739e-03
-1.799220e-01   1.716536e-01   6.923669e-03
-1.791580e-01   1.918170e-01   1.122077e-02
-1.783940e-01   1.832216e-01   1.476020e-02
-1.776300e-01   1.997454e-01   1.274666e-02
-1.768660e-01   1.691260e-01   7.482110e-03
-1.761020e-01   2.015225e-01   1.107012e-02
-1.753380e-01   2.085107e-01   2.129532e-02
-1.745740e-01   2.449303e-01   1.797196e-02
-1.738100e-01   2.026691e-01   8.962846e-03
-1.730460e-01   2.001604e-01   1.006016e-02
-1.722820e-01   2.655228e-01   1.935611e-02
-1.715180e-01   2.066964e-01   9.264944e-03
-1.707540e-01   2.146552e-01   1.182934e-02
-1.699900e-01   2.776540e-01   3.537259e-02
-1.692260e-01   2.334525e-01   1.671174e-02
-1.684620e-01   2.055817e-01   9.790388e-03
-1.676980e-01   2.187240e-01   1.279999e-02
-1.669340e-01   2.431877e-01   1.370100e-02
-1.661700e-01   2.402134e-01   1.058159e-02
-1.654060e-01   2.394133e-01   1.776917e-02
-1.646420e-01   2.503902e-01   1.672397e-02
-1.638780e-01   2.508913e-01   1.845759e-02
-1.631140e-01   2.661856e-01   2.139232e-02
-1.623500e-01   2.951478e-01   2.445077e-02
-1.615860e-01   2.031799e-01   1.151206e-02
-1.608220e-01   2.776309e-01   1.736275e-02
-1.600580e-01   2.537707e-01   1.894869e-02
-1.592940e-01   2.713967e-01   1.947797e-02
-1.585300e-01   2.726165e-01   1.858796e-02
-1.577660e-01   3.012405e-01   3.978115e-02
-1.570020e-01   2.910845e-01   2.324476e-02
-1.562380e-01   3.015142e-01   2.166622e-02
-1.554740e-01   3.410876e-01   2.510169e-02
-1.547100e-01   2.720982e-01   1.400330e-02
-1.539460e-01   3.252827e-01   2.053741e-02
-1.531820e-01   2.918548e-01   1.969159e-02
-1.524180e-01   2.982561e-01   1.195089e-02
-1.516540e-01   2.970019e-01   1.729344e-02
-1.508900e-01   3.229977e-01   2.684587e-02
-1.501260e-01   2.787404e-01   1.054158e-02
-1.493620e-01   3.696225e-01   3.612590e-02
-1.485980e-01   3.584706e-01   2.068635e-02
-1.478340e-01   3.361944e-01   1.891678e-02
-1.470700e-01   4.002031e-01   3.406481e-02
-1.463060e-01   3.450027e-01   1.873310e-02
-1.455420e-01   3.686212e-01   2.449607e-02
-1.447780e-01   3.410449e-01   1.994524e-02
-1.440140e-01   3.774731e-01   1.982664e-02
-1.432500e-01   3.618242e-01   2.092746e-02
-1.424860e-01   3.404914e-01   1.404749e-02
-1.417220e-01   3.598249e-01   2.968250e-02
-1.409580e-01   4.465464e-01   3.100897e-02
-1.401940e-01   4.962174e-01   3.024679e-02
-1.394300e-01   3.698847e-01   1.821628e-02
-1.386660e-01   5.243579e-01   4.938834e-02
-1.379020e-01   6.259706e-01   1.303780e-01
-1.371380e-01   3.784523e-01   1.525945e-02
-1.363740e-01   5.080360e-01   5.215791e-02
-1.356100e-01   5.105388e-01   5.912699e-02
-1.348460e-01   4.166922e-01   1.889780e-02
-1.340820e-01   4.277034e-01   2.269737e-02
-1.333180e-01   4.708354e-01   2.602817e-02
-1.325540e-01   4.701801e-01   3.511946e-02
-1.317900e-01   4.474317e-01   1.612659e-02
-1.310260e-01   4.855041e-01   3.656032e-02
-1.302620e-01   4.798040e-01   2.912070e-02
-1.294980e-01   6.181660e-01   5.535684e-02
-1.287340e-01   4.966095e-01   5.023471e-02
-1.279700e-01   4.630213e-01   2.815195e-02
-1.272060e-01   5.263569e-01   3.832859e-02
-1.264420e-01   5.238374e-01   2.756243e-02
-1.256780e-01   5.491166e-01   3.417467e-02
-1.249140e-01   5.785443e-01   4.332984e-02
-1.241500e-01   5.342901e-01   2.460657e-02
-1.233860e-01   5.447630e-01   2.092916e-02
-1.226220e-01   5.491013e-01   3.102091e-02
-1.218580e-01   6.034354e-01   2.985412e-02
-1.210940e-01   5.377106e-01   1.903700e-02
-1.203300e-01   7.301995e-01   5.899000e-02
-1.195660e-01   5.522570e-01   2.425622e-02
-1.188020e-01   6.951091e-01   4.381422e-02
-1.180380e-01   6.499636e-01   3.372690e-02
-1.172740e-01   6.116019e-01   2.829048e-02
-1.165100e-01   6.630860e-01   3.528071e-02
-1.157460e-01   6.427619e-01   2.056741e-02
-1.149820e-01   7.415614e-01   4.318029e-02
-1.142180e-01   6.640722e-01   3.853890e-02
-1.134540e-01   7.334553e-01   4.459296e-02
-1.126900e-01   7.515977e-01   5.682569e-02
-1.119260e-01   6.560393e-01   2.535502e-02
-1.111620e-01   6.834147e-01   2.873315e-02
-1.103980e-01   7.800036e-01   4.840248e-02
-1.096340e-01   8.029904e-01   5.306066e-02
-1.088700e-01   7.873160e-01   3.720466e-02
-1.081060e-01   7.917252e-01   3.502053e-02
-1.073420e-01   8.345102e-01   4.100235e-02
-1.065780e-01   8.136768e-01   4.991187e-02
-1.058140e-01   9.860947e-01   8.664641e-02
-1.050500e-01   8.143506e-01   4.769134e-02
-1.042860e-01   8.992071e-01   3.583081e-02
-1.035220e-01   8.922999e-01   6.359848e-02
-1.027580e-01   8.815781e-01   3.276304e-02
-1.019940e-01   9.123147e-01   4.164301e-02
-1.012300e-01   1.036768e+00   4.761128e-02
-1.004660e-01   1.108583e+00   7.295655e-02
-9.970200e-02   1.013750e+00   5.396770e-02
-9.893800e-02   1.295887e+00   1.000116e-01
-9.817400e-02   1.272466e+00   1.114450e-01
-9.741000e-02   1.060768e+00   7.570483e-02
-9.664600e-02   1.598421e+00   2.218841e-01
-9.588200e-02   1.233931e+00   1.278683e-01
-9.511800e-02   1.013908e+00   3.242753e-02
-9.435400e-02   1.173442e+00   5.465786e-02
-9.359000e-02   1.380290e+00   8.351547e-02
-9.282600e-02   1.180127e+00   4.347793e-02
-9.206200e-02   1.280976e+00   9.095903e-02
-9.129800e-02   1.207572e+00   6.432412e-02
-9.053400e-02   1.380457e+00   8.247577e-02
-8.977000e-02   1.285280e+00   7.407841e-02
-8.900600e-02   1.480228e+00   6.379304e-02
-8.824200e-02   1.332877e+00   4.748404e-02
-8.747800e-02   1.310756e+00   4.413690e-02
-8.671400e-02   1.688810e+00   1.183223e-01
-8.595000e-02   1.305602e+00   4.933785e-02
-8.518600e-02   1.386102e+00   5.970238e-02
-8.442200e-02   1.500497e+00   8.347793e-02
-8.365800e-02   1.572044e+00   8.232728e-02
-8.289400e-02   1.377958e+00   4.988683e-02
-8.213000e-02   1.498268e+00   5.844012e-02
-8.136600e-02   1.855332e+00   8.275050e-02
-8.060200e-02   1.808341e+00   1.168860e-01
-7.983800e-02   1.781137e+00   1.201780e-01
-7.907400e-02   1.802533e+00   8.103988e-02
-7.831000e-02   2.019750e+00   9.874071e-02
