Emu_lab bin center    K_Emu    Error 
-inf   1.000000e+00   6.996644e-02
 9.530000e+01   1.000000e+00   2.212698e-01
 9.590000e+01   1.000000e+00   8.670854e-02
 9.650000e+01   1.000000e+00   1.477935e-01
 9.710000e+01   1.000000e+00   8.741041e-02
 9.770000e+01   1.000000e+00   1.148803e-01
 9.830000e+01   1.000000e+00   1.310413e-01
 9.890000e+01   1.000000e+00   1.272310e-01
 9.950000e+01   1.000000e+00   4.958092e-02
 1.001000e+02   2.001285e-01   3.025601e-02
 1.007000e+02   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
