y5_lab bin centers    value    Error 
-inf   1.694110e-04   1.311377e-04
-1.871800e-01   4.851961e-03   4.851958e-03
-1.795400e-01   0.000000e+00   0.000000e+00
-1.719000e-01   3.160901e-04   3.160901e-04
-1.642600e-01   1.677450e-03   1.677450e-03
-1.566200e-01   0.000000e+00   0.000000e+00
-1.489800e-01   1.007449e-09   1.007449e-09
-1.413400e-01   1.480662e-03   1.477694e-03
-1.337000e-01   3.631658e-03   3.631658e-03
-1.260600e-01   0.000000e+00   0.000000e+00
-1.184200e-01   1.140162e-01   1.136744e-01
-1.107800e-01   3.183320e-03   2.914123e-03
-1.031400e-01   2.660356e-01   2.590112e-01
-9.550000e-02   2.157720e-02   1.987767e-02
-8.786000e-02   1.723204e-02   1.291808e-02
-8.022000e-02   1.772258e-02   1.493616e-02
-7.258000e-02   1.845106e-02   1.671024e-02
-6.494000e-02   3.296410e-02   3.048252e-02
-5.730000e-02   1.864699e-02   1.328645e-02
-4.966000e-02   6.676709e-02   5.947586e-02
-4.202000e-02   5.442966e-02   4.686503e-02
-3.438000e-02   1.054995e-01   8.347667e-02
-2.674000e-02   2.710740e-01   2.499399e-01
-1.910000e-02   1.523301e-01   1.107557e-01
-1.146000e-02   1.518034e-01   1.265645e-01
-3.820000e-03   2.013137e-01   1.495087e-01
 3.820000e-03   1.897977e-01   1.683769e-01
 1.146000e-02   2.022206e-01   1.756855e-01
 1.910000e-02   1.608204e-01   1.519420e-01
 2.674000e-02   2.412327e-01   1.844968e-01
 3.438000e-02   9.391754e-02   7.769446e-02
 4.202000e-02   6.061347e-02   4.044088e-02
 4.966000e-02   7.788182e-02   7.171141e-02
 5.730000e-02   3.511419e-02   2.804405e-02
 6.494000e-02   2.148174e-02   1.690783e-02
 7.258000e-02   3.366927e-02   3.104305e-02
 8.022000e-02   1.101192e-02   9.468942e-03
 8.786000e-02   1.892654e-02   1.805957e-02
 9.550000e-02   9.368685e-03   7.675749e-03
 1.031400e-01   1.053041e-02   1.053041e-02
 1.107800e-01   3.001703e-03   2.561066e-03
 1.184200e-01   1.085532e-02   1.085532e-02
 1.260600e-01   2.269600e-03   2.269600e-03
 1.337000e-01   5.217158e-10   5.217158e-10
 1.413400e-01   2.335886e-03   2.333640e-03
 1.489800e-01   4.165877e-04   4.165877e-04
 1.566200e-01   5.525438e-04   5.525438e-04
 1.642600e-01   0.000000e+00   0.000000e+00
 1.719000e-01   7.189213e-05   7.189213e-05
 1.795400e-01   0.000000e+00   0.000000e+00
 1.871800e-01   1.166769e-11   1.166769e-11
 inf   1.976933e-04   1.422936e-04
