y5_lab bin centers    value    Error 
-inf   1.184458e-02   1.073878e-03
-1.996000e-01   4.331340e-02   5.557496e-03
-1.988000e-01   3.370487e-02   3.930338e-03
-1.980000e-01   5.586977e-02   9.931007e-03
-1.972000e-01   4.824308e-02   5.166087e-03
-1.964000e-01   5.024247e-02   8.220571e-03
-1.956000e-01   4.761264e-02   9.080585e-03
-1.948000e-01   1.273678e-01   4.232179e-02
-1.940000e-01   4.888689e-02   7.574055e-03
-1.932000e-01   5.672748e-02   1.274000e-02
-1.924000e-01   6.789227e-02   1.352075e-02
-1.916000e-01   6.743521e-02   1.246823e-02
-1.908000e-01   1.344238e-01   1.902211e-02
-1.900000e-01   1.131282e-01   1.051078e-02
-1.892000e-01   1.316196e-01   1.170925e-02
-1.884000e-01   1.323641e-01   1.229750e-02
-1.876000e-01   1.469503e-01   1.133808e-02
-1.868000e-01   1.246936e-01   1.229611e-02
-1.860000e-01   1.472072e-01   1.311379e-02
-1.852000e-01   1.422263e-01   1.328613e-02
-1.844000e-01   1.455071e-01   9.141865e-03
-1.836000e-01   1.995103e-01   2.875592e-02
-1.828000e-01   1.599790e-01   1.941338e-02
-1.820000e-01   1.583033e-01   1.557864e-02
-1.812000e-01   1.801838e-01   2.216746e-02
-1.804000e-01   1.933941e-01   2.641562e-02
-1.796000e-01   2.506438e-01   6.262046e-02
-1.788000e-01   1.327049e-01   9.840568e-03
-1.780000e-01   1.366680e-01   8.068490e-03
-1.772000e-01   1.650232e-01   1.359116e-02
-1.764000e-01   2.017185e-01   2.073225e-02
-1.756000e-01   1.510720e-01   1.071110e-02
-1.748000e-01   1.647107e-01   1.172637e-02
-1.740000e-01   1.923892e-01   2.048972e-02
-1.732000e-01   1.700087e-01   9.782980e-03
-1.724000e-01   2.168493e-01   1.897135e-02
-1.716000e-01   1.935065e-01   1.649477e-02
-1.708000e-01   2.071040e-01   1.751606e-02
-1.700000e-01   2.013221e-01   1.526627e-02
-1.692000e-01   2.017053e-01   1.488534e-02
-1.684000e-01   2.164674e-01   1.900685e-02
-1.676000e-01   2.070355e-01   2.074595e-02
-1.668000e-01   3.420360e-01   1.048565e-01
-1.660000e-01   2.212359e-01   1.795766e-02
-1.652000e-01   3.228867e-01   5.471301e-02
-1.644000e-01   1.890577e-01   1.704454e-02
-1.636000e-01   2.100714e-01   1.272017e-02
-1.628000e-01   2.389303e-01   2.796854e-02
-1.620000e-01   2.343081e-01   2.400085e-02
-1.612000e-01   2.674919e-01   2.640055e-02
-1.604000e-01   2.912410e-01   2.583580e-02
-1.596000e-01   3.434452e-01   6.767125e-02
-1.588000e-01   3.174528e-01   3.941525e-02
-1.580000e-01   2.652825e-01   1.952901e-02
-1.572000e-01   2.323673e-01   1.874554e-02
-1.564000e-01   2.182753e-01   1.125861e-02
-1.556000e-01   2.493455e-01   2.328897e-02
-1.548000e-01   2.850408e-01   2.958726e-02
-1.540000e-01   2.762997e-01   2.746050e-02
-1.532000e-01   2.682743e-01   2.161189e-02
-1.524000e-01   3.253816e-01   3.507206e-02
-1.516000e-01   2.986309e-01   2.985242e-02
-1.508000e-01   3.454029e-01   3.782300e-02
-1.500000e-01   3.386999e-01   2.765526e-02
-1.492000e-01   3.443995e-01   3.651807e-02
-1.484000e-01   3.488680e-01   3.978933e-02
-1.476000e-01   2.712443e-01   1.461415e-02
-1.468000e-01   2.610093e-01   1.480903e-02
-1.460000e-01   3.763507e-01   3.570851e-02
-1.452000e-01   2.913447e-01   1.904238e-02
-1.444000e-01   3.310775e-01   1.975436e-02
-1.436000e-01   4.591742e-01   8.722211e-02
-1.428000e-01   3.629727e-01   2.324526e-02
-1.420000e-01   2.862304e-01   2.112440e-02
-1.412000e-01   4.149802e-01   2.772068e-02
-1.404000e-01   4.124492e-01   3.557292e-02
-1.396000e-01   4.668646e-01   6.532728e-02
-1.388000e-01   4.135577e-01   3.477069e-02
-1.380000e-01   3.528252e-01   2.741691e-02
-1.372000e-01   4.703865e-01   3.941809e-02
-1.364000e-01   4.311295e-01   3.536578e-02
-1.356000e-01   4.524002e-01   3.908241e-02
-1.348000e-01   4.932471e-01   7.648834e-02
-1.340000e-01   4.787760e-01   3.999588e-02
-1.332000e-01   5.924499e-01   6.720690e-02
-1.324000e-01   3.706364e-01   1.608408e-02
-1.316000e-01   4.489198e-01   3.279296e-02
-1.308000e-01   3.865046e-01   2.051957e-02
-1.300000e-01   4.368504e-01   2.798070e-02
-1.292000e-01   5.926220e-01   7.850416e-02
-1.284000e-01   4.447778e-01   2.326617e-02
-1.276000e-01   5.292960e-01   6.079810e-02
-1.268000e-01   5.362197e-01   4.291011e-02
-1.260000e-01   4.933967e-01   3.242653e-02
-1.252000e-01   6.108925e-01   5.891669e-02
-1.244000e-01   4.734949e-01   2.946234e-02
-1.236000e-01   5.707544e-01   3.780399e-02
-1.228000e-01   5.275619e-01   2.884669e-02
-1.220000e-01   5.981743e-01   3.975936e-02
-1.212000e-01   6.633899e-01   5.978415e-02
-1.204000e-01   7.451810e-01   9.281144e-02
-1.196000e-01   6.945610e-01   7.015928e-02
-1.188000e-01   6.993480e-01   6.438642e-02
-1.180000e-01   6.631829e-01   4.456447e-02
-1.172000e-01   6.340482e-01   4.344904e-02
-1.164000e-01   6.603484e-01   3.717291e-02
-1.156000e-01   5.907324e-01   3.108340e-02
-1.148000e-01   6.758506e-01   3.849785e-02
-1.140000e-01   7.688921e-01   6.276997e-02
