x5_lab bin centers    value    Error 
-inf   1.592912e-02   6.293280e-04
-1.906180e-01   1.395464e-01   8.206386e-03
-1.898540e-01   1.190632e-01   1.184294e-02
-1.890900e-01   1.261653e-01   1.023616e-02
-1.883260e-01   1.641575e-01   1.409457e-02
-1.875620e-01   1.894617e-01   1.765480e-02
-1.867980e-01   1.250136e-01   1.101833e-02
-1.860340e-01   1.576075e-01   7.537800e-03
-1.852700e-01   1.358561e-01   5.021826e-03
-1.845060e-01   1.900706e-01   2.129029e-02
-1.837420e-01   1.580609e-01   1.104908e-02
-1.829780e-01   1.735256e-01   1.516993e-02
-1.822140e-01   1.733918e-01   1.148717e-02
-1.814500e-01   1.416103e-01   5.725615e-03
-1.806860e-01   1.857394e-01   1.243820e-02
-1.799220e-01   1.746070e-01   9.705547e-03
-1.791580e-01   1.719738e-01   1.089631e-02
-1.783940e-01   1.853457e-01   1.287120e-02
-1.776300e-01   2.053819e-01   1.187881e-02
-1.768660e-01   1.801637e-01   8.327899e-03
-1.761020e-01   2.071554e-01   1.679212e-02
-1.753380e-01   1.691440e-01   6.124989e-03
-1.745740e-01   1.778799e-01   8.286565e-03
-1.738100e-01   1.719559e-01   9.050849e-03
-1.730460e-01   1.913419e-01   1.363912e-02
-1.722820e-01   2.525099e-01   3.030483e-02
-1.715180e-01   1.934054e-01   8.753842e-03
-1.707540e-01   2.268513e-01   1.444694e-02
-1.699900e-01   2.037726e-01   1.194614e-02
-1.692260e-01   2.157780e-01   1.553458e-02
-1.684620e-01   2.240094e-01   1.405931e-02
-1.676980e-01   2.332931e-01   1.763883e-02
-1.669340e-01   2.043889e-01   8.235109e-03
-1.661700e-01   2.464345e-01   1.455932e-02
-1.654060e-01   2.319872e-01   1.023065e-02
-1.646420e-01   2.298807e-01   1.550903e-02
-1.638780e-01   2.277505e-01   1.103658e-02
-1.631140e-01   2.397978e-01   1.210798e-02
-1.623500e-01   2.436838e-01   1.011783e-02
-1.615860e-01   2.847689e-01   2.027822e-02
-1.608220e-01   2.276293e-01   9.118594e-03
-1.600580e-01   2.439630e-01   1.368200e-02
-1.592940e-01   2.403819e-01   1.129280e-02
-1.585300e-01   3.337750e-01   3.437743e-02
-1.577660e-01   3.728376e-01   4.939378e-02
-1.570020e-01   2.793894e-01   1.871759e-02
-1.562380e-01   2.886927e-01   2.336768e-02
-1.554740e-01   3.405883e-01   2.447624e-02
-1.547100e-01   2.509004e-01   1.288120e-02
