th3_lab bin center    K_th3    Error 
-inf   0.000000e+00   0.000000e+00
 1.346550e+00   0.000000e+00   0.000000e+00
 1.349650e+00   8.540582e-04   1.305307e-03
 1.352750e+00   1.857432e-03   2.088822e-03
 1.355850e+00   4.164980e-03   1.778361e-03
 1.358950e+00   3.544826e-03   2.147787e-03
 1.362050e+00   2.046313e-03   2.196964e-03
 1.365150e+00   5.275189e-03   1.543329e-03
 1.368250e+00   3.229685e-03   1.802510e-03
 1.371350e+00   2.396281e-03   1.974577e-03
 1.374450e+00   4.737288e-03   1.484174e-03
 1.377550e+00   1.308230e-03   2.137384e-03
 1.380650e+00   3.430225e-03   1.806176e-03
 1.383750e+00   4.550248e-03   2.101130e-03
 1.386850e+00   2.953899e-03   2.075447e-03
 1.389950e+00   5.198256e-03   1.893282e-03
 1.393050e+00   7.917209e-04   2.630143e-03
 1.396150e+00   4.378912e-03   1.595621e-03
 1.399250e+00   2.648009e-03   1.850835e-03
 1.402350e+00   3.448047e-03   1.754411e-03
 1.405450e+00   2.438787e-03   2.066414e-03
 1.408550e+00   4.415095e-03   1.773839e-03
 1.411650e+00   4.187225e-03   1.600511e-03
 1.414750e+00   4.232092e-03   1.772915e-03
 1.417850e+00   7.195209e-04   2.396208e-03
 1.420950e+00   1.682980e-03   2.381727e-03
 1.424050e+00   2.885425e-03   1.943921e-03
 1.427150e+00   3.602902e-03   2.167804e-03
 1.430250e+00   4.426539e-03   1.539503e-03
 1.433350e+00  -1.894088e-03   3.430381e-03
 1.436450e+00   3.944606e-04   2.381814e-03
 1.439550e+00   6.808914e-04   2.486656e-03
 1.442650e+00   5.045609e-03   2.153049e-03
 1.445750e+00   5.538523e-03   1.373193e-03
 1.448850e+00   7.759849e-04   2.309170e-03
 1.451950e+00   4.017864e-03   1.953567e-03
 1.455050e+00   4.266717e-03   1.839735e-03
 1.458150e+00   2.751551e-03   2.152992e-03
 1.461250e+00   1.446166e-03   2.577575e-03
 1.464350e+00   2.999032e-04   3.009814e-03
 1.467450e+00   3.570044e-03   2.021789e-03
 1.470550e+00   2.814157e-03   2.308433e-03
 1.473650e+00   1.437607e-03   2.221041e-03
 1.476750e+00   1.425241e-03   2.236625e-03
 1.479850e+00   1.377992e-03   2.298004e-03
 1.482950e+00   2.300904e-03   2.213578e-03
 1.486050e+00   1.071142e-03   2.315250e-03
 1.489150e+00   1.120491e-03   2.600306e-03
 1.492250e+00   3.288093e-04   2.419909e-03
 1.495350e+00   3.798526e-03   1.694740e-03
 1.498450e+00   3.829788e-03   1.786117e-03
 1.501550e+00   8.324493e-04   2.171187e-03
 1.504650e+00   2.851064e-04   2.329393e-03
 1.507750e+00   2.986170e-03   2.114628e-03
 1.510850e+00   2.781038e-03   1.929734e-03
 1.513950e+00   3.672650e-04   2.282188e-03
 1.517050e+00   1.747023e-03   2.131839e-03
 1.520150e+00   5.072570e-03   1.993460e-03
 1.523250e+00   2.996608e-03   2.645327e-03
 1.526350e+00   5.396434e-03   1.686924e-03
 1.529450e+00  -8.262482e-03   1.124637e-02
 1.532550e+00   3.729520e-03   1.864222e-03
 1.535650e+00   5.219401e-03   1.744262e-03
 1.538750e+00   2.150639e-03   2.431251e-03
 1.541850e+00   3.897686e-03   1.968059e-03
 1.544950e+00   2.509590e-03   2.193422e-03
 1.548050e+00   4.786860e-03   2.005215e-03
 1.551150e+00   7.556397e-03   1.708058e-03
 1.554250e+00   6.963155e-03   1.556760e-03
 1.557350e+00   6.193372e-03   1.650469e-03
 1.560450e+00   8.833169e-03   1.353461e-03
 1.563550e+00   6.938812e-03   1.310783e-03
 1.566650e+00   1.370573e-02   9.187140e-03
 1.569750e+00   5.072159e-03   1.863144e-03
 1.572850e+00   6.247788e-03   1.881476e-03
 1.575950e+00   6.332080e-03   1.709146e-03
 1.579050e+00   6.874238e-03   1.526594e-03
 1.582150e+00   7.051261e-03   1.380228e-03
 1.585250e+00   5.619024e-03   2.259699e-03
 1.588350e+00   8.200848e-03   1.251124e-03
 1.591450e+00   5.884499e-03   1.630532e-03
 1.594550e+00   6.469082e-03   1.586826e-03
 1.597650e+00   8.826415e-03   1.516914e-03
 1.600750e+00   4.108445e-03   2.543125e-03
 1.603850e+00   6.720235e-03   1.444644e-03
 1.606950e+00   7.235609e-03   1.698668e-03
 1.610050e+00   5.313881e-03   1.862260e-03
 1.613150e+00   8.495559e-03   1.026945e-03
 1.616250e+00   6.175608e-03   2.165026e-03
 1.619350e+00   4.718022e-03   2.788835e-03
 1.622450e+00   8.656817e-03   1.179418e-03
 1.625550e+00   8.009256e-01   4.516591e-01
 1.628650e+00   8.021312e-01   5.634019e-01
 1.631750e+00   1.000000e+00   1.271788e+01
 1.634850e+00   1.000000e+00   8.679928e+00
 1.637950e+00   1.000000e+00   4.828288e-01
 1.641050e+00   1.000000e+00   2.125586e-01
 1.644150e+00   1.000000e+00   2.491577e-01
 1.647250e+00   1.000000e+00   1.757119e+00
 1.650350e+00   4.000000e-01   3.288684e-01
 1.653450e+00   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
