th3_lab bin center    K_th3    Error 
-inf   0.000000e+00   0.000000e+00
 1.348875e+00   5.869291e-03   1.992788e-05
 1.356625e+00   1.468312e-02   2.545128e-05
 1.364375e+00   1.467793e-02   3.219000e-05
 1.372125e+00   1.471692e-02   3.610008e-05
 1.379875e+00   1.473914e-02   3.402773e-05
 1.387625e+00   1.469125e-02   3.303251e-05
 1.395375e+00   1.475336e-02   3.106063e-05
 1.403125e+00   1.477597e-02   3.642117e-05
 1.410875e+00   1.476978e-02   3.750518e-05
 1.418625e+00   1.481275e-02   3.655020e-05
 1.426375e+00   1.477040e-02   3.661591e-05
 1.434125e+00   1.478320e-02   4.720148e-05
 1.441875e+00   1.484883e-02   5.182554e-05
 1.449625e+00   1.487192e-02   4.908435e-05
 1.457375e+00   1.485739e-02   3.962162e-05
 1.465125e+00   1.484890e-02   4.323131e-05
 1.472875e+00   1.485968e-02   4.234046e-05
 1.480625e+00   1.492262e-02   4.720186e-05
 1.488375e+00   1.491129e-02   4.410401e-05
 1.496125e+00   1.487434e-02   4.984234e-05
 1.503875e+00   1.487317e-02   5.215592e-05
 1.511625e+00   1.493973e-02   4.915870e-05
 1.519375e+00   1.495485e-02   4.798919e-05
 1.527125e+00   1.493965e-02   5.435209e-05
 1.534875e+00   1.493307e-02   5.010068e-05
 1.542625e+00   1.498364e-02   4.756946e-05
 1.550375e+00   1.495650e-02   4.687916e-05
 1.558125e+00   1.504254e-02   4.881216e-05
 1.565875e+00   1.496007e-02   4.673980e-05
 1.573625e+00   1.501274e-02   5.713420e-05
 1.581375e+00   1.502244e-02   5.086102e-05
 1.589125e+00   1.498199e-02   4.346227e-05
 1.596875e+00   1.508067e-02   5.274797e-05
 1.604625e+00   1.503108e-02   4.390429e-05
 1.612375e+00   1.499082e-02   4.102495e-05
 1.620125e+00   1.506129e-02   4.600609e-05
 1.627875e+00   1.503909e-02   5.331553e-05
 1.635625e+00   1.509413e-02   1.036248e-04
 1.643375e+00   1.481160e-02   3.100124e-04
 1.651125e+00   5.928740e-03   1.646898e-04
 inf   0.000000e+00   0.000000e+00
