th5_lab bin center    K_th5    Error 
-inf   0.000000e+00   0.000000e+00
 1.250000e-01   5.959206e-01   4.122115e-02
 1.375000e+00   1.000000e+00   4.443068e-02
 2.625000e+00   1.000000e+00   5.397016e-02
 3.875000e+00   1.000000e+00   5.841245e-02
 5.125000e+00   1.000000e+00   7.903960e-02
 6.375000e+00   1.000000e+00   9.078657e-02
 7.625000e+00   1.000000e+00   1.255403e-01
 8.875000e+00   1.000000e+00   1.361189e-01
 1.012500e+01   1.000000e+00   1.454301e-01
 1.137500e+01   1.000000e+00   1.664057e-01
 inf   1.000000e+00   2.524924e-01
