y5_lab bin center    K_y5    Error 
-inf   0.000000e+00   0.000000e+00
-8.910000e-02   0.000000e+00   0.000000e+00
-8.730000e-02   0.000000e+00   0.000000e+00
-8.550000e-02   0.000000e+00   0.000000e+00
-8.370000e-02   0.000000e+00   0.000000e+00
-8.190000e-02   0.000000e+00   0.000000e+00
-8.010000e-02   0.000000e+00   0.000000e+00
-7.830000e-02   0.000000e+00   0.000000e+00
-7.650000e-02   0.000000e+00   0.000000e+00
-7.470000e-02   0.000000e+00   0.000000e+00
-7.290000e-02   0.000000e+00   0.000000e+00
-7.110000e-02   0.000000e+00   0.000000e+00
-6.930000e-02   0.000000e+00   0.000000e+00
-6.750000e-02   0.000000e+00   0.000000e+00
-6.570000e-02   0.000000e+00   0.000000e+00
-6.390000e-02   0.000000e+00   0.000000e+00
-6.210000e-02   0.000000e+00   0.000000e+00
-6.030000e-02   0.000000e+00   0.000000e+00
-5.850000e-02   0.000000e+00   0.000000e+00
-5.670000e-02   0.000000e+00   0.000000e+00
-5.490000e-02   0.000000e+00   0.000000e+00
-5.310000e-02   0.000000e+00   0.000000e+00
-5.130000e-02   0.000000e+00   0.000000e+00
-4.950000e-02   0.000000e+00   0.000000e+00
-4.770000e-02   0.000000e+00   0.000000e+00
-4.590000e-02   0.000000e+00   0.000000e+00
-4.410000e-02   0.000000e+00   0.000000e+00
-4.230000e-02   0.000000e+00   0.000000e+00
-4.050000e-02   0.000000e+00   0.000000e+00
-3.870000e-02   0.000000e+00   0.000000e+00
-3.690000e-02   0.000000e+00   0.000000e+00
-3.510000e-02   0.000000e+00   0.000000e+00
-3.330000e-02   0.000000e+00   0.000000e+00
-3.150000e-02   0.000000e+00   0.000000e+00
-2.970000e-02   0.000000e+00   0.000000e+00
-2.790000e-02   0.000000e+00   0.000000e+00
-2.610000e-02   0.000000e+00   0.000000e+00
-2.430000e-02   0.000000e+00   0.000000e+00
-2.250000e-02   0.000000e+00   0.000000e+00
-2.070000e-02   0.000000e+00   0.000000e+00
-1.890000e-02   0.000000e+00   0.000000e+00
-1.710000e-02   0.000000e+00   0.000000e+00
-1.530000e-02   0.000000e+00   0.000000e+00
-1.350000e-02   0.000000e+00   0.000000e+00
-1.170000e-02   0.000000e+00   0.000000e+00
-9.900000e-03   0.000000e+00   0.000000e+00
-8.100000e-03   0.000000e+00   0.000000e+00
-6.300000e-03   0.000000e+00   0.000000e+00
-4.500000e-03   0.000000e+00   0.000000e+00
-2.700000e-03   0.000000e+00   0.000000e+00
-9.000000e-04   0.000000e+00   0.000000e+00
 9.000000e-04   0.000000e+00   0.000000e+00
 2.700000e-03   2.000000e-01   2.747763e-01
 4.500000e-03   0.000000e+00   0.000000e+00
 6.300000e-03   0.000000e+00   0.000000e+00
 8.100000e-03   0.000000e+00   0.000000e+00
 9.900000e-03   0.000000e+00   0.000000e+00
 1.170000e-02   0.000000e+00   0.000000e+00
 1.350000e-02   0.000000e+00   0.000000e+00
 1.530000e-02   0.000000e+00   0.000000e+00
 1.710000e-02   0.000000e+00   0.000000e+00
 1.890000e-02   0.000000e+00   0.000000e+00
 2.070000e-02   0.000000e+00   0.000000e+00
 2.250000e-02   0.000000e+00   0.000000e+00
 2.430000e-02   0.000000e+00   0.000000e+00
 2.610000e-02   0.000000e+00   0.000000e+00
 2.790000e-02   0.000000e+00   0.000000e+00
 2.970000e-02   0.000000e+00   0.000000e+00
 3.150000e-02   0.000000e+00   0.000000e+00
 3.330000e-02   0.000000e+00   0.000000e+00
 3.510000e-02   0.000000e+00   0.000000e+00
 3.690000e-02   0.000000e+00   0.000000e+00
 3.870000e-02   0.000000e+00   0.000000e+00
 4.050000e-02   0.000000e+00   0.000000e+00
 4.230000e-02   0.000000e+00   0.000000e+00
 4.410000e-02   0.000000e+00   0.000000e+00
 4.590000e-02   0.000000e+00   0.000000e+00
 4.770000e-02   0.000000e+00   0.000000e+00
 4.950000e-02   0.000000e+00   0.000000e+00
 5.130000e-02   0.000000e+00   0.000000e+00
 5.310000e-02   0.000000e+00   0.000000e+00
 5.490000e-02   0.000000e+00   0.000000e+00
 5.670000e-02   0.000000e+00   0.000000e+00
 5.850000e-02   0.000000e+00   0.000000e+00
 6.030000e-02   0.000000e+00   0.000000e+00
 6.210000e-02   0.000000e+00   0.000000e+00
 6.390000e-02   0.000000e+00   0.000000e+00
 6.570000e-02   0.000000e+00   0.000000e+00
 6.750000e-02   0.000000e+00   0.000000e+00
 6.930000e-02   0.000000e+00   0.000000e+00
 7.110000e-02   0.000000e+00   0.000000e+00
 7.290000e-02   0.000000e+00   0.000000e+00
 7.470000e-02   0.000000e+00   0.000000e+00
 7.650000e-02   0.000000e+00   0.000000e+00
 7.830000e-02   0.000000e+00   0.000000e+00
 8.010000e-02   0.000000e+00   0.000000e+00
 8.190000e-02   0.000000e+00   0.000000e+00
 8.370000e-02   0.000000e+00   0.000000e+00
 8.550000e-02   0.000000e+00   0.000000e+00
 8.730000e-02   0.000000e+00   0.000000e+00
 8.910000e-02   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
