Emu_lab bin center    K_Emu    Error 
-inf   1.000000e+00   5.174097e-01
 9.503000e+01   6.000000e-01   4.217717e-01
 9.509000e+01   1.000000e+00   4.939399e-01
 9.515000e+01   6.000000e-01   3.803234e-01
 9.521000e+01   1.000000e+00   4.427637e-01
 9.527000e+01   6.000000e-01   3.934975e-01
 9.533000e+01   1.000000e+00   4.637671e-01
 9.539000e+01   8.000000e-01   3.864845e-01
 9.545000e+01   6.000000e-01   3.932332e-01
 9.551000e+01   4.000000e-01   2.775742e-01
 9.557000e+01   8.000000e-01   3.721084e-01
 9.563000e+01   1.000000e+00   4.832634e-01
 9.569000e+01   1.000000e+00   4.590504e-01
 9.575000e+01   4.000000e-01   3.196471e-01
 9.581000e+01   2.000000e-01   1.938248e-01
 9.587000e+01   1.000000e+00   4.691600e-01
 9.593000e+01   1.000000e+00   4.387874e-01
 9.599000e+01   8.000000e-01   4.667680e-01
 9.605000e+01   1.000000e+00   4.979054e-01
 9.611000e+01   1.000000e+00   4.425373e-01
 9.617000e+01   1.000000e+00   4.697182e-01
 9.623000e+01   1.000000e+00   4.687067e-01
 9.629000e+01   1.000000e+00   5.004520e-01
 9.635000e+01   1.000000e+00   4.765925e-01
 9.641000e+01   1.000000e+00   4.394351e-01
 9.647000e+01   1.000000e+00   5.571389e-01
 9.653000e+01   1.000000e+00   4.723098e-01
 9.659000e+01   1.000000e+00   4.630878e-01
 9.665000e+01   1.000000e+00   4.638969e-01
 9.671000e+01   1.000000e+00   4.447473e-01
 9.677000e+01   1.000000e+00   5.287931e-01
 9.683000e+01   1.000000e+00   4.611482e-01
 9.689000e+01   1.000000e+00   4.157627e-01
 9.695000e+01   1.000000e+00   4.521060e-01
 9.701000e+01   1.000000e+00   4.229078e-01
 9.707000e+01   1.000000e+00   4.410746e-01
 9.713000e+01   8.000000e-01   4.242343e-01
 9.719000e+01   1.000000e+00   4.880715e-01
 9.725000e+01   1.000000e+00   5.030699e-01
 9.731000e+01   1.000000e+00   4.494547e-01
 9.737000e+01   1.000000e+00   4.227150e-01
 9.743000e+01   1.000000e+00   3.900773e-01
 9.749000e+01   1.000000e+00   4.720830e-01
 9.755000e+01   1.000000e+00   4.702300e-01
 9.761000e+01   1.000000e+00   3.956780e-01
 9.767000e+01   1.000000e+00   4.503880e-01
 9.773000e+01   1.000000e+00   3.997144e-01
 9.779000e+01   1.000000e+00   4.364773e-01
 9.785000e+01   1.000000e+00   4.678436e-01
 9.791000e+01   1.000000e+00   4.050185e-01
 9.797000e+01   1.000000e+00   4.037403e-01
 9.803000e+01   1.000000e+00   4.103847e-01
 9.809000e+01   1.000000e+00   4.503656e-01
 9.815000e+01   1.000000e+00   4.201599e-01
 9.821000e+01   1.000000e+00   3.967590e-01
 9.827000e+01   1.000000e+00   4.685917e-01
 9.833000e+01   1.000000e+00   4.427652e-01
 9.839000e+01   1.000000e+00   4.441647e-01
 9.845000e+01   1.000000e+00   4.545022e-01
 9.851000e+01   1.000000e+00   4.852404e-01
 9.857000e+01   1.000000e+00   4.027884e-01
 9.863000e+01   1.000000e+00   4.484823e-01
 9.869000e+01   1.000000e+00   4.329478e-01
 9.875000e+01   1.000000e+00   4.140501e-01
 9.881000e+01   1.000000e+00   4.803910e-01
 9.887000e+01   1.000000e+00   4.057700e-01
 9.893000e+01   1.000000e+00   3.765919e-01
 9.899000e+01   6.000000e-01   3.664416e-01
 9.905000e+01   0.000000e+00   0.000000e+00
 9.911000e+01   0.000000e+00   0.000000e+00
 9.917000e+01   0.000000e+00   0.000000e+00
 9.923000e+01   0.000000e+00   0.000000e+00
 9.929000e+01   0.000000e+00   0.000000e+00
 9.935000e+01   0.000000e+00   0.000000e+00
 9.941000e+01   0.000000e+00   0.000000e+00
 9.947000e+01   0.000000e+00   0.000000e+00
 9.953000e+01   0.000000e+00   0.000000e+00
 9.959000e+01   0.000000e+00   0.000000e+00
 9.965000e+01   0.000000e+00   0.000000e+00
 9.971000e+01   0.000000e+00   0.000000e+00
 9.977000e+01   0.000000e+00   0.000000e+00
 9.983000e+01   0.000000e+00   0.000000e+00
 9.989000e+01   0.000000e+00   0.000000e+00
 9.995000e+01   0.000000e+00   0.000000e+00
 1.000100e+02  -5.275099e-03   1.628331e-03
 1.000700e+02   0.000000e+00   0.000000e+00
 1.001300e+02   0.000000e+00   0.000000e+00
 1.001900e+02   0.000000e+00   0.000000e+00
 1.002500e+02   0.000000e+00   0.000000e+00
 1.003100e+02   0.000000e+00   0.000000e+00
 1.003700e+02   0.000000e+00   0.000000e+00
 1.004300e+02   0.000000e+00   0.000000e+00
 1.004900e+02   0.000000e+00   0.000000e+00
 1.005500e+02   0.000000e+00   0.000000e+00
 1.006100e+02   0.000000e+00   0.000000e+00
 1.006700e+02   0.000000e+00   0.000000e+00
 1.007300e+02   0.000000e+00   0.000000e+00
 1.007900e+02   0.000000e+00   0.000000e+00
 1.008500e+02   0.000000e+00   0.000000e+00
 1.009100e+02   0.000000e+00   0.000000e+00
 1.009700e+02   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
