y5_lab bin center    K_y5    Error 
-inf   1.000000e+00   5.431045e-02
-1.862250e-01   1.000000e+00   2.994885e-02
-1.766750e-01   1.000000e+00   3.582056e-02
-1.671250e-01   1.000000e+00   4.084214e-02
-1.575750e-01   1.000000e+00   3.466176e-02
-1.480250e-01   1.000000e+00   3.937219e-02
-1.384750e-01   1.000000e+00   2.382631e-02
-1.289250e-01   1.000000e+00   2.723450e-02
-1.193750e-01   1.000000e+00   3.068344e-02
-1.098250e-01   1.000000e+00   2.529520e-02
-1.002750e-01   1.000000e+00   2.822048e-02
-9.072500e-02   1.000000e+00   2.816303e-02
-8.117500e-02   1.000000e+00   1.947972e-02
-7.162500e-02   1.000000e+00   2.831533e-02
-6.207500e-02   1.000000e+00   2.470121e-02
-5.252500e-02   1.000000e+00   3.888725e-02
-4.297500e-02   1.000000e+00   3.211781e-02
-3.342500e-02   1.000000e+00   3.050848e-02
-2.387500e-02   1.000000e+00   3.366925e-02
-1.432500e-02   1.000000e+00   3.288033e-02
-4.775000e-03   7.937448e-01   3.074953e-02
 4.775000e-03   1.000000e+00   3.241070e-02
 1.432500e-02   1.000000e+00   6.333938e-02
 2.387500e-02   1.000000e+00   4.691906e-02
 3.342500e-02   1.000000e+00   4.372710e-02
 4.297500e-02   1.000000e+00   3.572805e-02
 5.252500e-02   1.000000e+00   3.413829e-02
 6.207500e-02   1.000000e+00   2.979933e-02
 7.162500e-02   1.000000e+00   3.246404e-02
 8.117500e-02   1.000000e+00   2.584092e-02
 9.072500e-02   1.000000e+00   3.759107e-02
 1.002750e-01   1.000000e+00   3.219805e-02
 1.098250e-01   1.000000e+00   3.490036e-02
 1.193750e-01   1.000000e+00   2.619003e-02
 1.289250e-01   1.000000e+00   2.840559e-02
 1.384750e-01   1.000000e+00   3.234679e-02
 1.480250e-01   1.000000e+00   3.656598e-02
 1.575750e-01   1.000000e+00   3.141304e-02
 1.671250e-01   1.000000e+00   3.103856e-02
 1.766750e-01   1.000000e+00   2.607276e-02
 1.862250e-01   1.000000e+00   4.917942e-02
 inf   1.000000e+00   4.869861e-02
