th5_cms_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
-4.687500e-04   0.000000e+00   0.000000e+00
-4.062500e-04   0.000000e+00   0.000000e+00
-3.437500e-04   0.000000e+00   0.000000e+00
-2.812500e-04   0.000000e+00   0.000000e+00
-2.187500e-04   0.000000e+00   0.000000e+00
-1.562500e-04   0.000000e+00   0.000000e+00
-9.375000e-05   0.000000e+00   0.000000e+00
-3.125000e-05  -1.916502e+03   1.104448e+02
 3.125000e-05   5.445924e-03   6.971171e-04
 9.375000e-05   1.419576e-02   1.436971e-03
 1.562500e-04   2.577513e-02   1.959993e-03
 2.187500e-04   3.596855e-02   2.510863e-03
 2.812500e-04   4.781692e-02   3.150035e-03
 3.437500e-04   5.161103e-02   4.461371e-03
 4.062500e-04   7.088090e-02   7.907868e-03
 4.687500e-04   9.354696e-02   8.542999e-03
 5.312500e-04   9.339956e-02   8.155835e-03
 5.937500e-04   1.301598e-01   1.498460e-02
 6.562500e-04   1.462722e-01   1.380356e-02
 7.187500e-04   1.087734e-01   7.298310e-03
 7.812500e-04   1.933389e-01   1.882633e-02
 8.437500e-04   1.524699e-01   1.236652e-02
 9.062500e-04   1.853631e-01   1.372087e-02
 9.687500e-04   1.707566e-01   1.093104e-02
 1.031250e-03   2.234608e-01   1.709543e-02
 1.093750e-03   2.087660e-01   1.671834e-02
 1.156250e-03   2.035801e-01   1.182848e-02
 1.218750e-03   2.511824e-01   1.318210e-02
 1.281250e-03   2.659320e-01   1.611199e-02
 1.343750e-03   2.345833e-01   1.250844e-02
 1.406250e-03   2.460943e-01   1.833223e-02
 1.468750e-03   4.301123e-01   6.514509e-02
 1.531250e-03   2.840541e-01   1.584646e-02
 1.593750e-03   3.146683e-01   1.757613e-02
 1.656250e-03   3.221862e-01   2.589501e-02
 1.718750e-03   3.581470e-01   1.997709e-02
 1.781250e-03   3.445592e-01   1.281996e-02
 1.843750e-03   3.503526e-01   1.671872e-02
 1.906250e-03   3.519711e-01   1.356934e-02
 1.968750e-03   4.166250e-01   3.039648e-02
 2.031250e-03   4.247197e-01   3.078017e-02
 2.093750e-03   6.610639e-01   9.896527e-02
 2.156250e-03   4.466185e-01   2.633191e-02
 2.218750e-03   4.714665e-01   3.270013e-02
 2.281250e-03   5.237186e-01   3.435627e-02
 2.343750e-03   5.008567e-01   3.002994e-02
 2.406250e-03   4.987047e-01   3.146194e-02
 2.468750e-03   5.263972e-01   3.960717e-02
 2.531250e-03   5.671850e-01   3.833598e-02
 2.593750e-03   4.976447e-01   2.484066e-02
 2.656250e-03   6.060821e-01   4.485884e-02
 2.718750e-03   5.729243e-01   2.576291e-02
 2.781250e-03   6.357566e-01   3.112477e-02
 2.843750e-03   5.198287e-01   2.169837e-02
 2.906250e-03   8.028063e-01   6.139069e-02
 2.968750e-03   6.283425e-01   2.290387e-02
 3.031250e-03   6.836961e-01   3.543546e-02
 3.093750e-03   7.831205e-01   6.082193e-02
 3.156250e-03   6.862709e-01   3.764627e-02
 3.218750e-03   8.040971e-01   7.088870e-02
 3.281250e-03   8.765295e-01   5.763859e-02
 3.343750e-03   7.829719e-01   5.157491e-02
 3.406250e-03   8.466443e-01   6.539724e-02
 3.468750e-03   8.587247e-01   7.573992e-02
 3.531250e-03   7.317070e-01   4.187742e-02
 3.593750e-03   8.076170e-01   4.812896e-02
 3.656250e-03   7.224377e-01   2.120027e-02
 3.718750e-03   9.125646e-01   8.159559e-02
 3.781250e-03   1.230127e+00   1.642100e-01
 3.843750e-03   8.846519e-01   4.825024e-02
 3.906250e-03   9.448538e-01   4.841857e-02
 3.968750e-03   9.347870e-01   7.571256e-02
 4.031250e-03   1.053275e+00   7.341066e-02
 4.093750e-03   9.178998e-01   8.200894e-02
 4.156250e-03   9.245881e-01   3.345211e-02
 4.218750e-03   1.041880e+00   8.049356e-02
 4.281250e-03   1.018772e+00   9.358051e-02
 4.343750e-03   1.098062e+00   6.247366e-02
 4.406250e-03   1.044651e+00   4.628873e-02
 4.468750e-03   1.423303e+00   1.210358e-01
 4.531250e-03   1.101054e+00   6.418086e-02
 4.593750e-03   1.220783e+00   7.814470e-02
 4.656250e-03   1.032321e+00   2.946476e-02
 4.718750e-03   1.268661e+00   7.392669e-02
 4.781250e-03   1.331622e+00   8.202161e-02
 4.843750e-03   1.146208e+00   4.037482e-02
 4.906250e-03   1.184061e+00   5.447409e-02
 4.968750e-03   1.195938e+00   4.582939e-02
 5.031250e-03   1.305167e+00   7.086053e-02
 5.093750e-03   1.408400e+00   1.161704e-01
 5.156250e-03   1.516243e+00   1.669387e-01
 5.218750e-03   1.383080e+00   7.158902e-02
 5.281250e-03   1.448599e+00   9.794284e-02
 5.343750e-03   1.330171e+00   6.063157e-02
 5.406250e-03   1.196285e+00   9.174796e-02
 5.468750e-03   1.285667e+00   9.076689e-02
 5.531250e-03   1.404931e+00   6.257127e-02
 5.593750e-03   1.351408e+00   5.565944e-02
 5.656250e-03   1.346977e+00   6.940496e-02
 5.718750e-03   1.909802e+00   1.355579e-01
 5.781250e-03   1.669601e+00   1.092838e-01
 5.843750e-03   1.727018e+00   1.582706e-01
 5.906250e-03   1.884265e+00   1.670059e-01
 5.968750e-03   1.674837e+00   1.293539e-01
 6.031250e-03   1.762411e+00   1.402426e-01
 6.093750e-03   1.872135e+00   1.219667e-01
 6.156250e-03   1.979081e+00   1.586770e-01
 6.218750e-03   1.839945e+00   1.256542e-01
 6.281250e-03   1.869219e+00   1.021324e-01
 6.343750e-03   1.934549e+00   7.415190e-02
 6.406250e-03   1.794313e+00   1.149682e-01
 6.468750e-03   1.809845e+00   1.037474e-01
 6.531250e-03   2.231263e+00   1.890713e-01
 6.593750e-03   2.066625e+00   1.537522e-01
 6.656250e-03   1.900286e+00   1.298043e-01
 6.718750e-03   1.674916e+00   5.841404e-02
 6.781250e-03   2.572811e+00   1.821703e-01
 6.843750e-03   2.043032e+00   1.251012e-01
 6.906250e-03   2.210340e+00   1.392538e-01
 6.968750e-03   1.924797e+00   1.164007e-01
 7.031250e-03   1.980075e+00   1.309795e-01
 7.093750e-03   2.014595e+00   1.656333e-01
 7.156250e-03   2.156307e+00   1.236592e-01
 7.218750e-03   1.860403e+00   8.000305e-02
 7.281250e-03   2.582872e+00   2.166895e-01
 7.343750e-03   2.270424e+00   1.202500e-01
 7.406250e-03   2.154281e+00   1.036005e-01
 7.468750e-03   1.973979e+00   7.184379e-02
 7.531250e-03   2.248442e+00   1.413013e-01
 7.593750e-03   2.857689e+00   2.196686e-01
 7.656250e-03   2.272163e+00   1.290854e-01
 7.718750e-03   2.129954e+00   1.615653e-01
 7.781250e-03   2.763237e+00   3.475983e-01
 7.843750e-03   2.198880e+00   1.023432e-01
 7.906250e-03   2.506824e+00   1.054387e-01
 7.968750e-03   2.777204e+00   2.335538e-01
 8.031250e-03   2.369861e+00   1.261330e-01
 8.093750e-03   2.964337e+00   3.100953e-01
 8.156250e-03   3.148405e+00   2.872822e-01
 8.218750e-03   2.507644e+00   1.861418e-01
 8.281250e-03   2.692333e+00   1.731694e-01
 8.343750e-03   2.662069e+00   1.300266e-01
 8.406250e-03   2.410207e+00   1.573895e-01
 8.468750e-03   2.640488e+00   1.502526e-01
 8.531250e-03   3.202356e+00   2.735784e-01
 8.593750e-03   2.572191e+00   1.168657e-01
 8.656250e-03   2.517469e+00   1.276145e-01
 8.718750e-03   3.425447e+00   3.666783e-01
 8.781250e-03   2.495779e+00   1.579763e-01
 8.843750e-03   3.057784e+00   3.180469e-01
 8.906250e-03   2.841823e+00   1.659379e-01
 8.968750e-03   2.676505e+00   1.474254e-01
 9.031250e-03   2.770153e+00   1.261150e-01
 9.093750e-03   2.830986e+00   1.477497e-01
 9.156250e-03   2.721137e+00   1.646606e-01
 9.218750e-03   3.325232e+00   2.408315e-01
 9.281250e-03   2.755676e+00   1.343636e-01
 9.343750e-03   2.884738e+00   1.506908e-01
 9.406250e-03   2.822599e+00   1.640650e-01
 9.468750e-03   3.221997e+00   3.558620e-01
 9.531250e-03   2.826050e+00   1.228542e-01
 9.593750e-03   3.423651e+00   2.077283e-01
 9.656250e-03   2.789051e+00   1.587347e-01
 9.718750e-03   3.286416e+00   2.434550e-01
 9.781250e-03   2.750013e+00   1.357897e-01
 9.843750e-03   3.703021e+00   2.631488e-01
 9.906250e-03   3.042558e+00   1.644267e-01
 9.968750e-03   3.742697e+00   3.634337e-01
 1.003125e-02   2.984564e+00   1.234962e-01
 1.009375e-02   3.666781e+00   2.158915e-01
 1.015625e-02   3.633410e+00   2.581479e-01
 1.021875e-02   2.830190e+00   1.172601e-01
 1.028125e-02   3.477524e+00   2.301031e-01
 1.034375e-02   3.322133e+00   1.542838e-01
 1.040625e-02   3.156980e+00   1.985633e-01
 1.046875e-02   3.503831e+00   2.086279e-01
 1.053125e-02   3.758367e+00   2.899871e-01
 1.059375e-02   3.662603e+00   2.277208e-01
 1.065625e-02   3.180203e+00   1.310180e-01
 1.071875e-02   3.578159e+00   2.151529e-01
 1.078125e-02   3.962125e+00   3.270544e-01
 1.084375e-02   3.101803e+00   1.210814e-01
 1.090625e-02   3.084026e+00   1.719604e-01
 1.096875e-02   4.171806e+00   5.694413e-01
 1.103125e-02   3.219514e+00   1.560316e-01
 1.109375e-02   3.669534e+00   2.116724e-01
 1.115625e-02   3.300973e+00   2.755119e-01
 1.121875e-02   3.192353e+00   1.281578e-01
 1.128125e-02   3.444732e+00   1.228475e-01
 1.134375e-02   3.335409e+00   1.252988e-01
 1.140625e-02   3.405676e+00   1.677054e-01
 1.146875e-02   4.470210e+00   4.512146e-01
 1.153125e-02   3.944228e+00   3.153578e-01
 1.159375e-02   3.307988e+00   2.392894e-01
 1.165625e-02   3.906052e+00   2.968397e-01
 1.171875e-02   3.535104e+00   2.077498e-01
 1.178125e-02   4.244367e+00   3.091222e-01
 1.184375e-02   3.149773e+00   1.442548e-01
 1.190625e-02   3.611665e+00   1.912162e-01
 1.196875e-02   3.344441e+00   1.587553e-01
 inf   1.503534e-01   4.900559e-03
