Emu_lab bin center    K_Emu    Error 
-inf   1.000000e+00   6.128895e-01
 9.503000e+01   8.000000e-01   3.953577e-01
 9.509000e+01   8.000000e-01   4.542562e-01
 9.515000e+01   1.000000e+00   4.834187e-01
 9.521000e+01   1.000000e+00   4.078998e-01
 9.527000e+01   1.000000e+00   4.176834e-01
 9.533000e+01   1.000000e+00   3.588407e-01
 9.539000e+01   1.000000e+00   4.556972e-01
 9.545000e+01   1.000000e+00   4.532973e-01
 9.551000e+01   1.000000e+00   4.279850e-01
 9.557000e+01   1.000000e+00   4.478220e-01
 9.563000e+01   1.000000e+00   4.079991e-01
 9.569000e+01   1.000000e+00   4.445422e-01
 9.575000e+01   1.000000e+00   4.331955e-01
 9.581000e+01   1.000000e+00   4.477840e-01
 9.587000e+01   1.000000e+00   4.223631e-01
 9.593000e+01   1.000000e+00   4.571466e-01
 9.599000e+01   1.000000e+00   4.067812e-01
 9.605000e+01   1.000000e+00   4.675096e-01
 9.611000e+01   1.000000e+00   5.232929e-01
 9.617000e+01   1.000000e+00   3.997031e-01
 9.623000e+01   1.000000e+00   3.783732e-01
 9.629000e+01   1.000000e+00   4.217732e-01
 9.635000e+01   1.000000e+00   3.552836e-01
 9.641000e+01   1.000000e+00   4.025367e-01
 9.647000e+01   1.000000e+00   3.259829e-01
 9.653000e+01   1.000000e+00   3.335539e-01
 9.659000e+01   1.000000e+00   4.186108e-01
 9.665000e+01   1.000000e+00   3.445221e-01
 9.671000e+01   1.000000e+00   3.673001e-01
 9.677000e+01   1.000000e+00   3.792703e-01
 9.683000e+01   1.000000e+00   3.929749e-01
 9.689000e+01   1.000000e+00   4.019005e-01
 9.695000e+01   1.000000e+00   3.373002e-01
 9.701000e+01   1.000000e+00   3.676262e-01
 9.707000e+01   1.000000e+00   3.932462e-01
 9.713000e+01   1.000000e+00   3.618328e-01
 9.719000e+01   1.000000e+00   3.664548e-01
 9.725000e+01   1.000000e+00   3.403607e-01
 9.731000e+01   1.000000e+00   4.132361e-01
 9.737000e+01   1.000000e+00   3.862437e-01
 9.743000e+01   1.000000e+00   3.680156e-01
 9.749000e+01   1.000000e+00   3.912735e-01
 9.755000e+01   1.000000e+00   4.053855e-01
 9.761000e+01   1.000000e+00   3.221833e-01
 9.767000e+01   1.000000e+00   4.486945e-01
 9.773000e+01   1.000000e+00   3.273721e-01
 9.779000e+01   1.000000e+00   3.284698e-01
 9.785000e+01   1.000000e+00   3.345598e-01
 9.791000e+01   1.000000e+00   3.288887e-01
 9.797000e+01   1.000000e+00   3.387083e-01
 9.803000e+01   1.000000e+00   3.328082e-01
 9.809000e+01   1.000000e+00   3.515677e-01
 9.815000e+01   1.000000e+00   3.328314e-01
 9.821000e+01   1.000000e+00   3.877464e-01
 9.827000e+01   1.000000e+00   3.146412e-01
 9.833000e+01   1.000000e+00   3.198115e-01
 9.839000e+01   1.000000e+00   3.047560e-01
 9.845000e+01   1.000000e+00   3.196365e-01
 9.851000e+01   1.000000e+00   3.243694e-01
 9.857000e+01   1.000000e+00   3.301468e-01
 9.863000e+01   1.000000e+00   3.043709e-01
 9.869000e+01   1.000000e+00   3.351868e-01
 9.875000e+01   1.000000e+00   3.381315e-01
 9.881000e+01   1.000000e+00   3.464776e-01
 9.887000e+01   1.000000e+00   3.017081e-01
 9.893000e+01   1.000000e+00   3.087964e-01
 9.899000e+01   1.000000e+00   3.145758e-01
 9.905000e+01   1.000000e+00   3.588550e-01
 9.911000e+01   1.000000e+00   3.130740e-01
 9.917000e+01   1.000000e+00   3.079525e-01
 9.923000e+01   1.000000e+00   3.112606e-01
 9.929000e+01   1.000000e+00   2.825161e-01
 9.935000e+01   1.000000e+00   3.168046e-01
 9.941000e+01   1.000000e+00   2.916278e-01
 9.947000e+01   1.000000e+00   2.895125e-01
 9.953000e+01   1.000000e+00   3.065274e-01
 9.959000e+01   1.000000e+00   3.038936e-01
 9.965000e+01   1.000000e+00   2.839251e-01
 9.971000e+01   1.000000e+00   2.912066e-01
 9.977000e+01   1.000000e+00   3.246293e-01
 9.983000e+01   0.000000e+00   0.000000e+00
 9.989000e+01   0.000000e+00   0.000000e+00
 9.995000e+01   0.000000e+00   0.000000e+00
 1.000100e+02  -1.378083e-03   1.604517e-03
 1.000700e+02   0.000000e+00   0.000000e+00
 1.001300e+02   0.000000e+00   0.000000e+00
 1.001900e+02   0.000000e+00   0.000000e+00
 1.002500e+02   0.000000e+00   0.000000e+00
 1.003100e+02   0.000000e+00   0.000000e+00
 1.003700e+02   0.000000e+00   0.000000e+00
 1.004300e+02   0.000000e+00   0.000000e+00
 1.004900e+02   0.000000e+00   0.000000e+00
 1.005500e+02   0.000000e+00   0.000000e+00
 1.006100e+02   0.000000e+00   0.000000e+00
 1.006700e+02   0.000000e+00   0.000000e+00
 1.007300e+02   0.000000e+00   0.000000e+00
 1.007900e+02   0.000000e+00   0.000000e+00
 1.008500e+02   0.000000e+00   0.000000e+00
 1.009100e+02   0.000000e+00   0.000000e+00
 1.009700e+02   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
