phi5_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
-3.135309e+00   4.286186e-01   2.459425e-02
-3.122743e+00   4.427997e-01   1.814968e-02
-3.110177e+00   4.660302e-01   1.278892e-02
-3.097610e+00   4.420914e-01   2.070450e-02
-3.085044e+00   4.597554e-01   2.121850e-02
-3.072478e+00   4.548566e-01   1.199325e-02
-3.059911e+00   4.496924e-01   2.022907e-02
-3.047345e+00   4.930352e-01   1.880462e-02
-3.034779e+00   4.416723e-01   1.500598e-02
-3.022212e+00   4.983188e-01   1.471511e-02
-3.009646e+00   4.963686e-01   1.996210e-02
-2.997079e+00   4.806056e-01   2.323538e-02
-2.984513e+00   5.046232e-01   1.841806e-02
-2.971947e+00   5.063414e-01   1.361429e-02
-2.959380e+00   5.293677e-01   2.445420e-03
-2.946814e+00   5.041171e-01   8.239022e-03
-2.934248e+00   5.340509e-01   1.757371e-02
-2.921681e+00   4.952328e-01   1.591232e-02
-2.909115e+00   4.635037e-01   1.052512e-02
-2.896548e+00   4.862787e-01   3.989622e-03
-2.883982e+00   4.513336e-01   7.007374e-03
-2.871416e+00   4.522072e-01   2.609779e-02
-2.858849e+00   4.852012e-01   1.476012e-02
-2.846283e+00   5.246704e-01   1.947007e-02
-2.833717e+00   4.251001e-01   1.350676e-02
-2.821150e+00   4.490085e-01   1.308534e-02
-2.808584e+00   5.356498e-01   2.085275e-02
-2.796017e+00   4.920454e-01   1.311138e-02
-2.783451e+00   4.371398e-01   7.670244e-03
-2.770885e+00   5.616790e-01   2.990731e-02
-2.758318e+00   5.094502e-01   1.012918e-02
-2.745752e+00   4.687371e-01   1.540046e-02
-2.733186e+00   4.280143e-01   1.755084e-02
-2.720619e+00   4.538190e-01   2.074594e-02
-2.708053e+00   4.747635e-01   1.785066e-02
-2.695486e+00   5.038672e-01   1.521482e-02
-2.682920e+00   4.789259e-01   1.739905e-02
-2.670354e+00   4.981918e-01   1.570128e-02
-2.657787e+00   4.997171e-01   1.070886e-02
-2.645221e+00   5.680387e-01   2.945582e-02
-2.632655e+00   5.176168e-01   9.878960e-03
-2.620088e+00   4.694727e-01   1.033288e-02
-2.607522e+00   4.692568e-01   1.902544e-02
-2.594956e+00   4.507893e-01   1.318422e-02
-2.582389e+00   4.905370e-01   1.295448e-02
-2.569823e+00   4.562349e-01   1.278296e-02
-2.557256e+00   5.108493e-01   1.146794e-02
-2.544690e+00   5.255425e-01   1.104169e-02
-2.532124e+00   5.388220e-01   1.763829e-02
-2.519557e+00   4.763454e-01   1.555606e-02
-2.506991e+00   4.535001e-01   1.556530e-02
-2.494425e+00   5.470423e-01   3.040499e-02
-2.481858e+00   4.805437e-01   1.395938e-02
-2.469292e+00   4.673365e-01   1.680985e-02
-2.456725e+00   4.311279e-01   6.924223e-03
-2.444159e+00   4.551012e-01   1.659361e-02
-2.431593e+00   4.828792e-01   2.436916e-02
-2.419026e+00   4.577447e-01   8.219522e-03
-2.406460e+00   4.533060e-01   1.531004e-02
-2.393894e+00   5.352294e-01   1.985969e-02
-2.381327e+00   4.502576e-01   1.084790e-02
-2.368761e+00   5.202872e-01   2.436421e-02
-2.356194e+00   5.068132e-01   1.403339e-02
-2.343628e+00   4.613643e-01   1.562564e-02
-2.331062e+00   4.948775e-01   2.408673e-02
-2.318495e+00   4.172280e-01   1.617753e-02
-2.305929e+00   4.684079e-01   2.373521e-02
-2.293363e+00   4.507810e-01   1.488426e-02
-2.280796e+00   4.512035e-01   9.638739e-03
-2.268230e+00   4.758864e-01   1.914854e-02
-2.255664e+00   4.301338e-01   1.062318e-02
-2.243097e+00   4.726593e-01   2.037382e-02
-2.230531e+00   4.792833e-01   1.477108e-02
-2.217964e+00   4.259341e-01   2.331960e-02
-2.205398e+00   4.339675e-01   1.756181e-02
-2.192832e+00   4.668777e-01   1.839927e-02
-2.180265e+00   4.515098e-01   2.096659e-02
-2.167699e+00   4.841098e-01   1.742416e-02
-2.155133e+00   4.032715e-01   1.779721e-02
-2.142566e+00   5.579230e-01   4.224785e-02
-2.130000e+00   4.145207e-01   1.552882e-02
-2.117433e+00   4.204543e-01   1.482219e-02
-2.104867e+00   4.882305e-01   1.000143e-02
-2.092301e+00   4.456305e-01   1.958589e-02
-2.079734e+00   4.211613e-01   1.386875e-02
-2.067168e+00   4.336355e-01   2.198295e-02
-2.054602e+00   4.273322e-01   1.409073e-02
-2.042035e+00   4.037102e-01   9.046357e-03
-2.029469e+00   5.058349e-01   1.861866e-02
-2.016902e+00   4.325811e-01   2.207992e-02
-2.004336e+00   4.659305e-01   1.877307e-02
-1.991770e+00   5.047498e-01   5.369467e-03
-1.979203e+00   4.612952e-01   1.969576e-02
-1.966637e+00   4.370667e-01   8.952619e-03
-1.954071e+00   4.877798e-01   2.942112e-02
-1.941504e+00   4.486742e-01   1.568378e-02
-1.928938e+00   4.273412e-01   9.015698e-03
-1.916372e+00   4.228985e-01   1.602616e-02
-1.903805e+00   4.625409e-01   9.557352e-03
-1.891239e+00   4.390750e-01   1.816559e-02
-1.878672e+00   5.645410e-01   3.242030e-02
-1.866106e+00   4.655618e-01   2.612348e-02
-1.853540e+00   4.326740e-01   6.119190e-03
-1.840973e+00   4.352160e-01   8.564395e-03
-1.828407e+00   4.646024e-01   1.620930e-02
-1.815841e+00   5.436142e-01   3.010961e-02
-1.803274e+00   4.717120e-01   2.007434e-02
-1.790708e+00   4.678550e-01   2.189674e-02
-1.778141e+00   5.140409e-01   2.894095e-02
-1.765575e+00   4.554979e-01   9.540175e-03
-1.753009e+00   4.585737e-01   2.404984e-02
-1.740442e+00   5.095614e-01   2.859918e-02
-1.727876e+00   4.951853e-01   2.403725e-02
-1.715310e+00   4.829532e-01   2.045581e-02
-1.702743e+00   4.813538e-01   2.335374e-02
-1.690177e+00   4.783522e-01   1.860848e-02
-1.677610e+00   4.704415e-01   1.513026e-02
-1.665044e+00   4.356433e-01   1.273633e-02
-1.652478e+00   4.727034e-01   1.577460e-02
-1.639911e+00   4.740664e-01   1.464508e-02
-1.627345e+00   4.590151e-01   9.536018e-03
-1.614779e+00   4.539216e-01   1.165198e-02
-1.602212e+00   5.329588e-01   7.833549e-03
-1.589646e+00   4.656806e-01   1.548986e-02
-1.577080e+00   5.311021e-01   4.147538e-02
-1.564513e+00   4.135004e-01   1.202412e-02
-1.551947e+00   4.341990e-01   7.626138e-03
-1.539380e+00   4.675837e-01   1.866626e-02
-1.526814e+00   4.423066e-01   8.431138e-03
-1.514248e+00   4.630813e-01   2.583217e-02
-1.501681e+00   4.307614e-01   2.261274e-02
-1.489115e+00   4.697254e-01   2.217564e-02
-1.476549e+00   4.943079e-01   1.173527e-02
-1.463982e+00   4.871083e-01   2.569025e-02
-1.451416e+00   5.181574e-01   2.252793e-02
-1.438849e+00   4.496606e-01   1.289795e-02
-1.426283e+00   4.900237e-01   2.844783e-02
-1.413717e+00   4.329422e-01   2.263298e-02
-1.401150e+00   5.069107e-01   6.534811e-03
-1.388584e+00   4.658208e-01   1.298719e-02
-1.376018e+00   4.571056e-01   2.151153e-02
-1.363451e+00   4.893477e-01   2.265355e-02
-1.350885e+00   4.911588e-01   2.110694e-02
-1.338318e+00   4.364888e-01   1.467798e-02
-1.325752e+00   3.989411e-01   6.494233e-03
-1.313186e+00   4.517878e-01   1.806018e-02
-1.300619e+00   5.056397e-01   1.135609e-02
-1.288053e+00   4.452399e-01   4.327948e-03
-1.275487e+00   4.643612e-01   1.769206e-02
-1.262920e+00   4.691827e-01   1.814496e-02
-1.250354e+00   4.502802e-01   6.449281e-03
-1.237788e+00   4.724090e-01   1.081916e-02
-1.225221e+00   4.973627e-01   1.316643e-02
-1.212655e+00   4.974532e-01   2.606659e-02
-1.200088e+00   5.085423e-01   2.167000e-02
-1.187522e+00   4.939419e-01   1.951357e-02
-1.174956e+00   4.896308e-01   1.248079e-02
-1.162389e+00   5.141989e-01   3.436602e-02
-1.149823e+00   5.050466e-01   2.579889e-02
-1.137257e+00   4.533208e-01   2.153623e-02
-1.124690e+00   4.532148e-01   1.435196e-02
-1.112124e+00   5.150453e-01   2.731597e-02
-1.099557e+00   5.084326e-01   2.329980e-02
-1.086991e+00   4.237778e-01   1.276922e-02
-1.074425e+00   4.340280e-01   1.345459e-02
-1.061858e+00   4.944250e-01   2.443346e-02
-1.049292e+00   4.359005e-01   8.853071e-03
-1.036726e+00   4.744396e-01   1.881996e-02
-1.024159e+00   4.519369e-01   2.392524e-02
-1.011593e+00   4.890381e-01   1.492002e-02
-9.990265e-01   4.396069e-01   1.211656e-02
-9.864601e-01   4.186068e-01   1.912426e-02
-9.738937e-01   5.108862e-01   1.939449e-02
-9.613274e-01   5.058726e-01   4.020090e-03
-9.487610e-01   4.848630e-01   2.652442e-02
-9.361946e-01   4.948643e-01   2.486514e-02
-9.236282e-01   4.664586e-01   1.877700e-02
-9.110619e-01   4.619809e-01   1.531520e-02
-8.984955e-01   4.667386e-01   2.145428e-02
-8.859291e-01   4.608870e-01   2.036753e-02
-8.733628e-01   4.136058e-01   1.279651e-02
-8.607964e-01   4.335134e-01   8.719450e-03
-8.482300e-01   4.048598e-01   1.762718e-02
