th3_lab bin center    K_th3    Error 
-inf   0.000000e+00   0.000000e+00
 1.360500e+00   1.139163e-02   7.868721e-04
 1.391500e+00   1.351995e-02   9.064042e-04
 1.422500e+00   1.235055e-02   4.586703e-04
 1.453500e+00   1.236644e-02   3.602227e-04
 1.484500e+00   1.194029e-02   3.565499e-04
 1.515500e+00   1.236022e-02   8.560604e-04
 1.546500e+00   1.222901e-02   5.303931e-04
 1.577500e+00   1.268667e-02   9.091658e-04
 1.608500e+00   1.186610e-02   3.469386e-04
 1.639500e+00   5.134152e-02   5.196286e-02
 inf   0.000000e+00   0.000000e+00
