Eph_cms bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
 2.498000e+02   0.000000e+00   0.000000e+00
 3.494000e+02   0.000000e+00   0.000000e+00
 4.490000e+02   0.000000e+00   0.000000e+00
 5.486000e+02   0.000000e+00   0.000000e+00
 6.482000e+02   0.000000e+00   0.000000e+00
 7.478000e+02   0.000000e+00   0.000000e+00
 8.474000e+02   0.000000e+00   0.000000e+00
 9.470000e+02   0.000000e+00   0.000000e+00
 1.046600e+03   0.000000e+00   0.000000e+00
 1.146200e+03   0.000000e+00   0.000000e+00
 1.245800e+03   0.000000e+00   0.000000e+00
 1.345400e+03   0.000000e+00   0.000000e+00
 1.445000e+03   0.000000e+00   0.000000e+00
 1.544600e+03   0.000000e+00   0.000000e+00
 1.644200e+03   0.000000e+00   0.000000e+00
 1.743800e+03   0.000000e+00   0.000000e+00
 1.843400e+03   0.000000e+00   0.000000e+00
 1.943000e+03   0.000000e+00   0.000000e+00
 2.042600e+03   0.000000e+00   0.000000e+00
 2.142200e+03   0.000000e+00   0.000000e+00
 2.241800e+03   0.000000e+00   0.000000e+00
 2.341400e+03   0.000000e+00   0.000000e+00
 2.441000e+03   0.000000e+00   0.000000e+00
 2.540600e+03   0.000000e+00   0.000000e+00
 2.640200e+03   0.000000e+00   0.000000e+00
 2.739800e+03   0.000000e+00   0.000000e+00
 2.839400e+03   0.000000e+00   0.000000e+00
 2.939000e+03   0.000000e+00   0.000000e+00
 3.038600e+03   0.000000e+00   0.000000e+00
 3.138200e+03   0.000000e+00   0.000000e+00
 3.237800e+03   0.000000e+00   0.000000e+00
 3.337400e+03   0.000000e+00   0.000000e+00
 3.437000e+03   0.000000e+00   0.000000e+00
 3.536600e+03   0.000000e+00   0.000000e+00
 3.636200e+03   0.000000e+00   0.000000e+00
 3.735800e+03   0.000000e+00   0.000000e+00
 3.835400e+03   0.000000e+00   0.000000e+00
 3.935000e+03   0.000000e+00   0.000000e+00
 4.034600e+03   0.000000e+00   0.000000e+00
 4.134200e+03   0.000000e+00   0.000000e+00
 4.233800e+03   0.000000e+00   0.000000e+00
 4.333400e+03   0.000000e+00   0.000000e+00
 4.433000e+03   0.000000e+00   0.000000e+00
 4.532600e+03   0.000000e+00   0.000000e+00
 4.632200e+03   0.000000e+00   0.000000e+00
 4.731800e+03   0.000000e+00   0.000000e+00
 4.831400e+03   0.000000e+00   0.000000e+00
 4.931000e+03   0.000000e+00   0.000000e+00
 5.030600e+03   0.000000e+00   0.000000e+00
 5.130200e+03   0.000000e+00   0.000000e+00
 5.229800e+03   0.000000e+00   0.000000e+00
 5.329400e+03   0.000000e+00   0.000000e+00
 5.429000e+03   0.000000e+00   0.000000e+00
 5.528600e+03   0.000000e+00   0.000000e+00
 5.628200e+03   0.000000e+00   0.000000e+00
 5.727800e+03   0.000000e+00   0.000000e+00
 5.827400e+03   0.000000e+00   0.000000e+00
 5.927000e+03   0.000000e+00   0.000000e+00
 6.026600e+03   0.000000e+00   0.000000e+00
 6.126200e+03   0.000000e+00   0.000000e+00
 6.225800e+03   0.000000e+00   0.000000e+00
 6.325400e+03   0.000000e+00   0.000000e+00
 6.425000e+03   0.000000e+00   0.000000e+00
 6.524600e+03   0.000000e+00   0.000000e+00
 6.624200e+03   0.000000e+00   0.000000e+00
 6.723800e+03   0.000000e+00   0.000000e+00
 6.823400e+03   0.000000e+00   0.000000e+00
 6.923000e+03   0.000000e+00   0.000000e+00
 7.022600e+03   0.000000e+00   0.000000e+00
 7.122200e+03   0.000000e+00   0.000000e+00
 7.221800e+03   0.000000e+00   0.000000e+00
 7.321400e+03   0.000000e+00   0.000000e+00
 7.421000e+03   0.000000e+00   0.000000e+00
 7.520600e+03   0.000000e+00   0.000000e+00
 7.620200e+03   0.000000e+00   0.000000e+00
 7.719800e+03   0.000000e+00   0.000000e+00
 7.819400e+03   0.000000e+00   0.000000e+00
 7.919000e+03   0.000000e+00   0.000000e+00
 8.018600e+03   0.000000e+00   0.000000e+00
 8.118200e+03   0.000000e+00   0.000000e+00
 8.217800e+03   0.000000e+00   0.000000e+00
 8.317400e+03   0.000000e+00   0.000000e+00
 8.417000e+03   0.000000e+00   0.000000e+00
 8.516600e+03   0.000000e+00   0.000000e+00
 8.616200e+03   0.000000e+00   0.000000e+00
 8.715800e+03   0.000000e+00   0.000000e+00
 8.815400e+03   0.000000e+00   0.000000e+00
 8.915000e+03   0.000000e+00   0.000000e+00
 9.014600e+03   0.000000e+00   0.000000e+00
 9.114200e+03   0.000000e+00   0.000000e+00
 9.213800e+03   0.000000e+00   0.000000e+00
 9.313400e+03   0.000000e+00   0.000000e+00
 9.413000e+03   0.000000e+00   0.000000e+00
 9.512600e+03   0.000000e+00   0.000000e+00
 9.612200e+03   0.000000e+00   0.000000e+00
 9.711800e+03   0.000000e+00   0.000000e+00
 9.811400e+03   0.000000e+00   0.000000e+00
 9.911000e+03   0.000000e+00   0.000000e+00
 1.001060e+04   0.000000e+00   0.000000e+00
 1.011020e+04   0.000000e+00   0.000000e+00
 1.020980e+04   0.000000e+00   0.000000e+00
 1.030940e+04   0.000000e+00   0.000000e+00
 1.040900e+04   0.000000e+00   0.000000e+00
 1.050860e+04   0.000000e+00   0.000000e+00
 1.060820e+04   0.000000e+00   0.000000e+00
 1.070780e+04   0.000000e+00   0.000000e+00
 1.080740e+04   0.000000e+00   0.000000e+00
 1.090700e+04   0.000000e+00   0.000000e+00
 1.100660e+04   0.000000e+00   0.000000e+00
 1.110620e+04   0.000000e+00   0.000000e+00
 1.120580e+04   0.000000e+00   0.000000e+00
 1.130540e+04   0.000000e+00   0.000000e+00
 1.140500e+04   0.000000e+00   0.000000e+00
 1.150460e+04   0.000000e+00   0.000000e+00
 1.160420e+04   0.000000e+00   0.000000e+00
 1.170380e+04   0.000000e+00   0.000000e+00
 1.180340e+04   0.000000e+00   0.000000e+00
 1.190300e+04   0.000000e+00   0.000000e+00
 1.200260e+04   0.000000e+00   0.000000e+00
 1.210220e+04   0.000000e+00   0.000000e+00
 1.220180e+04   0.000000e+00   0.000000e+00
 1.230140e+04   0.000000e+00   0.000000e+00
 1.240100e+04   0.000000e+00   0.000000e+00
 1.250060e+04   0.000000e+00   0.000000e+00
 1.260020e+04   0.000000e+00   0.000000e+00
 1.269980e+04   0.000000e+00   0.000000e+00
 1.279940e+04   0.000000e+00   0.000000e+00
 1.289900e+04   0.000000e+00   0.000000e+00
 1.299860e+04   0.000000e+00   0.000000e+00
 1.309820e+04   0.000000e+00   0.000000e+00
 1.319780e+04   0.000000e+00   0.000000e+00
 1.329740e+04   0.000000e+00   0.000000e+00
 1.339700e+04   0.000000e+00   0.000000e+00
 1.349660e+04   0.000000e+00   0.000000e+00
 1.359620e+04   0.000000e+00   0.000000e+00
 1.369580e+04   0.000000e+00   0.000000e+00
 1.379540e+04   0.000000e+00   0.000000e+00
 1.389500e+04   0.000000e+00   0.000000e+00
 1.399460e+04   0.000000e+00   0.000000e+00
 1.409420e+04   0.000000e+00   0.000000e+00
 1.419380e+04   0.000000e+00   0.000000e+00
 1.429340e+04   0.000000e+00   0.000000e+00
 1.439300e+04   0.000000e+00   0.000000e+00
 1.449260e+04   0.000000e+00   0.000000e+00
 1.459220e+04   0.000000e+00   0.000000e+00
 1.469180e+04   0.000000e+00   0.000000e+00
 1.479140e+04   0.000000e+00   0.000000e+00
 1.489100e+04   0.000000e+00   0.000000e+00
 1.499060e+04   0.000000e+00   0.000000e+00
 1.509020e+04   0.000000e+00   0.000000e+00
 1.518980e+04   0.000000e+00   0.000000e+00
 1.528940e+04   0.000000e+00   0.000000e+00
 1.538900e+04   0.000000e+00   0.000000e+00
 1.548860e+04   0.000000e+00   0.000000e+00
 1.558820e+04   0.000000e+00   0.000000e+00
 1.568780e+04   0.000000e+00   0.000000e+00
 1.578740e+04   0.000000e+00   0.000000e+00
 1.588700e+04   0.000000e+00   0.000000e+00
 1.598660e+04   0.000000e+00   0.000000e+00
 1.608620e+04   0.000000e+00   0.000000e+00
 1.618580e+04   0.000000e+00   0.000000e+00
 1.628540e+04   0.000000e+00   0.000000e+00
 1.638500e+04   0.000000e+00   0.000000e+00
 1.648460e+04   0.000000e+00   0.000000e+00
 1.658420e+04   0.000000e+00   0.000000e+00
 1.668380e+04   0.000000e+00   0.000000e+00
 1.678340e+04   0.000000e+00   0.000000e+00
 1.688300e+04   0.000000e+00   0.000000e+00
 1.698260e+04   0.000000e+00   0.000000e+00
 1.708220e+04   0.000000e+00   0.000000e+00
 1.718180e+04   0.000000e+00   0.000000e+00
 1.728140e+04   0.000000e+00   0.000000e+00
 1.738100e+04   0.000000e+00   0.000000e+00
 1.748060e+04   0.000000e+00   0.000000e+00
 1.758020e+04   0.000000e+00   0.000000e+00
 1.767980e+04   0.000000e+00   0.000000e+00
 1.777940e+04   0.000000e+00   0.000000e+00
 1.787900e+04   0.000000e+00   0.000000e+00
 1.797860e+04   0.000000e+00   0.000000e+00
 1.807820e+04   0.000000e+00   0.000000e+00
 1.817780e+04   0.000000e+00   0.000000e+00
 1.827740e+04   0.000000e+00   0.000000e+00
 1.837700e+04   0.000000e+00   0.000000e+00
 1.847660e+04   0.000000e+00   0.000000e+00
 1.857620e+04   0.000000e+00   0.000000e+00
 1.867580e+04   0.000000e+00   0.000000e+00
 1.877540e+04   0.000000e+00   0.000000e+00
 1.887500e+04   0.000000e+00   0.000000e+00
 1.897460e+04   0.000000e+00   0.000000e+00
 1.907420e+04   0.000000e+00   0.000000e+00
 1.917380e+04   0.000000e+00   0.000000e+00
 1.927340e+04   0.000000e+00   0.000000e+00
 1.937300e+04   0.000000e+00   0.000000e+00
 1.947260e+04   0.000000e+00   0.000000e+00
 1.957220e+04   0.000000e+00   0.000000e+00
 1.967180e+04   0.000000e+00   0.000000e+00
 1.977140e+04   0.000000e+00   0.000000e+00
 1.987100e+04   0.000000e+00   0.000000e+00
 1.997060e+04   0.000000e+00   0.000000e+00
 2.007020e+04   0.000000e+00   0.000000e+00
 2.016980e+04   0.000000e+00   0.000000e+00
 2.026940e+04   0.000000e+00   0.000000e+00
 2.036900e+04   0.000000e+00   0.000000e+00
 2.046860e+04   0.000000e+00   0.000000e+00
 2.056820e+04   0.000000e+00   0.000000e+00
 2.066780e+04   0.000000e+00   0.000000e+00
 2.076740e+04   0.000000e+00   0.000000e+00
 2.086700e+04   0.000000e+00   0.000000e+00
 2.096660e+04   0.000000e+00   0.000000e+00
 2.106620e+04   0.000000e+00   0.000000e+00
 2.116580e+04   0.000000e+00   0.000000e+00
 2.126540e+04   0.000000e+00   0.000000e+00
 2.136500e+04   2.859951e-21   2.859951e-21
 2.146460e+04   0.000000e+00   0.000000e+00
 2.156420e+04   0.000000e+00   0.000000e+00
 2.166380e+04   0.000000e+00   0.000000e+00
 2.176340e+04   0.000000e+00   0.000000e+00
 2.186300e+04   0.000000e+00   0.000000e+00
 2.196260e+04   0.000000e+00   0.000000e+00
 2.206220e+04   0.000000e+00   0.000000e+00
 2.216180e+04   0.000000e+00   0.000000e+00
 2.226140e+04   0.000000e+00   0.000000e+00
 2.236100e+04   0.000000e+00   0.000000e+00
 2.246060e+04   0.000000e+00   0.000000e+00
 2.256020e+04   0.000000e+00   0.000000e+00
 2.265980e+04   0.000000e+00   0.000000e+00
 2.275940e+04   0.000000e+00   0.000000e+00
 2.285900e+04   0.000000e+00   0.000000e+00
 2.295860e+04   0.000000e+00   0.000000e+00
 2.305820e+04   0.000000e+00   0.000000e+00
 2.315780e+04   0.000000e+00   0.000000e+00
 2.325740e+04   0.000000e+00   0.000000e+00
 2.335700e+04   0.000000e+00   0.000000e+00
 2.345660e+04   0.000000e+00   0.000000e+00
 2.355620e+04   0.000000e+00   0.000000e+00
 2.365580e+04   0.000000e+00   0.000000e+00
 2.375540e+04   0.000000e+00   0.000000e+00
 2.385500e+04   0.000000e+00   0.000000e+00
 2.395460e+04   0.000000e+00   0.000000e+00
 2.405420e+04   0.000000e+00   0.000000e+00
 2.415380e+04   0.000000e+00   0.000000e+00
 2.425340e+04   0.000000e+00   0.000000e+00
 2.435300e+04   0.000000e+00   0.000000e+00
 2.445260e+04   0.000000e+00   0.000000e+00
 2.455220e+04   0.000000e+00   0.000000e+00
 2.465180e+04   0.000000e+00   0.000000e+00
 2.475140e+04   0.000000e+00   0.000000e+00
 2.485100e+04   0.000000e+00   0.000000e+00
 2.495060e+04   0.000000e+00   0.000000e+00
 2.505020e+04   0.000000e+00   0.000000e+00
 2.514980e+04   0.000000e+00   0.000000e+00
 2.524940e+04   0.000000e+00   0.000000e+00
 2.534900e+04   0.000000e+00   0.000000e+00
 2.544860e+04   0.000000e+00   0.000000e+00
 2.554820e+04   0.000000e+00   0.000000e+00
 2.564780e+04   0.000000e+00   0.000000e+00
 2.574740e+04   0.000000e+00   0.000000e+00
 2.584700e+04   0.000000e+00   0.000000e+00
 2.594660e+04   0.000000e+00   0.000000e+00
 2.604620e+04   0.000000e+00   0.000000e+00
 2.614580e+04   2.403162e-09   1.270822e-09
 2.624540e+04   0.000000e+00   0.000000e+00
 2.634500e+04   0.000000e+00   0.000000e+00
 2.644460e+04   0.000000e+00   0.000000e+00
 2.654420e+04   0.000000e+00   0.000000e+00
 2.664380e+04   0.000000e+00   0.000000e+00
 2.674340e+04   0.000000e+00   0.000000e+00
 2.684300e+04   0.000000e+00   0.000000e+00
 2.694260e+04   0.000000e+00   0.000000e+00
 2.704220e+04   0.000000e+00   0.000000e+00
 2.714180e+04   0.000000e+00   0.000000e+00
 2.724140e+04   0.000000e+00   0.000000e+00
 2.734100e+04   0.000000e+00   0.000000e+00
 2.744060e+04   0.000000e+00   0.000000e+00
 2.754020e+04   0.000000e+00   0.000000e+00
 2.763980e+04   0.000000e+00   0.000000e+00
 2.773940e+04   0.000000e+00   0.000000e+00
 2.783900e+04   0.000000e+00   0.000000e+00
 2.793860e+04   0.000000e+00   0.000000e+00
 2.803820e+04   0.000000e+00   0.000000e+00
 2.813780e+04   0.000000e+00   0.000000e+00
 2.823740e+04   0.000000e+00   0.000000e+00
 2.833700e+04   0.000000e+00   0.000000e+00
 2.843660e+04   0.000000e+00   0.000000e+00
 2.853620e+04   0.000000e+00   0.000000e+00
 2.863580e+04   0.000000e+00   0.000000e+00
 2.873540e+04   0.000000e+00   0.000000e+00
 2.883500e+04   0.000000e+00   0.000000e+00
 2.893460e+04   0.000000e+00   0.000000e+00
 2.903420e+04   0.000000e+00   0.000000e+00
 2.913380e+04   0.000000e+00   0.000000e+00
 2.923340e+04   0.000000e+00   0.000000e+00
 2.933300e+04   0.000000e+00   0.000000e+00
 2.943260e+04   0.000000e+00   0.000000e+00
 2.953220e+04   0.000000e+00   0.000000e+00
 2.963180e+04   0.000000e+00   0.000000e+00
 2.973140e+04   0.000000e+00   0.000000e+00
 2.983100e+04   0.000000e+00   0.000000e+00
 2.993060e+04   0.000000e+00   0.000000e+00
 3.003020e+04   0.000000e+00   0.000000e+00
 3.012980e+04   0.000000e+00   0.000000e+00
 3.022940e+04   0.000000e+00   0.000000e+00
 3.032900e+04   0.000000e+00   0.000000e+00
 3.042860e+04   0.000000e+00   0.000000e+00
 3.052820e+04   0.000000e+00   0.000000e+00
 3.062780e+04   0.000000e+00   0.000000e+00
 3.072740e+04   0.000000e+00   0.000000e+00
 3.082700e+04   0.000000e+00   0.000000e+00
 3.092660e+04   0.000000e+00   0.000000e+00
 3.102620e+04   0.000000e+00   0.000000e+00
 3.112580e+04   0.000000e+00   0.000000e+00
 3.122540e+04   0.000000e+00   0.000000e+00
 3.132500e+04   0.000000e+00   0.000000e+00
 3.142460e+04   0.000000e+00   0.000000e+00
 3.152420e+04   0.000000e+00   0.000000e+00
 3.162380e+04   0.000000e+00   0.000000e+00
 3.172340e+04   0.000000e+00   0.000000e+00
 3.182300e+04   0.000000e+00   0.000000e+00
 3.192260e+04   0.000000e+00   0.000000e+00
 3.202220e+04   0.000000e+00   0.000000e+00
 3.212180e+04   0.000000e+00   0.000000e+00
 3.222140e+04   0.000000e+00   0.000000e+00
 3.232100e+04   0.000000e+00   0.000000e+00
 3.242060e+04   0.000000e+00   0.000000e+00
 3.252020e+04   0.000000e+00   0.000000e+00
 3.261980e+04   0.000000e+00   0.000000e+00
 3.271940e+04   0.000000e+00   0.000000e+00
 3.281900e+04   0.000000e+00   0.000000e+00
 3.291860e+04   0.000000e+00   0.000000e+00
 3.301820e+04   0.000000e+00   0.000000e+00
 3.311780e+04   0.000000e+00   0.000000e+00
