x5_lab bin centers    value    Error 
-inf   7.907203e-05   7.475235e-05
-1.871800e-01   3.392893e-04   3.392893e-04
-1.795400e-01   0.000000e+00   0.000000e+00
-1.719000e-01   0.000000e+00   0.000000e+00
-1.642600e-01   0.000000e+00   0.000000e+00
-1.566200e-01   2.791496e-04   2.791496e-04
-1.489800e-01   1.850486e-04   1.850486e-04
-1.413400e-01   0.000000e+00   0.000000e+00
-1.337000e-01   2.292213e-03   2.292213e-03
-1.260600e-01   3.891131e-02   3.891131e-02
-1.184200e-01   4.620287e-03   4.620287e-03
-1.107800e-01   6.254662e-03   4.211227e-03
-1.031400e-01   9.809932e-03   9.433832e-03
-9.550000e-02   1.001202e-02   8.371149e-03
-8.786000e-02   1.422337e-02   1.400099e-02
-8.022000e-02   2.287208e-02   1.679091e-02
-7.258000e-02   2.815431e-02   2.785558e-02
-6.494000e-02   1.311166e-01   1.297107e-01
-5.730000e-02   5.243918e-02   4.947648e-02
-4.966000e-02   6.143344e-02   5.798001e-02
-4.202000e-02   7.095712e-02   6.986417e-02
-3.438000e-02   1.057033e-01   8.766074e-02
-2.674000e-02   2.130981e-01   1.716230e-01
-1.910000e-02   1.341275e-01   9.288920e-02
-1.146000e-02   1.369225e-01   1.220558e-01
-3.820000e-03   1.793806e-01   1.389554e-01
 3.820000e-03   2.522866e-01   2.225050e-01
 1.146000e-02   1.534399e-01   1.353039e-01
 1.910000e-02   2.081347e-01   1.953923e-01
 2.674000e-02   1.428692e-01   1.337289e-01
 3.438000e-02   1.951937e-01   1.491970e-01
 4.202000e-02   3.704577e-02   3.594807e-02
 4.966000e-02   8.816395e-02   7.035014e-02
 5.730000e-02   3.299268e-02   2.202954e-02
 6.494000e-02   1.675873e-02   1.551329e-02
 7.258000e-02   1.831895e-01   1.826778e-01
 8.022000e-02   1.313281e-02   9.209778e-03
 8.786000e-02   2.401568e-02   1.607610e-02
 9.550000e-02   3.143429e-02   2.676174e-02
 1.031400e-01   8.527009e-03   8.527009e-03
 1.107800e-01   4.576446e-03   4.106803e-03
 1.184200e-01   3.434939e-04   3.434939e-04
 1.260600e-01   5.298261e-02   5.298261e-02
 1.337000e-01   1.365852e-03   1.365852e-03
 1.413400e-01   1.402230e-03   1.079474e-03
 1.489800e-01   4.504649e-02   4.504649e-02
 1.566200e-01   1.607610e-03   1.481005e-03
 1.642600e-01   6.455182e-04   6.455173e-04
 1.719000e-01   5.753403e-08   5.753403e-08
 1.795400e-01   2.871834e-10   2.871834e-10
 1.871800e-01   4.697846e-05   4.697846e-05
 inf   2.327267e-04   1.628479e-04
