Q2_GeV2,num,num_err,ana,diff,rel_diff_percent
1.894999999999999810e-02,6.784683024384480632e+02,1.214549838455754038e+00,6.767373739569342206e+02,1.730928481513842598e+00,2.557755117606367312e-01
1.904999999999999749e-02,6.679266881013237480e+02,1.416442951218917168e+00,6.694068421611731310e+02,-1.480154059849382975e+00,-2.211142711166083630e-01
1.915000000000000036e-02,6.612862827949169287e+02,1.139321718514593407e+00,6.621922300760635380e+02,-9.059472811466093845e-01,-1.368103157964488115e-01
1.924999999999999975e-02,6.552396810042666857e+02,1.399939846622832773e+00,6.550911208797913332e+02,1.485601244753524952e-01,2.267778019580472121e-02
1.934999999999999915e-02,6.483705853240666102e+02,1.614649630197596553e+00,6.481011602611406488e+02,2.694250629259613561e-01,4.157145202724238375e-02
1.944999999999999854e-02,6.401646270055723562e+02,1.431601145281308662e+00,6.412200544915608589e+02,-1.055427485988502667e+00,-1.645967680822735812e-01
1.954999999999999793e-02,6.344303877965945730e+02,1.363926760581778863e+00,6.344455685662059068e+02,-1.518076961133374425e-02,-2.392761548581861554e-03
1.965000000000000080e-02,6.290746437888357150e+02,1.508508616840203542e+00,6.277755244111378943e+02,1.299119377697820710e+00,2.069401126965586257e-01
1.975000000000000019e-02,6.210391269155892360e+02,1.215283452877857995e+00,6.212077991540223820e+02,-1.686722384331460489e-01,-2.715230534176300836e-02
1.984999999999999959e-02,6.138824879026849430e+02,1.381802124765999507e+00,6.147403234557477845e+02,-8.578355530628414272e-01,-1.395443767606685814e-01
1.994999999999999898e-02,6.093958503418151622e+02,1.132203407820928653e+00,6.083710799005515355e+02,1.024770441263626708e+00,1.684449631351875865e-01
2.004999999999999838e-02,6.031598460335108030e+02,1.011497924629699563e+00,6.020981014422968656e+02,1.061744591213937383e+00,1.763407970678830539e-01
2.014999999999999777e-02,5.935015377322645236e+02,1.318686840087287759e+00,5.959194699046882988e+02,-2.417932172423775228e+00,-4.057481412397048737e-01
2.025000000000000064e-02,5.935369575600713006e+02,1.154709082808513143e+00,5.898333145332940148e+02,3.703643026777285741e+00,6.279135029373164034e-01
2.035000000000000003e-02,5.840230378985849029e+02,1.209620787719377866e+00,5.838378105973396259e+02,1.852273012452769763e-01,3.172581458123894388e-02
2.044999999999999943e-02,5.764120168081614111e+02,1.059584688753888670e+00,5.779311780393290974e+02,-1.519161231167686310e+00,-2.628619615784606456e-01
2.054999999999999882e-02,5.701079119837135067e+02,1.226210197414779657e+00,5.721116801706348269e+02,-2.003768186921320194e+00,-3.502407408154448731e-01
2.064999999999999822e-02,5.671559140254015574e+02,1.066760396968454705e+00,5.663776224112738191e+02,7.782916141277382849e-01,1.374156716881345386e-01
2.074999999999999761e-02,5.620016940788086686e+02,1.116720006887573335e+00,5.607273510721736329e+02,1.274343006635035636e+00,2.272660686514308137e-01
2.085000000000000048e-02,5.564971093862412772e+02,1.460446445716506059e+00,5.551592521782930589e+02,1.337857207948218274e+00,2.409862039944092593e-01
2.094999999999999987e-02,5.495667501796887109e+02,1.412480824209985997e+00,5.496717503310482016e+02,-1.050001513594907010e-01,-1.910233722148768978e-02
2.104999999999999927e-02,5.437484448695253150e+02,1.288861254629287689e+00,5.442633076085403445e+02,-5.148627390150295469e-01,-9.459809835009912182e-02
2.114999999999999866e-02,5.392416687691410289e+02,1.369698538976680258e+00,5.389324225021674692e+02,3.092462669735596137e-01,5.738126972168127587e-02
2.124999999999999806e-02,5.331053111637276061e+02,9.135983945077251756e-01,5.336776288882432482e+02,-5.723177245156421122e-01,-1.072403438959759064e-01
2.134999999999999745e-02,5.254766490345110697e+02,1.296928621101433254e+00,5.284974950333203196e+02,-3.020845998809249977e+00,-5.715913560988200581e-01
2.145000000000000032e-02,5.231009232887903408e+02,1.381150710724591724e+00,5.233906226319543293e+02,-2.896993431639884875e-01,-5.535050316858726449e-02
2.154999999999999971e-02,5.190455982941116417e+02,1.091740254085883599e+00,5.183556458757115024e+02,6.899524184001393223e-01,1.331040616398672938e-01
2.164999999999999911e-02,5.131093124759451030e+02,1.154569221236070753e+00,5.133912305522652559e+02,-2.819180763201529771e-01,-5.491291232553544704e-02
2.174999999999999850e-02,5.110108789386869148e+02,1.083757845158621613e+00,5.084960731734723822e+02,2.514805765214532585e+00,4.945575586296832027e-01
2.184999999999999790e-02,5.021020733511120966e+02,1.299116786446225413e+00,5.036689001313711174e+02,-1.566826780259020779e+00,-3.110826933825669993e-01
2.194999999999999729e-02,4.983705746284718998e+02,9.233746655047266882e-01,4.989084668810900780e+02,-5.378922526181781905e-01,-1.078138152236208652e-01
2.205000000000000016e-02,4.957928879344010511e+02,9.792319819162268457e-01,4.942135571496805255e+02,1.579330784720525571e+00,3.195644396784930175e-01
2.214999999999999955e-02,4.902983598294708258e+02,1.119777757752763669e+00,4.895829821699466606e+02,7.153776595241652103e-01,1.461197969654589590e-01
2.224999999999999895e-02,4.832912144253132283e+02,9.969713982253901596e-01,4.850155799383712747e+02,-1.724365513058046417e+00,-3.555278602137180166e-01
2.234999999999999834e-02,4.806312676959852297e+02,1.188742062985448156e+00,4.805102144962762623e+02,1.210531997089674405e-01,2.519263817021428695e-02
2.244999999999999774e-02,4.781559531085287631e+02,9.079968962173317060e-01,4.760657752333893313e+02,2.090177875139431762e+00,4.390523292951967749e-01
2.255000000000000060e-02,4.712290824943002576e+02,9.998437031359059812e-01,4.716811762130254806e+02,-4.520937187252229705e-01,-9.584730990431633568e-02
2.264999999999999999e-02,4.668414482047472234e+02,7.533842760584581466e-01,4.673553555181177330e+02,-5.139073133705096552e-01,-1.099607198896402210e-01
2.274999999999999939e-02,4.627794862197932844e+02,1.031781977367626890e+00,4.630872746173641872e+02,-3.077883975709028164e-01,-6.646444729564629506e-02
2.284999999999999878e-02,4.580926013389915852e+02,1.027281416596996122e+00,4.588759177507902791e+02,-7.833164117986939345e-01,-1.707033168439454351e-01
2.294999999999999818e-02,4.548820468213301069e+02,1.029304138978972771e+00,4.547202913340475448e+02,1.617554872825621715e-01,3.557252455306267325e-02
2.304999999999999757e-02,4.509078894659393200e+02,1.192180704249716561e+00,4.506194233808013792e+02,2.884660851379408086e-01,6.401545742828956831e-02
2.315000000000000044e-02,4.470392723128670127e+02,8.341748452355651766e-01,4.465723629425798435e+02,4.669093702871691676e-01,1.045540228263530658e-01
2.324999999999999983e-02,4.415255790985477233e+02,1.189642992809622379e+00,4.425781795654851862e+02,-1.052600466937462897e+00,-2.378337919801843670e-01
2.334999999999999923e-02,4.397358526115627342e+02,9.332039880176267177e-01,4.386359627631910030e+02,1.099889848371731205e+00,2.507523189487167459e-01
2.344999999999999862e-02,4.365107801480354510e+02,1.187487348598467829e+00,4.347448215056702452e+02,1.765958642365205833e+00,4.062057913074355042e-01
2.354999999999999802e-02,4.313102114662157192e+02,7.958299649772584416e-01,4.309038837231158254e+02,4.063277430998937234e-01,9.429660730581534978e-02
2.364999999999999741e-02,4.266543641343537843e+02,1.094870954890466042e+00,4.271122958245469476e+02,-4.579316901931633765e-01,-1.072157591036144442e-01
2.375000000000000028e-02,4.231395748742172032e+02,1.062628598083003917e+00,4.233692222306014514e+02,-2.296473563842482690e-01,-5.424280848152054912e-02
2.384999999999999967e-02,4.189873291727437845e+02,1.011458373763840290e+00,4.196738449200389027e+02,-6.865157472951182172e-01,-1.635831624022033304e-01
2.394999999999999907e-02,4.181661700678278635e+02,1.129288009506647317e+00,4.160253629895024687e+02,2.140807078325394741e+00,5.145857125012384126e-01
2.404999999999999846e-02,4.117961114997597178e+02,8.304962287352183337e-01,4.124229922260893204e+02,-6.268807263296025667e-01,-1.519994612681409563e-01
2.414999999999999786e-02,4.108182379658720720e+02,1.158035288628627812e+00,4.088659646923143214e+02,1.952273273557750599e+00,4.774849075605751003e-01
2.424999999999999725e-02,4.041412934377353281e+02,1.109914798862934093e+00,4.053535283230530126e+02,-1.212234885317684530e+00,-2.990562066482309045e-01
2.435000000000000012e-02,4.001166123430215862e+02,9.860358460972787897e-01,4.018849465340719576e+02,-1.768334191050371373e+00,-4.400100591726073262e-01
2.444999999999999951e-02,3.950780795372176044e+02,8.262705137755644857e-01,3.984594978417691777e+02,-3.381418304551573328e+00,-8.486228394270466380e-01
2.454999999999999891e-02,3.953266413686425267e+02,6.275041310195134114e-01,3.950764754937561065e+02,2.501658748864201698e-01,6.332087340147739274e-02
2.464999999999999830e-02,3.913269392492294401e+02,5.642807626815811162e-01,3.917351871099328378e+02,-4.082478607033976914e-01,-1.042152643257014538e-01
2.474999999999999770e-02,3.876968528969686076e+02,5.986815092469880417e-01,3.884349543337149271e+02,-7.381014367463194503e-01,-1.900193143051170097e-01
2.485000000000000056e-02,3.852635486526530144e+02,7.973186576216302335e-01,3.851751124930870560e+02,8.843615956595840544e-02,2.295998798924102705e-02
2.494999999999999996e-02,3.829074091750398452e+02,8.721148343826417015e-01,3.819550102711674526e+02,9.523989038723925660e-01,2.493484515875942220e-01
2.504999999999999935e-02,3.813732395684648395e+02,8.983835774638151417e-01,3.787740093859798094e+02,2.599230182485030127e+00,6.862218943423734618e-01
2.514999999999999875e-02,3.746140358833841901e+02,7.570048737592943722e-01,3.756314842791401247e+02,-1.017448395755934598e+00,-2.708634495078282578e-01
2.524999999999999814e-02,3.721002087265767386e+02,6.310306832497323271e-01,3.725268218131745925e+02,-4.266130865978539077e-01,-1.145187572055694908e-01
2.534999999999999754e-02,3.687564273867363340e+02,1.110872924727875910e+00,3.694594209771998408e+02,-7.029935904635067345e-01,-1.902762659574703530e-01
2.545000000000000040e-02,3.663802153772268184e+02,7.891876289270707279e-01,3.664286926006978433e+02,-4.847722347102489948e-02,-1.322964725468460216e-02
2.554999999999999979e-02,3.645631068277003237e+02,8.873507815554658729e-01,3.634340590751372133e+02,1.129047752563110407e+00,3.106609643125627929e-01
2.564999999999999919e-02,3.611330122469802859e+02,1.005975627370677250e+00,3.604749540831908803e+02,6.580581637894056257e-01,1.825530890108770510e-01
2.574999999999999858e-02,3.586923579348559770e+02,4.509748121329080761e-01,3.575508223353206176e+02,1.141535599535359324e+00,3.192652703410082116e-01
2.584999999999999798e-02,3.534987647411828675e+02,9.817445054392569537e-01,3.546611193134922928e+02,-1.162354572309425293e+00,-3.277366784832131952e-01
2.594999999999999737e-02,3.501375099564302218e+02,6.692381021432710630e-01,3.518053110218119173e+02,-1.667801065381695480e+00,-4.740693255987519228e-01
2.605000000000000024e-02,3.483130295507951359e+02,9.973047844963703890e-01,3.489828737438604662e+02,-6.698441930653302734e-01,-1.919418525841383449e-01
2.614999999999999963e-02,3.476019176258666334e+02,7.495292730540580317e-01,3.461932938065297662e+02,1.408623819336867200e+00,4.068894009610934392e-01
2.624999999999999903e-02,3.432332556106392190e+02,8.794437979686599016e-01,3.434360673501565202e+02,-2.028117395173012483e-01,-5.905371007830718943e-02
2.634999999999999842e-02,3.403342983082482647e+02,1.175391201733168023e+00,3.407107001047658059e+02,-3.764017965175412428e-01,-1.104754844511195849e-01
2.644999999999999782e-02,3.396871541598608246e+02,7.086927121618165071e-01,3.380167071722403875e+02,1.670446987620437085e+00,4.941906574958855880e-01
2.654999999999999721e-02,3.342927243897187850e+02,9.018104690320616346e-01,3.353536128142328607e+02,-1.060888424514075723e+00,-3.163491860461180027e-01
2.665000000000000008e-02,3.327253724335038214e+02,3.963525853239929231e-01,3.327209502456532846e+02,4.422187850536829501e-03,1.329098106768406527e-03
2.674999999999999947e-02,3.306850369231089530e+02,7.167146138154117940e-01,3.301182614335630205e+02,5.667754895459324871e-01,1.716886206429986406e-01
2.684999999999999887e-02,3.264135453000048415e+02,7.941499538221040710e-01,3.275450969013121494e+02,-1.131551601307307919e+00,-3.454643687272898611e-01
2.694999999999999826e-02,3.259640222989957010e+02,6.522630006749838838e-01,3.250010155377700016e+02,9.630067612256993925e-01,2.963088467992136543e-01
2.704999999999999766e-02,3.231508155603190744e+02,4.674011290460661217e-01,3.224855844114924821e+02,6.652311488265922890e-01,2.062824451643567314e-01
2.714999999999999705e-02,3.199953504376029514e+02,5.144130867699255871e-01,3.199983785896835684e+02,-3.028152080617019237e-03,-9.463023200188939738e-04
2.724999999999999992e-02,3.168235771441487145e+02,6.136920723834590197e-01,3.175389809618109211e+02,-7.154038176622066203e-01,-2.252963763678026143e-01
2.734999999999999931e-02,3.152984682111730308e+02,7.868699227131343843e-01,3.151069820677375333e+02,1.914861434354975245e-01,6.076861330680840417e-02
2.744999999999999871e-02,3.128603496504441637e+02,6.973385128089838458e-01,3.127019799302388492e+02,1.583697202053144792e-01,5.064557641772700347e-02
2.754999999999999810e-02,3.106221627501237208e+02,5.642549038499863334e-01,3.103235798917773423e+02,2.985828583463785435e-01,9.621661958479169052e-02
2.764999999999999750e-02,3.076054892706340524e+02,6.056822112508357669e-01,3.079713944554134741e+02,-3.659051847794216883e-01,-1.188114192964098703e-01
2.775000000000000036e-02,3.067410048261353950e+02,8.153320765639027190e-01,3.056450431297308228e+02,1.095961696404572194e+00,3.585733585541552859e-01
2.784999999999999976e-02,3.032493931732296346e+02,8.532393515082844493e-01,3.033441522776610100e+02,-9.475910443137536276e-02,-3.123815103072737076e-02
2.794999999999999915e-02,3.001718051030952097e+02,6.574077936466219407e-01,3.010683549690996870e+02,-8.965498660044772805e-01,-2.977894724593340703e-01
2.804999999999999855e-02,2.999396816383310806e+02,4.790369072405689099e-01,2.988172908371996641e+02,1.122390801131416538e+00,3.756110625281428583e-01
2.814999999999999794e-02,2.966430538210290706e+02,5.529768391569884756e-01,2.965906059382430726e+02,5.244788278599799014e-02,1.768359541263381587e-02
2.824999999999999734e-02,2.939917856696487775e+02,4.675440093517195805e-01,2.943879526149861476e+02,-3.961669453373701799e-01,-1.345730835172780360e-01
2.835000000000000020e-02,2.924078486828665859e+02,6.024154938846266738e-01,2.922089893633806810e+02,1.988593194859049618e-01,6.805379941224552753e-02
2.844999999999999959e-02,2.906332621240217691e+02,6.717907043237615339e-01,2.900533807025797728e+02,5.798814214419962809e-01,1.999223108647734393e-01
2.854999999999999899e-02,2.866757905934339874e+02,5.520784026000654654e-01,2.879207970481287475e+02,-1.245006454694760123e+00,-4.324128258392689883e-01
2.864999999999999838e-02,2.859574116721619248e+02,4.134456985627494863e-01,2.858109145882606299e+02,1.464970839012949000e-01,5.125664431406991295e-02
2.874999999999999778e-02,2.829625136596771426e+02,7.692148467549958513e-01,2.837234151632042085e+02,-7.609015035270658700e-01,-2.681842466506960121e-01
2.884999999999999717e-02,2.824874937731886462e+02,6.185767653351761375e-01,2.816579861474228892e+02,8.295076257657569840e-01,2.945088250867431423e-01
2.895000000000000004e-02,2.791249896414849445e+02,6.375930281470602035e-01,2.796143203347028816e+02,-4.893306932179370961e-01,-1.750020144290894419e-01
2.904999999999999943e-02,2.777310003318491454e+02,4.942192193826356328e-01,2.775921158260144352e+02,1.388845058347101258e-01,5.003186254819944057e-02
2.914999999999999883e-02,2.753280131215487927e+02,5.517940229744408009e-01,2.755910759200658049e+02,-2.630627985170121974e-01,-9.545403371236614587e-02
2.924999999999999822e-02,2.736671716978074755e+02,5.946270909331632382e-01,2.736109090064801990e+02,5.626269132727657052e-02,2.056302927817254753e-02
2.934999999999999762e-02,2.713480926490280467e+02,5.587003072424003847e-01,2.716513284615223256e+02,-3.032358124942788891e-01,-1.116268468892211985e-01
2.944999999999999701e-02,2.699257384155562818e+02,6.199072110236768518e-01,2.697120525463053013e+02,2.136858692509804314e-01,7.922740835406083537e-02
2.954999999999999988e-02,2.683215809934242770e+02,6.627364877623003192e-01,2.677928043074115863e+02,5.287766860126907886e-01,1.974573915009620317e-01
2.964999999999999927e-02,2.655930550689392931e+02,4.972514257230579715e-01,2.658933114798618931e+02,-3.002564109226000255e-01,-1.129236419116697865e-01
2.974999999999999867e-02,2.637151500676780529e+02,4.688435458154912583e-01,2.640133063923694294e+02,-2.981563246913765397e-01,-1.129323096496752665e-01
2.984999999999999806e-02,2.617922399081666072e+02,4.723370237605289401e-01,2.621525258748174565e+02,-3.602859666508493319e-01,-1.374337193389822132e-01
2.994999999999999746e-02,2.604516162816618703e+02,4.986915873643184560e-01,2.603107111679034347e+02,1.409051137584356184e-01,5.412958734054941490e-02
3.005000000000000032e-02,2.588878884395485898e+02,4.733257371027391747e-01,2.584876078348871147e+02,4.002806046614750812e-01,1.548548528164492843e-01
3.014999999999999972e-02,2.557573144377994367e+02,5.569743949472538702e-01,2.566829656753916424e+02,-9.256512375922056890e-01,-3.606204389748284833e-01
3.024999999999999911e-02,2.554971004409318027e+02,5.254775172296306529e-01,2.548965386412007206e+02,6.005617997310821465e-01,2.356100255156658718e-01
3.034999999999999851e-02,2.530400609676568706e+02,3.272543975772208569e-01,2.531280847539999286e+02,-8.802378634305796368e-02,-3.477440538792960639e-02
3.044999999999999790e-02,2.511849004711405087e+02,5.400861750853295229e-01,2.513773660250106730e+02,-1.924655538701642854e-01,-7.656439277473175986e-02
3.054999999999999730e-02,2.486307425956142936e+02,5.047245412255645380e-01,2.496441483764680243e+02,-1.013405780853730676e+00,-4.059401301589877220e-01
3.065000000000000016e-02,2.475086078118136470e+02,5.219168922859199755e-01,2.479282015648931292e+02,-4.195937530794822123e-01,-1.692400261168582887e-01
3.074999999999999956e-02,2.460708537396397162e+02,5.930838577199996076e-01,2.462292991061152634e+02,-1.584453664755471891e-01,-6.434870547524215723e-02
3.084999999999999895e-02,2.450918257162119005e+02,6.508679378362250967e-01,2.445472182019953777e+02,5.446075142165227589e-01,2.227003513761822151e-01
3.094999999999999835e-02,2.439620875853473763e+02,4.697348626884506051e-01,2.428817396688098142e+02,1.080347916537562014e+00,4.448040919052660969e-01
3.104999999999999774e-02,2.405719197683829407e+02,4.228208627045361157e-01,2.412326478672511882e+02,-6.607280988682475709e-01,-2.738966324458048107e-01
3.114999999999999714e-02,2.401859110099291854e+02,4.977380362564164940e-01,2.395997306340019293e+02,5.861803759272561365e-01,2.446498476338731243e-01
3.125000000000000000e-02,2.373657299589125103e+02,4.770832437363184964e-01,2.379827792148440722e+02,-6.170492559315619019e-01,-2.592831540027135118e-01
3.134999999999999593e-02,2.365857961759699606e+02,3.916806195989744888e-01,2.363815881992638595e+02,2.042079767061011353e-01,8.638912119245041599e-02
3.144999999999999879e-02,2.344985686668802884e+02,4.242122091738387279e-01,2.347959554565126439e+02,-2.973867896323554305e-01,-1.266575435910502478e-01
3.155000000000000165e-02,2.330489365397913275e+02,3.988001837652941917e-01,2.332256820730906099e+02,-1.767455332992824424e-01,-7.578304916003725245e-02
3.164999999999999758e-02,2.324791780080313401e+02,4.067446849956792843e-01,2.316705722916114780e+02,8.086057164198621194e-01,3.490325544679205860e-01
3.175000000000000044e-02,2.300793067002162218e+02,3.924168711074071392e-01,2.301304334510192007e+02,-5.112675080297890418e-02,-2.221642311114000595e-02
3.184999999999999637e-02,2.288372992734377078e+02,4.048544761141444348e-01,2.286050759281196747e+02,2.322233453180331253e-01,1.015827598644621216e-01
3.194999999999999923e-02,2.262197653415238108e+02,4.207523368445823531e-01,2.270943130803936469e+02,-8.745477388698361665e-01,-3.851033198529447699e-01
3.204999999999999516e-02,2.265892783541621895e+02,3.866787459326955223e-01,2.255979611900628186e+02,9.913171640993709843e-01,4.394176077079887666e-01
3.214999999999999802e-02,2.242693728201388126e+02,3.109846325804788147e-01,2.241158394093724553e+02,1.535334107663572922e-01,6.850627388540418694e-02
3.225000000000000089e-02,2.232470195702631770e+02,3.737885632824455295e-01,2.226477697070660327e+02,5.992498631971443501e-01,2.691470316480454317e-01
3.234999999999999681e-02,2.202576212968078551e+02,3.487327857341145365e-01,2.211935768160167015e+02,-9.359555192088464537e-01,-4.231386519814501201e-01
3.244999999999999968e-02,2.200009860082139710e+02,3.620946301109930210e-01,2.197530881819920978e+02,2.478978262218731743e-01,1.128074368704991975e-01
3.254999999999999560e-02,2.184586877106550560e+02,3.562895119229797514e-01,2.183261339135221419e+02,1.325537971329140419e-01,6.071366480818000261e-02
3.264999999999999847e-02,2.168251543461144877e+02,4.752774882223579911e-01,2.169125467328413492e+02,-8.739238672686155951e-02,-4.028922625416302833e-02
3.275000000000000133e-02,2.153763814533214145e+02,4.637475874779497520e-01,2.155121619278840228e+02,-1.357804745626083331e-01,-6.300362510773012403e-02
3.284999999999999726e-02,2.138578455549996420e+02,4.009273185203330869e-01,2.141248173053009793e+02,-2.669717503013373516e-01,-1.246804334318178387e-01
3.295000000000000012e-02,2.126291366069070250e+02,3.380097451211085402e-01,2.127503531444770886e+02,-1.212165375700635650e-01,-5.697595128678652199e-02
3.304999999999999605e-02,2.112391096612289800e+02,3.749493289365667947e-01,2.113886121525251269e+02,-1.495024912961468999e-01,-7.072400436986407690e-02
3.314999999999999891e-02,2.101696578942075178e+02,4.057565167960023311e-01,2.100394394202287458e+02,1.302184739787719536e-01,6.199715364800707090e-02
3.325000000000000178e-02,2.083397369689388086e+02,3.545756173090066632e-01,2.087026823789168475e+02,-3.629454099780389242e-01,-1.739054840316243411e-01
3.334999999999999770e-02,2.073443307132420443e+02,3.199642777640894220e-01,2.073781907582426527e+02,-3.386004500060835198e-02,-1.632767885417696352e-02
3.345000000000000057e-02,2.058596373732223412e+02,3.782993060345256064e-01,2.060658165448483317e+02,-2.061791716259904206e-01,-1.000550091631124128e-01
3.354999999999999649e-02,2.053427468700704992e+02,4.122044469855505322e-01,2.047654139418939110e+02,5.773329281765882115e-01,2.819484585128314014e-01
3.364999999999999936e-02,2.026391367885894681e+02,3.249447830572124163e-01,2.034768393294279178e+02,-8.377025408384497496e-01,-4.116942958221470050e-01
3.374999999999999528e-02,2.026126679956854844e+02,2.782134172386472315e-01,2.021999512255822538e+02,4.127167701032306013e-01,2.041131897419636299e-01
3.384999999999999815e-02,2.007381899035980268e+02,3.963636617286164232e-01,2.009346102485709480e+02,-1.964203449729211570e-01,-9.775336599799043513e-02
3.395000000000000101e-02,1.999511751853366661e+02,3.997932789995144454e-01,1.996806790794720996e+02,2.704961058645665162e-01,1.354643359144978576e-01
3.404999999999999694e-02,1.988925836888641641e+02,3.757177733670876152e-01,1.984380224257781720e+02,4.545612630859920955e-01,2.290696397440726284e-01
3.414999999999999980e-02,1.971268892137996147e+02,2.856645637067559695e-01,1.972065069856933235e+02,-7.961777189370877750e-02,-4.037279150199885730e-02
3.424999999999999573e-02,1.960619182857512612e+02,2.741814078289921963e-01,1.959860014131614889e+02,7.591687258977231068e-02,3.873586482828977190e-02
3.434999999999999859e-02,1.950556135248702390e+02,2.385611815987451756e-01,1.947763762836089256e+02,2.792372412613133292e-01,1.433629922628415210e-01
3.445000000000000145e-02,1.927049422914470256e+02,3.570177187590282131e-01,1.935775040603835464e+02,-8.725617689365208207e-01,-4.507557699805543883e-01
3.454999999999999738e-02,1.932021681731567639e+02,3.095966860184441449e-01,1.923892590618755207e+02,8.129091112812432129e-01,4.225335214892627644e-01
3.465000000000000024e-02,1.907925869949592936e+02,2.505929512047248009e-01,1.912115174293026598e+02,-4.189304343433661870e-01,-2.190926780852826550e-01
3.474999999999999617e-02,1.894913306965023594e+02,1.856689261627249288e-01,1.900441570951467725e+02,-5.528263986444130751e-01,-2.908936570818313472e-01
3.484999999999999903e-02,1.891296103489706297e+02,3.710408258956638394e-01,1.888870577522236545e+02,2.425525967469752686e-01,1.284114431308197024e-01
3.494999999999999496e-02,1.877780070233647791e+02,2.976173307671253765e-01,1.877401008233750588e+02,3.790619998972033500e-02,2.019078493272052563e-02
3.504999999999999782e-02,1.866158375114287367e+02,3.513068172397166844e-01,1.866031694317659060e+02,1.266807966283067799e-02,6.788780545050142508e-03
3.515000000000000069e-02,1.856107397354787452e+02,3.702557014824777171e-01,1.854761483717746273e+02,1.345913637041178390e-01,7.256532167917266463e-02
3.524999999999999661e-02,1.842527507979964696e+02,3.221938916161707911e-01,1.843589240804624865e+02,-1.061732824660168717e-01,-5.759053053470744588e-02
3.534999999999999948e-02,1.833426339246940131e+02,3.028750177001230948e-01,1.832513846096080101e+02,9.124931508600298002e-02,4.979461152798225765e-02
3.544999999999999540e-02,1.825184009538429848e+02,3.114804722682031901e-01,1.821534195982959545e+02,3.649813555470302617e-01,2.003703012284512031e-01
3.554999999999999827e-02,1.801169452466711789e+02,3.153523423012175586e-01,1.810649202460456593e+02,-9.479749993744803760e-01,-5.235553071717565787e-01
3.565000000000000113e-02,1.802737149505094010e+02,2.094143210380501330e-01,1.799857792864690680e+02,2.879356640403329948e-01,1.599768966091752453e-01
3.574999999999999706e-02,1.789533103797599267e+02,2.469517192391730565e-01,1.789158909614445463e+02,3.741941831538042607e-02,2.091453034959545043e-02
3.584999999999999992e-02,1.780829275063004786e+02,1.982686074926155728e-01,1.778551509957963788e+02,2.277765105040998606e-01,1.280685486075595070e-01
3.594999999999999585e-02,1.763091047871557464e+02,1.954549122712363751e-01,1.768034565724679226e+02,-4.943517853121761618e-01,-2.796052718061832754e-01
3.604999999999999871e-02,1.757405729631821885e+02,2.028950265853497192e-01,1.757607063081775891e+02,-2.013334499540064826e-02,-1.145497501591680178e-02
3.615000000000000158e-02,1.750928594995877177e+02,2.107798669781925927e-01,1.747268002295481324e+02,3.660592700395852717e-01,2.095037908086642975e-01
3.624999999999999750e-02,1.738262350061277743e+02,4.195584283853108221e-01,1.737016397496962270e+02,1.245952564315473410e-01,7.172946473682625945e-02
3.635000000000000037e-02,1.724577028376987187e+02,2.115303689234135920e-01,1.726851276452741502e+02,-2.274248075754314868e-01,-1.316991281626767041e-01
3.644999999999999629e-02,1.717793867463205970e+02,2.798270509041972942e-01,1.716771680339540751e+02,1.022187123665219133e-01,5.954123867322021202e-02
3.654999999999999916e-02,1.704988505837150683e+02,2.012739323771713384e-01,1.706776663523430386e+02,-1.788157686279703285e-01,-1.047681119911888087e-01
3.664999999999999508e-02,1.703269951308472230e+02,3.656627071819703589e-01,1.696865293343218752e+02,6.404657965253477414e-01,3.774405658704241273e-01
3.674999999999999795e-02,1.686380129244661248e+02,2.058794821173754452e-01,1.687036649897961809e+02,-6.565206533005607525e-02,-3.891561296787888341e-02
3.685000000000000081e-02,1.675039320074135389e+02,2.118828144230745503e-01,1.677289825838528827e+02,-2.250505764393437858e-01,-1.341751276210323973e-01
3.694999999999999674e-02,1.671133520829906445e+02,2.127873713008219814e-01,1.667623926163112742e+02,3.509594666793702800e-01,2.104548040917484653e-01
3.704999999999999960e-02,1.657077872241942487e+02,1.813717120459433507e-01,1.658038068016624607e+02,-9.601957746821199180e-02,-5.791156386600481570e-02
3.714999999999999553e-02,1.647958005071510286e+02,2.779146057371810752e-01,1.648531380493863878e+02,-5.733754223535925121e-02,-3.478098319134342170e-02
3.724999999999999839e-02,1.640455294452097235e+02,2.578349767053608188e-01,1.639103004446400575e+02,1.352290005696659136e-01,8.250183191832954899e-02
3.735000000000000125e-02,1.629305220378409729e+02,2.640029356557694884e-01,1.629752092293082910e+02,-4.468719146731814362e-02,-2.741962515565337863e-02
3.744999999999999718e-02,1.629043039244319004e+02,2.569425317110629048e-01,1.620477807834093653e+02,8.565231410225351283e-01,5.285620925394536318e-01
3.755000000000000004e-02,1.603541273871613555e+02,2.933948937380113087e-01,1.611279326068478213e+02,-7.738052196864657617e-01,-4.802427531758572399e-01
3.764999999999999597e-02,1.603810071316731012e+02,2.040150566455939396e-01,1.602155833015074791e+02,1.654238301656221211e-01,1.032507742110911342e-01
3.774999999999999883e-02,1.590384123705831882e+02,1.365862343341675833e-01,1.593106525536769311e+02,-2.722401830937428713e-01,-1.708863649290597864e-01
3.785000000000000170e-02,1.586209320884546798e+02,1.795178319560650770e-01,1.584130611168012877e+02,2.078709716533921892e-01,1.312208540052922368e-01
3.794999999999999762e-02,1.573431514863672476e+02,2.548687069781414571e-01,1.575227307945514497e+02,-1.795793081842020911e-01,-1.140021552942843963e-01
