x5_lab bin centers    value    Error 
-inf   3.647215e-03   1.539862e-04
-1.996000e-01   2.059102e-02   1.899393e-03
-1.988000e-01   2.930091e-02   3.348034e-03
-1.980000e-01   1.975338e-02   1.522707e-03
-1.972000e-01   2.558829e-02   4.409348e-03
-1.964000e-01   2.635311e-02   2.755094e-03
-1.956000e-01   2.450413e-02   2.874932e-03
-1.948000e-01   2.286472e-02   1.290682e-03
-1.940000e-01   2.658674e-02   3.005242e-03
-1.932000e-01   3.038110e-02   3.580308e-03
-1.924000e-01   2.388285e-02   2.581866e-03
-1.916000e-01   2.527485e-02   2.155278e-03
-1.908000e-01   4.729744e-02   2.236616e-03
-1.900000e-01   5.540757e-02   2.698225e-03
-1.892000e-01   6.119292e-02   7.544622e-03
-1.884000e-01   6.367979e-02   4.626396e-03
-1.876000e-01   5.810184e-02   3.422608e-03
-1.868000e-01   5.461609e-02   2.210790e-03
-1.860000e-01   5.475925e-02   2.247942e-03
-1.852000e-01   5.032460e-02   1.195510e-03
-1.844000e-01   6.660563e-02   3.177207e-03
-1.836000e-01   5.723436e-02   2.499125e-03
-1.828000e-01   5.629647e-02   1.547230e-03
-1.820000e-01   5.919685e-02   2.238368e-03
-1.812000e-01   7.068677e-02   4.904884e-03
-1.804000e-01   6.003812e-02   1.937446e-03
-1.796000e-01   7.401954e-02   5.196139e-03
-1.788000e-01   6.710026e-02   4.114912e-03
-1.780000e-01   6.456853e-02   3.923163e-03
-1.772000e-01   8.356024e-02   8.388045e-03
-1.764000e-01   6.615380e-02   2.128960e-03
-1.756000e-01   6.959006e-02   2.791661e-03
-1.748000e-01   7.221027e-02   5.370948e-03
-1.740000e-01   8.251299e-02   5.682005e-03
-1.732000e-01   7.831077e-02   4.973685e-03
-1.724000e-01   7.361059e-02   3.291599e-03
-1.716000e-01   7.218936e-02   2.959018e-03
-1.708000e-01   8.476412e-02   7.825307e-03
-1.700000e-01   7.274313e-02   2.283163e-03
-1.692000e-01   8.327872e-02   6.292982e-03
-1.684000e-01   7.985256e-02   3.064284e-03
-1.676000e-01   7.724171e-02   2.722237e-03
-1.668000e-01   8.787804e-02   3.598242e-03
-1.660000e-01   8.203733e-02   2.572316e-03
-1.652000e-01   8.526031e-02   3.159939e-03
-1.644000e-01   8.916765e-02   4.342776e-03
-1.636000e-01   9.276248e-02   5.419549e-03
-1.628000e-01   9.906236e-02   6.138516e-03
-1.620000e-01   9.110946e-02   4.462598e-03
-1.612000e-01   9.103276e-02   3.913273e-03
-1.604000e-01   9.338702e-02   4.464654e-03
-1.596000e-01   9.710917e-02   4.873938e-03
-1.588000e-01   8.599619e-02   2.487187e-03
-1.580000e-01   9.822243e-02   6.088181e-03
-1.572000e-01   9.651746e-02   3.396210e-03
