Emu_lab bin center    K_Emu    Error 
-inf   1.000000e+00   6.387679e-01
 9.503000e+01   0.000000e+00   0.000000e+00
 9.509000e+01   4.000000e-01   4.000000e-01
 9.515000e+01   2.000000e-01   2.828427e-01
 9.521000e+01   0.000000e+00   0.000000e+00
 9.527000e+01   0.000000e+00   0.000000e+00
 9.533000e+01   0.000000e+00   0.000000e+00
 9.539000e+01   0.000000e+00   0.000000e+00
 9.545000e+01   0.000000e+00   0.000000e+00
 9.551000e+01   2.000000e-01   2.828427e-01
 9.557000e+01   4.000000e-01   4.000000e-01
 9.563000e+01   2.000000e-01   2.828427e-01
 9.569000e+01   4.000000e-01   4.000000e-01
 9.575000e+01   0.000000e+00   0.000000e+00
 9.581000e+01   0.000000e+00   0.000000e+00
 9.587000e+01   0.000000e+00   0.000000e+00
 9.593000e+01   2.000000e-01   2.828427e-01
 9.599000e+01   4.000000e-01   4.000000e-01
 9.605000e+01   8.000000e-01   5.656854e-01
 9.611000e+01   6.000000e-01   4.898979e-01
 9.617000e+01   8.000000e-01   5.194695e-01
 9.623000e+01   4.000000e-01   4.000000e-01
 9.629000e+01   6.000000e-01   4.819178e-01
 9.635000e+01   8.000000e-01   5.249494e-01
 9.641000e+01   6.000000e-01   4.413221e-01
 9.647000e+01   2.000000e-01   2.828427e-01
 9.653000e+01   8.000000e-01   5.628504e-01
 9.659000e+01   6.000000e-01   4.887067e-01
 9.665000e+01   6.000000e-01   4.560789e-01
 9.671000e+01   1.000000e+00   6.324555e-01
 9.677000e+01   2.000000e-01   2.828427e-01
 9.683000e+01   8.000000e-01   5.155691e-01
 9.689000e+01   6.000000e-01   4.347510e-01
 9.695000e+01   8.000000e-01   5.452020e-01
 9.701000e+01   1.000000e+00   5.766960e-01
 9.707000e+01   1.000000e+00   5.962920e-01
 9.713000e+01   6.000000e-01   4.520231e-01
 9.719000e+01   8.000000e-01   5.250175e-01
 9.725000e+01   8.000000e-01   5.656854e-01
 9.731000e+01   8.000000e-01   5.656854e-01
 9.737000e+01   6.000000e-01   4.393113e-01
 9.743000e+01   6.000000e-01   4.898979e-01
 9.749000e+01   1.000000e+00   6.015680e-01
 9.755000e+01   8.000000e-01   5.656854e-01
 9.761000e+01   4.000000e-01   3.878376e-01
 9.767000e+01   8.000000e-01   5.656854e-01
 9.773000e+01   1.000000e+00   6.158226e-01
 9.779000e+01   1.000000e+00   6.026514e-01
 9.785000e+01   8.000000e-01   5.656854e-01
 9.791000e+01   1.000000e+00   6.303475e-01
 9.797000e+01   1.000000e+00   4.738021e-01
 9.803000e+01   8.000000e-01   5.133450e-01
 9.809000e+01   8.000000e-01   5.524821e-01
 9.815000e+01   1.000000e+00   5.768897e-01
 9.821000e+01   1.000000e+00   5.803619e-01
 9.827000e+01   1.000000e+00   5.043777e-01
 9.833000e+01   1.000000e+00   6.172538e-01
 9.839000e+01   1.000000e+00   5.456034e-01
 9.845000e+01   1.000000e+00   5.345269e-01
 9.851000e+01   1.000000e+00   5.918564e-01
 9.857000e+01   1.000000e+00   4.531455e-01
 9.863000e+01   1.000000e+00   5.321002e-01
 9.869000e+01   1.000000e+00   5.222804e-01
 9.875000e+01   1.000000e+00   4.604972e-01
 9.881000e+01   8.000000e-01   4.766106e-01
 9.887000e+01   1.000000e+00   5.994199e-01
 9.893000e+01   1.000000e+00   5.747063e-01
 9.899000e+01   1.000000e+00   6.232664e-01
 9.905000e+01   1.000000e+00   6.300493e-01
 9.911000e+01   8.000000e-01   5.535170e-01
 9.917000e+01   1.000000e+00   5.674351e-01
 9.923000e+01   1.000000e+00   6.084898e-01
 9.929000e+01   1.000000e+00   5.433409e-01
 9.935000e+01   1.000000e+00   6.281735e-01
 9.941000e+01   1.000000e+00   5.664515e-01
 9.947000e+01   1.000000e+00   5.096763e-01
 9.953000e+01   1.000000e+00   4.862822e-01
 9.959000e+01   1.000000e+00   5.453285e-01
 9.965000e+01   1.000000e+00   4.737837e-01
 9.971000e+01   1.000000e+00   5.309940e-01
 9.977000e+01   1.000000e+00   5.856460e-01
 9.983000e+01   1.000000e+00   5.125238e-01
 9.989000e+01   1.000000e+00   4.717985e-01
 9.995000e+01   1.000000e+00   5.081976e-01
 1.000100e+02   1.551754e-03   3.340988e-04
 1.000700e+02   0.000000e+00   0.000000e+00
 1.001300e+02   0.000000e+00   0.000000e+00
 1.001900e+02   0.000000e+00   0.000000e+00
 1.002500e+02   0.000000e+00   0.000000e+00
 1.003100e+02   0.000000e+00   0.000000e+00
 1.003700e+02   0.000000e+00   0.000000e+00
 1.004300e+02   0.000000e+00   0.000000e+00
 1.004900e+02   0.000000e+00   0.000000e+00
 1.005500e+02   0.000000e+00   0.000000e+00
 1.006100e+02   0.000000e+00   0.000000e+00
 1.006700e+02   0.000000e+00   0.000000e+00
 1.007300e+02   0.000000e+00   0.000000e+00
 1.007900e+02   0.000000e+00   0.000000e+00
 1.008500e+02   0.000000e+00   0.000000e+00
 1.009100e+02   0.000000e+00   0.000000e+00
 1.009700e+02   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
