y5_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
-1.996000e-01   0.000000e+00   0.000000e+00
-1.988000e-01   0.000000e+00   0.000000e+00
-1.980000e-01   0.000000e+00   0.000000e+00
-1.972000e-01   0.000000e+00   0.000000e+00
-1.964000e-01   0.000000e+00   0.000000e+00
-1.956000e-01   0.000000e+00   0.000000e+00
-1.948000e-01   0.000000e+00   0.000000e+00
-1.940000e-01   0.000000e+00   0.000000e+00
-1.932000e-01   0.000000e+00   0.000000e+00
-1.924000e-01   0.000000e+00   0.000000e+00
-1.916000e-01   0.000000e+00   0.000000e+00
-1.908000e-01   2.455916e-01   8.649687e-03
-1.900000e-01   3.107109e-01   1.240329e-02
-1.892000e-01   3.101013e-01   1.246215e-02
-1.884000e-01   3.221486e-01   1.247876e-02
-1.876000e-01   3.466373e-01   1.671730e-02
-1.868000e-01   3.795483e-01   2.093561e-02
-1.860000e-01   3.604032e-01   1.678469e-02
-1.852000e-01   3.638531e-01   1.371299e-02
-1.844000e-01   3.549654e-01   1.425466e-02
-1.836000e-01   4.097869e-01   2.759423e-02
-1.828000e-01   3.709514e-01   1.603651e-02
-1.820000e-01   4.003151e-01   2.158609e-02
-1.812000e-01   3.769080e-01   1.174690e-02
-1.804000e-01   3.860408e-01   1.894049e-02
-1.796000e-01   4.435523e-01   2.759670e-02
-1.788000e-01   4.070129e-01   1.620171e-02
-1.780000e-01   3.728981e-01   1.392326e-02
-1.772000e-01   4.213584e-01   1.647054e-02
-1.764000e-01   4.402291e-01   3.376193e-02
-1.756000e-01   4.470246e-01   2.174820e-02
-1.748000e-01   4.480885e-01   1.924297e-02
-1.740000e-01   4.110109e-01   1.554283e-02
-1.732000e-01   4.317443e-01   2.438548e-02
-1.724000e-01   4.298989e-01   1.625604e-02
-1.716000e-01   4.361826e-01   2.072845e-02
-1.708000e-01   4.586699e-01   2.530461e-02
-1.700000e-01   4.385417e-01   1.957438e-02
-1.692000e-01   4.838681e-01   2.231451e-02
-1.684000e-01   4.409378e-01   1.479319e-02
-1.676000e-01   4.778515e-01   2.891632e-02
-1.668000e-01   5.008438e-01   2.417104e-02
-1.660000e-01   4.755737e-01   2.098354e-02
-1.652000e-01   4.880378e-01   1.904622e-02
-1.644000e-01   5.379504e-01   2.984591e-02
-1.636000e-01   4.863792e-01   1.958287e-02
-1.628000e-01   5.267049e-01   1.987375e-02
-1.620000e-01   4.961703e-01   2.858945e-02
-1.612000e-01   5.330479e-01   3.082348e-02
-1.604000e-01   6.026426e-01   2.560442e-02
-1.596000e-01   5.150811e-01   2.516887e-02
-1.588000e-01   6.061377e-01   2.904760e-02
-1.580000e-01   5.783191e-01   2.603859e-02
-1.572000e-01   6.156215e-01   3.832650e-02
-1.564000e-01   6.670037e-01   4.090610e-02
-1.556000e-01   5.651598e-01   2.622379e-02
-1.548000e-01   6.076336e-01   2.791071e-02
-1.540000e-01   5.979439e-01   2.809362e-02
-1.532000e-01   5.899024e-01   2.175238e-02
-1.524000e-01   6.949261e-01   3.805288e-02
-1.516000e-01   6.172839e-01   2.372051e-02
-1.508000e-01   6.648192e-01   2.845203e-02
-1.500000e-01   6.592628e-01   4.440699e-02
-1.492000e-01   7.072261e-01   3.001730e-02
-1.484000e-01   6.399856e-01   2.976582e-02
-1.476000e-01   7.955790e-01   5.098254e-02
-1.468000e-01   6.976389e-01   2.389459e-02
-1.460000e-01   6.937941e-01   4.142069e-02
-1.452000e-01   8.155671e-01   4.506413e-02
-1.444000e-01   7.941391e-01   3.912105e-02
-1.436000e-01   8.213659e-01   5.575985e-02
