costh3_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
 9.999980e-01   4.123125e+04   2.902504e+03
 9.999980e-01   4.559575e+04   2.963299e+03
 9.999980e-01   4.337050e+04   4.582644e+03
 9.999980e-01   4.127353e+04   3.097794e+03
 9.999980e-01   4.651755e+04   3.971572e+03
 9.999980e-01   4.441003e+04   3.803472e+03
 9.999980e-01   5.020058e+04   2.977301e+03
 9.999980e-01   5.141184e+04   2.691922e+03
 9.999980e-01   5.395862e+04   3.557483e+03
 9.999980e-01   4.431427e+04   3.747269e+03
 9.999981e-01   4.130896e+04   4.106747e+03
 9.999981e-01   5.579149e+04   9.808490e+03
 9.999981e-01   3.756747e+04   5.451588e+03
 9.999981e-01   4.931733e+04   4.303865e+03
 9.999981e-01   4.807507e+04   2.941688e+03
 9.999981e-01   4.363449e+04   5.414955e+03
 9.999981e-01   5.434673e+04   3.850364e+03
 9.999981e-01   4.646903e+04   3.282569e+03
 9.999981e-01   4.801958e+04   2.944697e+03
 9.999981e-01   5.274167e+04   2.700987e+03
 9.999981e-01   4.860658e+04   2.031104e+03
 9.999981e-01   4.486194e+04   3.062801e+03
 9.999981e-01   4.725199e+04   5.385056e+03
 9.999981e-01   4.725136e+04   2.650278e+03
 9.999981e-01   5.365688e+04   5.664482e+03
 9.999981e-01   5.902436e+04   5.018814e+03
 9.999981e-01   4.586146e+04   3.119746e+03
 9.999981e-01   5.537751e+04   3.463448e+03
 9.999981e-01   4.961953e+04   2.276271e+03
 9.999981e-01   5.917237e+04   5.802112e+03
 9.999982e-01   5.388767e+04   3.124046e+03
 9.999982e-01   5.806973e+04   4.769253e+03
 9.999982e-01   4.798864e+04   4.487845e+03
 9.999982e-01   4.508035e+04   4.906547e+03
 9.999982e-01   4.968202e+04   2.932497e+03
 9.999982e-01   5.961788e+04   3.038359e+03
 9.999982e-01   5.605347e+04   4.380440e+03
 9.999982e-01   6.536753e+04   4.654794e+03
 9.999982e-01   4.529130e+04   1.705659e+03
 9.999982e-01   5.260698e+04   2.478407e+03
 9.999982e-01   5.701132e+04   3.758717e+03
 9.999982e-01   5.534441e+04   4.693764e+03
 9.999982e-01   5.639204e+04   3.983778e+03
 9.999982e-01   6.016858e+04   2.926692e+03
 9.999982e-01   5.982398e+04   3.500046e+03
 9.999982e-01   5.653649e+04   2.754882e+03
 9.999982e-01   5.594178e+04   4.398819e+03
 9.999982e-01   5.665552e+04   2.879116e+03
 9.999982e-01   5.045694e+04   3.564275e+03
 9.999982e-01   5.900483e+04   3.814342e+03
 9.999983e-01   5.662102e+04   2.867868e+03
 9.999983e-01   5.826044e+04   3.502426e+03
 9.999983e-01   5.436891e+04   3.615823e+03
 9.999983e-01   7.229291e+04   3.138521e+03
 9.999983e-01   5.951040e+04   3.614900e+03
 9.999983e-01   5.593217e+04   3.864752e+03
 9.999983e-01   6.138236e+04   4.307007e+03
 9.999983e-01   6.389506e+04   4.844731e+03
 9.999983e-01   5.323586e+04   4.367010e+03
 9.999983e-01   6.566626e+04   4.023789e+03
 9.999983e-01   4.827672e+04   9.131480e+03
 9.999983e-01   6.662854e+04   4.711424e+03
 9.999983e-01   6.800805e+04   4.020363e+03
 9.999983e-01   6.423298e+04   5.401050e+03
 9.999983e-01   6.123135e+04   3.484941e+03
 9.999983e-01   6.235399e+04   3.220898e+03
 9.999983e-01   7.490188e+04   6.562395e+03
 9.999983e-01   6.431479e+04   3.847293e+03
 9.999983e-01   6.659862e+04   4.002364e+03
 9.999983e-01   7.427653e+04   7.931370e+03
 9.999984e-01   6.578125e+04   2.811059e+03
 9.999984e-01   6.640461e+04   3.532531e+03
 9.999984e-01   7.865938e+04   4.858995e+03
 9.999984e-01   6.080241e+04   5.855589e+03
 9.999984e-01   7.274823e+04   3.186844e+03
 9.999984e-01   6.500156e+04   3.303464e+03
 9.999984e-01   7.196822e+04   5.676950e+03
 9.999984e-01   7.608347e+04   3.346491e+03
 9.999984e-01   6.925563e+04   3.395011e+03
 9.999984e-01   6.452017e+04   1.904871e+03
 9.999984e-01   6.929120e+04   2.301348e+03
 9.999984e-01   6.858528e+04   3.359320e+03
 9.999984e-01   6.309559e+04   3.399872e+03
 9.999984e-01   7.582096e+04   3.158903e+03
