Emu_lab bin center    K_Emu    Error 
-inf   1.000000e+00   1.154558e-03
 9.507500e+01   1.000000e+00   5.132608e-03
 9.522500e+01   1.000000e+00   5.321390e-03
 9.537500e+01   1.000000e+00   5.440446e-03
 9.552500e+01   1.000000e+00   5.121124e-03
 9.567500e+01   1.000000e+00   5.067050e-03
 9.582500e+01   1.000000e+00   6.011010e-03
 9.597500e+01   1.000000e+00   5.752530e-03
 9.612500e+01   1.000000e+00   5.526520e-03
 9.627500e+01   1.000000e+00   5.370449e-03
 9.642500e+01   1.000000e+00   6.620443e-03
 9.657500e+01   1.000000e+00   5.303775e-03
 9.672500e+01   1.000000e+00   5.725470e-03
 9.687500e+01   1.000000e+00   5.535420e-03
 9.702500e+01   1.000000e+00   5.686476e-03
 9.717500e+01   1.000000e+00   5.788654e-03
 9.732500e+01   1.000000e+00   6.477868e-03
 9.747500e+01   1.000000e+00   5.706473e-03
 9.762500e+01   1.000000e+00   5.849818e-03
 9.777500e+01   1.000000e+00   5.383220e-03
 9.792500e+01   1.000000e+00   5.424707e-03
 9.807500e+01   1.000000e+00   5.594687e-03
 9.822500e+01   1.000000e+00   5.848580e-03
 9.837500e+01   1.000000e+00   6.205345e-03
 9.852500e+01   1.000000e+00   5.947303e-03
 9.867500e+01   1.000000e+00   6.711075e-03
 9.882500e+01   1.000000e+00   5.586851e-03
 9.897500e+01   1.000000e+00   5.461935e-03
 9.912500e+01   1.000000e+00   6.313408e-03
 9.927500e+01   1.000000e+00   6.049481e-03
 9.942500e+01   1.000000e+00   5.666778e-03
 9.957500e+01   1.000000e+00   5.578667e-03
 9.972500e+01   1.000000e+00   6.003327e-03
 9.987500e+01   1.000000e+00   6.051456e-03
 1.000250e+02   5.354898e-02   6.791753e-04
 1.001750e+02   0.000000e+00   0.000000e+00
 1.003250e+02   0.000000e+00   0.000000e+00
 1.004750e+02   0.000000e+00   0.000000e+00
 1.006250e+02   0.000000e+00   0.000000e+00
 1.007750e+02   0.000000e+00   0.000000e+00
 1.009250e+02   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
