y5_lab bin center    K_y5    Error 
-inf   1.000000e+00   9.736940e-01
-1.890900e-01   0.000000e+00   0.000000e+00
-1.852700e-01   0.000000e+00   0.000000e+00
-1.814500e-01   2.000000e-01   2.828427e-01
-1.776300e-01   6.000000e-01   4.898979e-01
-1.738100e-01   4.000000e-01   4.000000e-01
-1.699900e-01   8.000000e-01   5.224243e-01
-1.661700e-01   2.000000e-01   2.366355e-01
-1.623500e-01   2.000000e-01   2.461025e-01
-1.585300e-01   2.000000e-01   2.828427e-01
-1.547100e-01   2.000000e-01   2.828427e-01
-1.508900e-01   6.000000e-01   4.566244e-01
-1.470700e-01   8.000000e-01   5.437711e-01
-1.432500e-01   4.000000e-01   3.889133e-01
-1.394300e-01   4.000000e-01   3.709250e-01
-1.356100e-01   1.000000e+00   5.133822e-01
-1.317900e-01   6.000000e-01   4.367102e-01
-1.279700e-01   6.000000e-01   4.619199e-01
-1.241500e-01   4.000000e-01   3.426935e-01
-1.203300e-01   1.000000e+00   6.134588e-01
-1.165100e-01   8.000000e-01   4.953092e-01
-1.126900e-01   6.000000e-01   4.898979e-01
-1.088700e-01   8.000000e-01   5.284688e-01
-1.050500e-01   8.000000e-01   5.267101e-01
-1.012300e-01   6.000000e-01   4.898979e-01
-9.741000e-02   8.000000e-01   5.554609e-01
-9.359000e-02   1.000000e+00   5.295471e-01
-8.977000e-02   1.000000e+00   5.718710e-01
-8.595000e-02   1.000000e+00   6.038607e-01
-8.213000e-02   1.000000e+00   4.876542e-01
-7.831000e-02   1.000000e+00   4.412054e-01
-7.449000e-02   1.000000e+00   4.820784e-01
-7.067000e-02   1.000000e+00   5.186785e-01
-6.685000e-02   1.000000e+00   5.081688e-01
-6.303000e-02   1.000000e+00   4.458316e-01
-5.921000e-02   1.000000e+00   4.694906e-01
-5.539000e-02   1.000000e+00   4.991382e-01
-5.157000e-02   1.000000e+00   4.661312e-01
-4.775000e-02   1.000000e+00   4.150896e-01
-4.393000e-02   1.000000e+00   4.000310e-01
-4.011000e-02   1.000000e+00   3.982313e-01
-3.629000e-02   1.000000e+00   3.189017e-01
-3.247000e-02   1.000000e+00   4.024357e-01
-2.865000e-02   1.000000e+00   3.453965e-01
-2.483000e-02   1.000000e+00   3.853570e-01
-2.101000e-02   1.000000e+00   3.761251e-01
-1.719000e-02   1.000000e+00   3.482986e-01
-1.337000e-02   1.000000e+00   3.202947e-01
-9.550000e-03   1.000000e+00   3.299572e-01
-5.730000e-03   1.000000e+00   3.262092e-01
-1.910000e-03   1.000000e+00   3.184411e-01
 1.910000e-03   1.000000e+00   3.489774e-01
 5.730000e-03   1.000000e+00   2.917782e-01
 9.550000e-03   1.000000e+00   3.501852e-01
 1.337000e-02   1.000000e+00   3.003387e-01
 1.719000e-02   1.000000e+00   3.296236e-01
 2.101000e-02   1.000000e+00   2.890461e-01
 2.483000e-02   1.000000e+00   2.971153e-01
 2.865000e-02   1.000000e+00   3.897748e-01
 3.247000e-02   1.000000e+00   3.381408e-01
 3.629000e-02   1.000000e+00   3.600062e-01
 4.011000e-02   1.000000e+00   3.756450e-01
 4.393000e-02   1.000000e+00   3.075686e-01
 4.775000e-02   1.000000e+00   3.145569e-01
 5.157000e-02   1.000000e+00   3.750957e-01
 5.539000e-02   1.000000e+00   3.894531e-01
 5.921000e-02   1.000000e+00   3.802088e-01
 6.303000e-02   1.000000e+00   4.008404e-01
 6.685000e-02   1.000000e+00   4.495961e-01
 7.067000e-02   1.000000e+00   4.255412e-01
 7.449000e-02   1.000000e+00   4.871414e-01
 7.831000e-02   1.000000e+00   5.292453e-01
 8.213000e-02   1.000000e+00   5.377362e-01
 8.595000e-02   1.000000e+00   5.086416e-01
 8.977000e-02   1.000000e+00   5.219230e-01
 9.359000e-02   1.000000e+00   5.445514e-01
 9.741000e-02   1.000000e+00   5.532337e-01
 1.012300e-01   1.000000e+00   5.826453e-01
 1.050500e-01   1.000000e+00   5.878324e-01
 1.088700e-01   1.000000e+00   5.174803e-01
 1.126900e-01   1.000000e+00   5.836989e-01
 1.165100e-01   1.000000e+00   5.390694e-01
 1.203300e-01   1.000000e+00   5.442123e-01
 1.241500e-01   1.000000e+00   5.287600e-01
 1.279700e-01   1.000000e+00   5.501466e-01
 1.317900e-01   8.000000e-01   5.492294e-01
 1.356100e-01   1.000000e+00   6.179655e-01
 1.394300e-01   1.000000e+00   6.079323e-01
 1.432500e-01   6.000000e-01   4.569614e-01
 1.470700e-01   6.000000e-01   3.973735e-01
 1.508900e-01   1.000000e+00   6.295611e-01
 1.547100e-01   8.000000e-01   4.869302e-01
 1.585300e-01   1.000000e+00   5.326210e-01
 1.623500e-01   1.000000e+00   5.597642e-01
 1.661700e-01   1.000000e+00   5.932034e-01
 1.699900e-01   1.000000e+00   6.324555e-01
 1.738100e-01   8.000000e-01   5.249845e-01
 1.776300e-01   6.000000e-01   4.440037e-01
 1.814500e-01   4.000000e-01   3.923465e-01
 1.852700e-01   4.000000e-01   4.000000e-01
 1.890900e-01   2.000000e-01   2.828427e-01
 inf   1.000000e+00   8.639576e-01
