y5_lab bin centers    value    Error 
-inf   2.005850e-02   1.789489e-03
-1.906180e-01   1.886141e-01   2.298858e-02
-1.898540e-01   4.031644e-01   1.823818e-01
-1.890900e-01   1.381375e-01   1.635823e-02
-1.883260e-01   1.629202e-01   2.277642e-02
-1.875620e-01   1.947395e-01   2.274294e-02
-1.867980e-01   1.609826e-01   1.676638e-02
-1.860340e-01   1.433327e-01   7.275591e-03
-1.852700e-01   1.682897e-01   2.226168e-02
-1.845060e-01   1.538125e-01   1.315417e-02
-1.837420e-01   1.536909e-01   1.603332e-02
-1.829780e-01   2.237054e-01   2.471151e-02
-1.822140e-01   1.878674e-01   1.896094e-02
-1.814500e-01   2.157083e-01   2.279834e-02
-1.806860e-01   1.569132e-01   1.609544e-02
-1.799220e-01   1.566195e-01   1.374664e-02
-1.791580e-01   1.646115e-01   1.604082e-02
-1.783940e-01   1.937537e-01   2.581742e-02
-1.776300e-01   6.288631e-01   2.573087e-01
-1.768660e-01   1.874393e-01   1.786103e-02
-1.761020e-01   2.185747e-01   3.151865e-02
-1.753380e-01   2.063839e-01   1.970664e-02
-1.745740e-01   2.102232e-01   1.800578e-02
-1.738100e-01   1.571682e-01   9.473080e-03
-1.730460e-01   2.382525e-01   3.020844e-02
-1.722820e-01   1.935927e-01   2.156574e-02
-1.715180e-01   2.231680e-01   2.986698e-02
-1.707540e-01   2.936186e-01   2.895302e-02
-1.699900e-01   2.829625e-01   5.191139e-02
-1.692260e-01   2.252103e-01   1.455848e-02
-1.684620e-01   1.906426e-01   1.337830e-02
-1.676980e-01   2.121065e-01   1.332263e-02
-1.669340e-01   2.294203e-01   2.414944e-02
-1.661700e-01   2.677325e-01   2.936437e-02
-1.654060e-01   2.418977e-01   2.344751e-02
-1.646420e-01   2.465767e-01   1.709541e-02
-1.638780e-01   2.140160e-01   2.605994e-02
-1.631140e-01   2.617547e-01   2.095710e-02
-1.623500e-01   2.333004e-01   1.756442e-02
-1.615860e-01   2.786135e-01   2.773851e-02
-1.608220e-01   2.610116e-01   1.902649e-02
-1.600580e-01   2.778104e-01   2.479080e-02
-1.592940e-01   2.172814e-01   1.746773e-02
-1.585300e-01   3.089277e-01   3.341441e-02
-1.577660e-01   3.463903e-01   5.950348e-02
-1.570020e-01   2.968067e-01   3.650533e-02
-1.562380e-01   2.709490e-01   2.118892e-02
-1.554740e-01   3.172119e-01   3.254280e-02
-1.547100e-01   2.927809e-01   2.039387e-02
-1.539460e-01   3.388490e-01   4.680484e-02
-1.531820e-01   3.496225e-01   3.087392e-02
-1.524180e-01   2.943422e-01   3.930926e-02
-1.516540e-01   3.122188e-01   2.365159e-02
-1.508900e-01   4.031183e-01   7.899721e-02
-1.501260e-01   3.582771e-01   4.798022e-02
-1.493620e-01   4.124601e-01   7.109160e-02
-1.485980e-01   3.727628e-01   4.401619e-02
-1.478340e-01   3.777201e-01   4.386139e-02
-1.470700e-01   4.392421e-01   1.090870e-01
-1.463060e-01   3.359477e-01   2.587433e-02
-1.455420e-01   3.180135e-01   2.020446e-02
-1.447780e-01   8.226717e-01   3.129630e-01
-1.440140e-01   5.824984e-01   1.425231e-01
-1.432500e-01   3.537575e-01   1.838943e-02
-1.424860e-01   3.213079e-01   1.865599e-02
-1.417220e-01   3.967304e-01   2.542764e-02
-1.409580e-01   4.628403e-01   1.179168e-01
-1.401940e-01   4.013351e-01   3.936951e-02
-1.394300e-01   4.549980e-01   6.443088e-02
-1.386660e-01   3.621421e-01   2.060247e-02
-1.379020e-01   4.528040e-01   5.033991e-02
-1.371380e-01   5.132532e-01   4.539529e-02
-1.363740e-01   4.039403e-01   2.640247e-02
-1.356100e-01   4.502413e-01   3.105746e-02
-1.348460e-01   4.564816e-01   4.445338e-02
-1.340820e-01   3.473696e-01   1.490371e-02
-1.333180e-01   4.506963e-01   6.256726e-02
-1.325540e-01   4.329765e-01   3.438336e-02
-1.317900e-01   4.460039e-01   2.852729e-02
-1.310260e-01   7.242459e-01   1.432712e-01
-1.302620e-01   5.644500e-01   6.423022e-02
-1.294980e-01   6.779426e-01   1.194898e-01
-1.287340e-01   7.337927e-01   1.113524e-01
-1.279700e-01   5.454732e-01   8.235477e-02
-1.272060e-01   4.512352e-01   2.801639e-02
-1.264420e-01   5.332341e-01   3.429249e-02
-1.256780e-01   4.885468e-01   2.620185e-02
-1.249140e-01   5.644148e-01   5.517162e-02
-1.241500e-01   5.887189e-01   4.913763e-02
-1.233860e-01   8.894046e-01   1.865203e-01
-1.226220e-01   6.145764e-01   5.064917e-02
-1.218580e-01   5.365275e-01   2.635983e-02
-1.210940e-01   6.247953e-01   4.524216e-02
-1.203300e-01   5.918138e-01   5.543433e-02
-1.195660e-01   6.685413e-01   7.762953e-02
-1.188020e-01   6.014934e-01   3.291497e-02
