th3_lab bin center    K_th3    Error 
-inf   0.000000e+00   0.000000e+00
 3.163750e-01   1.034543e-02   1.511343e-06
 3.591250e-01   1.076245e-02   1.431501e-06
 4.018750e-01   1.113661e-02   1.960441e-06
 4.446250e-01   1.147541e-02   2.424382e-06
 4.873750e-01   1.178132e-02   2.841029e-06
 5.301250e-01   1.205813e-02   3.622828e-06
 5.728750e-01   1.230701e-02   4.270970e-06
 6.156250e-01   1.254480e-02   5.301522e-06
 6.583750e-01   1.275250e-02   5.834068e-06
 7.011250e-01   1.295668e-02   7.095044e-06
 7.438750e-01   1.312420e-02   7.646559e-06
 7.866250e-01   1.330025e-02   1.068117e-05
 8.293750e-01   1.343488e-02   1.464614e-05
 8.721250e-01   1.359982e-02   1.544805e-05
 9.148750e-01   1.371730e-02   1.541790e-05
 9.576250e-01   1.385148e-02   2.069159e-05
 1.000375e+00   1.395045e-02   2.067676e-05
 1.043125e+00   1.403889e-02   3.192232e-05
 1.085875e+00   1.420254e-02   3.024299e-05
 1.128625e+00   1.427041e-02   3.072160e-05
 1.171375e+00   1.431976e-02   3.937589e-05
 1.214125e+00   1.441395e-02   4.202671e-05
 1.256875e+00   1.448879e-02   4.100130e-05
 1.299625e+00   1.462094e-02   5.013953e-05
 1.342375e+00   1.460747e-02   5.021058e-05
 1.385125e+00   1.469082e-02   5.069614e-05
 1.427875e+00   1.479422e-02   5.597743e-05
 1.470625e+00   1.480874e-02   7.148207e-05
 1.513375e+00   1.492620e-02   9.048679e-05
 1.556125e+00   1.503769e-02   1.127519e-04
 1.598875e+00   1.499650e-02   1.487321e-04
 1.641625e+00   1.522160e-02   1.878821e-04
 1.684375e+00   1.500201e-02   2.291338e-04
 1.727125e+00   1.533570e-02   1.910631e-04
 1.769875e+00   1.518970e-02   1.936460e-04
 1.812625e+00   1.559558e-02   2.342718e-04
 1.855375e+00   1.503374e-02   2.208753e-04
 1.898125e+00   1.564476e-02   2.476132e-04
 1.940875e+00   1.527081e-02   1.988248e-04
 1.983625e+00   1.602224e-02   3.019991e-04
 inf   0.000000e+00   0.000000e+00
