th3_lab bin center    K_th3    Error 
-inf   0.000000e+00   0.000000e+00
 1.346550e+00   0.000000e+00   0.000000e+00
 1.349650e+00   4.646559e-03   5.744864e-05
 1.352750e+00   1.176930e-02   4.617218e-05
 1.355850e+00   1.191309e-02   2.618130e-05
 1.358950e+00   1.186527e-02   4.098271e-05
 1.362050e+00   1.183922e-02   3.656449e-05
 1.365150e+00   1.190140e-02   4.169492e-05
 1.368250e+00   1.187070e-02   4.397128e-05
 1.371350e+00   1.182161e-02   4.522336e-05
 1.374450e+00   1.188215e-02   4.374677e-05
 1.377550e+00   1.185428e-02   4.891833e-05
 1.380650e+00   1.184263e-02   3.741931e-05
 1.383750e+00   1.182933e-02   4.022423e-05
 1.386850e+00   1.182744e-02   5.186988e-05
 1.389950e+00   1.178313e-02   4.951155e-05
 1.393050e+00   1.187180e-02   5.029896e-05
 1.396150e+00   1.184432e-02   5.801606e-05
 1.399250e+00   1.187885e-02   4.790278e-05
 1.402350e+00   1.187733e-02   5.482288e-05
 1.405450e+00   1.178837e-02   5.143862e-05
 1.408550e+00   1.180352e-02   5.491600e-05
 1.411650e+00   1.188132e-02   5.169701e-05
 1.414750e+00   1.184150e-02   5.337230e-05
 1.417850e+00   1.182932e-02   6.190843e-05
 1.420950e+00   1.172302e-02   5.191319e-05
 1.424050e+00   1.075912e-02   5.452772e-04
 1.427150e+00   1.175825e-02   5.550422e-05
 1.430250e+00   1.176019e-02   6.069521e-05
 1.433350e+00   1.192512e-02   5.819008e-05
 1.436450e+00   1.173616e-02   6.320156e-05
 1.439550e+00   1.178414e-02   6.136126e-05
 1.442650e+00   1.178339e-02   4.929881e-05
 1.445750e+00   1.172603e-02   6.274393e-05
 1.448850e+00   1.170508e-02   6.034406e-05
 1.451950e+00   1.180509e-02   6.798702e-05
 1.455050e+00   1.178398e-02   6.063361e-05
 1.458150e+00   1.174689e-02   6.844437e-05
 1.461250e+00   1.166606e-02   5.520521e-05
 1.464350e+00   1.178687e-02   6.365059e-05
 1.467450e+00   1.175469e-02   6.288955e-05
 1.470550e+00   1.183582e-02   6.245827e-05
 1.473650e+00   1.179528e-02   6.897217e-05
 1.476750e+00   1.174315e-02   6.480041e-05
 1.479850e+00   1.178934e-02   7.019854e-05
 1.482950e+00   1.160671e-02   6.832940e-05
 1.486050e+00   1.183386e-02   6.276369e-05
 1.489150e+00   1.170210e-02   5.865883e-05
 1.492250e+00   1.165624e-02   6.920125e-05
 1.495350e+00   1.179450e-02   6.171943e-05
 1.498450e+00   1.175409e-02   7.110500e-05
 1.501550e+00   1.169831e-02   6.631544e-05
 1.504650e+00   1.174025e-02   8.260850e-05
 1.507750e+00   1.166618e-02   6.723703e-05
 1.510850e+00   1.157899e-02   6.941891e-05
 1.513950e+00   1.174840e-02   5.790322e-05
 1.517050e+00   1.162504e-02   7.239392e-05
 1.520150e+00   1.182471e-02   6.996288e-05
 1.523250e+00   1.159149e-02   6.463033e-05
 1.526350e+00   1.171478e-02   5.879273e-05
 1.529450e+00   1.166907e-02   6.370730e-05
 1.532550e+00   1.176431e-02   6.827547e-05
 1.535650e+00   1.174022e-02   6.489267e-05
 1.538750e+00   1.163957e-02   6.228730e-05
 1.541850e+00   1.150978e-02   9.284265e-05
 1.544950e+00   1.167627e-02   5.724739e-05
 1.548050e+00   1.159192e-02   6.568172e-05
 1.551150e+00   1.172170e-02   6.077897e-05
 1.554250e+00   1.157062e-02   5.941289e-05
 1.557350e+00   1.109527e-02   2.251660e-04
 1.560450e+00   1.169198e-02   5.980833e-05
 1.563550e+00   1.159817e-02   5.929122e-05
 1.566650e+00   1.171239e-02   5.983702e-05
 1.569750e+00   1.167031e-02   5.782669e-05
 1.572850e+00   1.165346e-02   5.839500e-05
 1.575950e+00   1.166291e-02   6.022755e-05
 1.579050e+00   1.161540e-02   4.926957e-05
 1.582150e+00   1.167694e-02   4.968749e-05
 1.585250e+00   1.168542e-02   3.936590e-05
 1.588350e+00   1.166257e-02   4.890394e-05
 1.591450e+00   1.161097e-02   3.445750e-05
 1.594550e+00   1.159474e-02   3.600381e-05
 1.597650e+00   1.162919e-02   3.094859e-05
 1.600750e+00   1.158036e-02   3.103429e-05
 1.603850e+00   1.161982e-02   3.343233e-05
 1.606950e+00   1.163052e-02   3.564506e-05
 1.610050e+00   1.157146e-02   5.507307e-05
 1.613150e+00   1.156117e-02   6.324932e-05
 1.616250e+00   1.143551e-02   1.803575e-04
 1.619350e+00   1.205327e-02   2.614137e-04
 1.622450e+00   1.514326e-02   5.810321e-04
 1.625550e+00   1.414938e-02   6.776631e-04
 1.628650e+00   1.230292e-02   8.997352e-04
 1.631750e+00   4.090136e-01   5.042425e-02
 1.634850e+00   1.000000e+00   7.998777e-02
 1.637950e+00   8.032086e-01   6.220567e-02
 1.641050e+00   1.000000e+00   6.934874e-02
 1.644150e+00   1.000000e+00   7.272304e-02
 1.647250e+00   8.048129e-01   6.362381e-02
 1.650350e+00   2.035062e-01   4.276548e-02
 1.653450e+00   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
