Emu_lab bin center    K_Emu    Error 
-inf   1.000000e+00   4.570637e-04
 9.507500e+01   1.000000e+00   3.962835e-03
 9.522500e+01   1.000000e+00   3.612889e-03
 9.537500e+01   1.000000e+00   3.891816e-03
 9.552500e+01   1.000000e+00   3.913798e-03
 9.567500e+01   1.000000e+00   4.179603e-03
 9.582500e+01   1.000000e+00   3.591530e-03
 9.597500e+01   1.000000e+00   3.842829e-03
 9.612500e+01   1.000000e+00   3.714910e-03
 9.627500e+01   1.000000e+00   3.601324e-03
 9.642500e+01   1.000000e+00   3.541000e-03
 9.657500e+01   1.000000e+00   3.265231e-03
 9.672500e+01   1.000000e+00   3.389283e-03
 9.687500e+01   1.000000e+00   3.255115e-03
 9.702500e+01   1.000000e+00   3.383561e-03
 9.717500e+01   1.000000e+00   3.096874e-03
 9.732500e+01   1.000000e+00   2.990511e-03
 9.747500e+01   1.000000e+00   2.870230e-03
 9.762500e+01   1.000000e+00   3.122107e-03
 9.777500e+01   1.000000e+00   2.721768e-03
 9.792500e+01   1.000000e+00   2.983386e-03
 9.807500e+01   1.000000e+00   2.707807e-03
 9.822500e+01   1.000000e+00   2.867595e-03
 9.837500e+01   1.000000e+00   2.710768e-03
 9.852500e+01   1.000000e+00   2.590946e-03
 9.867500e+01   1.000000e+00   2.626867e-03
 9.882500e+01   1.000000e+00   2.960667e-03
 9.897500e+01   1.000000e+00   2.413697e-03
 9.912500e+01   1.000000e+00   2.592830e-03
 9.927500e+01   1.000000e+00   2.152390e-03
 9.942500e+01   1.000000e+00   1.972176e-03
 9.957500e+01   1.000000e+00   1.751809e-03
 9.972500e+01   1.000000e+00   1.654394e-03
 9.987500e+01   1.000000e+00   1.501973e-03
 1.000250e+02   1.989543e-01   4.933461e-04
 1.001750e+02   0.000000e+00   0.000000e+00
 1.003250e+02   0.000000e+00   0.000000e+00
 1.004750e+02   0.000000e+00   0.000000e+00
 1.006250e+02   0.000000e+00   0.000000e+00
 1.007750e+02   0.000000e+00   0.000000e+00
 1.009250e+02   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
