x5_lab bin center    K_x5    Error 
-inf   1.000000e+00   7.241169e-01
-1.890900e-01   4.000000e-01   3.584944e-01
-1.852700e-01   6.000000e-01   4.898979e-01
-1.814500e-01   4.000000e-01   4.000000e-01
-1.776300e-01   6.000000e-01   4.887593e-01
-1.738100e-01   2.000000e-01   2.828427e-01
-1.699900e-01   4.000000e-01   4.000000e-01
-1.661700e-01   2.000000e-01   2.828427e-01
-1.623500e-01   0.000000e+00   0.000000e+00
-1.585300e-01   6.000000e-01   4.898979e-01
-1.547100e-01   4.000000e-01   3.410671e-01
-1.508900e-01   4.000000e-01   3.982610e-01
-1.470700e-01   4.000000e-01   4.000000e-01
-1.432500e-01   4.000000e-01   4.000000e-01
-1.394300e-01   0.000000e+00   0.000000e+00
-1.356100e-01   2.000000e-01   2.810580e-01
-1.317900e-01   4.000000e-01   4.000000e-01
-1.279700e-01   2.000000e-01   2.828427e-01
-1.241500e-01   1.000000e+00   6.080278e-01
-1.203300e-01   1.000000e+00   5.816518e-01
-1.165100e-01   8.000000e-01   5.204835e-01
-1.126900e-01   1.000000e+00   6.324511e-01
-1.088700e-01   1.000000e+00   5.482041e-01
-1.050500e-01   8.000000e-01   5.271614e-01
-1.012300e-01   1.000000e+00   5.791094e-01
-9.741000e-02   1.000000e+00   6.199000e-01
-9.359000e-02   8.000000e-01   5.517348e-01
-8.977000e-02   1.000000e+00   5.492635e-01
-8.595000e-02   1.000000e+00   4.689530e-01
-8.213000e-02   1.000000e+00   5.645061e-01
-7.831000e-02   1.000000e+00   5.459433e-01
-7.449000e-02   1.000000e+00   4.457136e-01
-7.067000e-02   1.000000e+00   5.709378e-01
-6.685000e-02   1.000000e+00   5.162141e-01
-6.303000e-02   1.000000e+00   4.875932e-01
-5.921000e-02   1.000000e+00   5.162124e-01
-5.539000e-02   1.000000e+00   4.497696e-01
-5.157000e-02   1.000000e+00   4.810201e-01
-4.775000e-02   1.000000e+00   5.218487e-01
-4.393000e-02   1.000000e+00   4.918900e-01
-4.011000e-02   1.000000e+00   4.795904e-01
-3.629000e-02   1.000000e+00   4.827932e-01
-3.247000e-02   1.000000e+00   3.858833e-01
-2.865000e-02   1.000000e+00   4.879056e-01
-2.483000e-02   1.000000e+00   4.329993e-01
-2.101000e-02   1.000000e+00   5.066473e-01
-1.719000e-02   1.000000e+00   4.623583e-01
-1.337000e-02   1.000000e+00   4.558793e-01
-9.550000e-03   1.000000e+00   3.837251e-01
-5.730000e-03   1.000000e+00   3.860165e-01
-1.910000e-03   1.000000e+00   3.537803e-01
 1.910000e-03   1.000000e+00   4.876501e-01
 5.730000e-03   1.000000e+00   4.410176e-01
 9.550000e-03   1.000000e+00   4.591021e-01
 1.337000e-02   1.000000e+00   4.054764e-01
 1.719000e-02   1.000000e+00   4.341267e-01
 2.101000e-02   1.000000e+00   3.854393e-01
 2.483000e-02   1.000000e+00   4.634942e-01
 2.865000e-02   1.000000e+00   4.448584e-01
 3.247000e-02   1.000000e+00   5.032995e-01
 3.629000e-02   1.000000e+00   5.041808e-01
 4.011000e-02   1.000000e+00   3.857381e-01
 4.393000e-02   1.000000e+00   5.157637e-01
 4.775000e-02   1.000000e+00   5.259898e-01
 5.157000e-02   1.000000e+00   5.833299e-01
 5.539000e-02   1.000000e+00   5.728331e-01
 5.921000e-02   1.000000e+00   5.453452e-01
 6.303000e-02   8.000000e-01   3.950153e-01
 6.685000e-02   1.000000e+00   4.244900e-01
 7.067000e-02   1.000000e+00   5.788356e-01
 7.449000e-02   1.000000e+00   5.382323e-01
 7.831000e-02   1.000000e+00   5.500620e-01
 8.213000e-02   1.000000e+00   5.600129e-01
 8.595000e-02   1.000000e+00   4.426774e-01
 8.977000e-02   8.000000e-01   4.908120e-01
 9.359000e-02   8.000000e-01   5.160213e-01
 9.741000e-02   1.000000e+00   5.964749e-01
 1.012300e-01   8.000000e-01   4.907187e-01
 1.050500e-01   4.000000e-01   4.000000e-01
 1.088700e-01   6.000000e-01   4.898979e-01
 1.126900e-01   6.000000e-01   4.898979e-01
 1.165100e-01   6.000000e-01   4.721831e-01
 1.203300e-01   6.000000e-01   4.898979e-01
 1.241500e-01   6.000000e-01   4.898979e-01
 1.279700e-01   4.000000e-01   3.650730e-01
 1.317900e-01   2.000000e-01   2.828427e-01
 1.356100e-01   4.000000e-01   4.000000e-01
 1.394300e-01   0.000000e+00   0.000000e+00
 1.432500e-01   0.000000e+00   0.000000e+00
 1.470700e-01   0.000000e+00   0.000000e+00
 1.508900e-01   0.000000e+00   0.000000e+00
 1.547100e-01   2.000000e-01   2.828427e-01
 1.585300e-01   4.000000e-01   4.000000e-01
 1.623500e-01   0.000000e+00   0.000000e+00
 1.661700e-01   4.000000e-01   4.000000e-01
 1.699900e-01   2.000000e-01   2.828427e-01
 1.738100e-01   0.000000e+00   0.000000e+00
 1.776300e-01   2.000000e-01   2.828427e-01
 1.814500e-01   0.000000e+00   0.000000e+00
 1.852700e-01   0.000000e+00   0.000000e+00
 1.890900e-01   2.000000e-01   2.828427e-01
 inf   1.000000e+00   1.150319e+00
