costh3_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
 9.999980e-01   4.132183e+04   4.818130e+03
 9.999980e-01   3.538165e+04   5.979165e+03
 9.999980e-01   3.984494e+04   6.086208e+03
 9.999980e-01   4.036249e+04   4.808167e+03
 9.999980e-01   3.383629e+04   3.649761e+03
 9.999980e-01   4.786843e+04   5.270276e+03
 9.999980e-01   4.574417e+04   4.544878e+03
 9.999980e-01   4.421899e+04   5.829817e+03
 9.999980e-01   3.648806e+04   5.295156e+03
 9.999980e-01   5.152635e+04   6.796048e+03
 9.999980e-01   3.653346e+04   6.062909e+03
 9.999980e-01   4.165712e+04   3.609990e+03
 9.999980e-01   3.778602e+04   4.602014e+03
 9.999980e-01   3.817500e+04   6.484287e+03
 9.999980e-01   5.432271e+04   6.177540e+03
 9.999980e-01   5.077204e+04   8.413203e+03
 9.999980e-01   3.142170e+04   4.222563e+03
 9.999980e-01   4.651719e+04   3.659806e+03
 9.999980e-01   4.548106e+04   4.303990e+03
 9.999980e-01   4.404333e+04   2.955208e+03
 9.999980e-01   4.135330e+04   4.391257e+03
 9.999980e-01   4.308728e+04   4.299530e+03
 9.999980e-01   5.219556e+04   4.105031e+03
 9.999980e-01   4.763982e+04   1.079565e+04
 9.999980e-01   3.861010e+04   6.331805e+03
 9.999981e-01   5.852853e+04   5.064416e+03
 9.999981e-01   7.675599e+04   2.748445e+04
 9.999981e-01   4.604825e+04   8.329880e+03
 9.999981e-01   4.770099e+04   2.331472e+03
 9.999981e-01   5.406359e+04   8.626423e+03
 9.999981e-01   3.828363e+04   3.061077e+03
 9.999981e-01   4.380501e+04   5.834932e+03
 9.999981e-01   5.182597e+04   5.211443e+03
 9.999981e-01   4.937923e+04   6.524350e+03
 9.999981e-01   4.841505e+04   6.437102e+03
 9.999981e-01   4.254160e+04   5.179494e+03
 9.999981e-01   5.814213e+04   1.082403e+04
 9.999981e-01   4.056679e+04   6.404084e+03
 9.999981e-01   6.133560e+04   7.252717e+03
 9.999981e-01   5.027370e+04   8.220914e+03
 9.999981e-01   4.935549e+04   5.845546e+03
 9.999981e-01   5.836858e+04   4.168235e+03
 9.999981e-01   4.924619e+04   4.409158e+03
 9.999981e-01   4.588092e+04   3.834224e+03
 9.999981e-01   5.214500e+04   4.361505e+03
 9.999981e-01   4.590881e+04   4.483508e+03
 9.999981e-01   4.717944e+04   5.869264e+03
 9.999981e-01   4.132371e+04   6.520415e+03
 9.999981e-01   4.134897e+04   6.443385e+03
 9.999981e-01   4.648456e+04   6.286917e+03
 9.999981e-01   5.686230e+04   4.096785e+03
 9.999981e-01   4.828279e+04   4.323843e+03
 9.999981e-01   5.313205e+04   4.262014e+03
 9.999981e-01   5.428390e+04   8.072173e+03
 9.999981e-01   5.369363e+04   5.544867e+03
 9.999981e-01   4.313552e+04   4.735100e+03
 9.999981e-01   4.757067e+04   4.008316e+03
 9.999981e-01   3.858339e+04   6.845377e+03
 9.999981e-01   4.198537e+04   4.234132e+03
 9.999981e-01   5.343349e+04   5.065696e+03
 9.999981e-01   4.762482e+04   4.128818e+03
 9.999981e-01   5.486012e+04   8.211735e+03
 9.999981e-01   4.778736e+04   5.618848e+03
 9.999981e-01   4.789122e+04   5.643885e+03
 9.999981e-01   6.732653e+04   4.970964e+03
 9.999981e-01   4.013290e+04   5.454280e+03
 9.999981e-01   4.672902e+04   4.130526e+03
